,Tid (Cet),Tilsynelatende energi (kVAh),Merkeytelse (kVA),Merkeytelse + 20% (kVA)
3541,2018-11-27 06:00:00,27.2,500,600
3542,2018-11-27 07:00:00,28.8,500,600
3543,2018-11-27 08:00:00,52.8242368615014,500,600
3544,2018-11-27 09:00:00,54.4,500,600
3545,2018-11-27 10:00:00,51.2249938994628,500,600
3546,2018-11-27 11:00:00,52.8,500,600
3547,2018-11-27 12:00:00,48.0266592633716,500,600
3548,2018-11-27 13:00:00,48.0,500,600
3549,2018-11-27 14:00:00,46.4275780113501,500,600
3550,2018-11-27 15:00:00,46.4275780113501,500,600
3551,2018-11-27 16:00:00,44.8,500,600
3552,2018-11-27 17:00:00,33.6380736666058,500,600
3553,2018-11-27 18:00:00,24.0532742053967,500,600
3554,2018-11-27 19:00:00,24.0,500,600
3555,2018-11-27 20:00:00,27.2,500,600
3556,2018-11-27 21:00:00,27.2470181854822,500,600
3557,2018-11-27 22:00:00,28.8,500,600
3558,2018-11-27 23:00:00,28.8,500,600
3559,2018-11-28 00:00:00,25.6499512670102,500,600
3560,2018-11-28 01:00:00,22.4,500,600
3561,2018-11-28 02:00:00,22.4,500,600
3562,2018-11-28 03:00:00,22.4,500,600
3563,2018-11-28 04:00:00,22.4570701561891,500,600
3564,2018-11-28 05:00:00,22.4,500,600
3565,2018-11-28 06:00:00,24.0,500,600
3566,2018-11-28 07:00:00,24.0,500,600
3567,2018-11-28 08:00:00,44.8,500,600
3568,2018-11-28 09:00:00,44.8285623235901,500,600
3569,2018-11-28 10:00:00,41.6614930121329,500,600
3570,2018-11-28 11:00:00,41.6,500,600
3571,2018-11-28 12:00:00,41.6307578600246,500,600
3572,2018-11-28 13:00:00,43.2,500,600
3573,2018-11-28 14:00:00,40.0319872102298,500,600
3574,2018-11-28 15:00:00,40.0,500,600
3575,2018-11-28 16:00:00,38.4666088965482,500,600
3576,2018-11-28 17:00:00,33.6,500,600
3577,2018-11-28 18:00:00,22.4,500,600
3578,2018-11-28 19:00:00,24.0,500,600
3579,2018-11-28 20:00:00,25.6499512670102,500,600
3580,2018-11-28 21:00:00,27.2,500,600
3581,2018-11-28 22:00:00,25.6,500,600
3582,2018-11-28 23:00:00,25.6499512670102,500,600
3583,2018-11-29 00:00:00,20.8,500,600
3584,2018-11-29 01:00:00,22.4570701561891,500,600
3585,2018-11-29 02:00:00,20.8,500,600
3586,2018-11-29 03:00:00,20.8,500,600
3587,2018-11-29 04:00:00,22.4,500,600
3588,2018-11-29 05:00:00,20.8,500,600
3589,2018-11-29 06:00:00,22.4,500,600
3590,2018-11-29 07:00:00,22.4570701561891,500,600
3591,2018-11-29 08:00:00,40.0,500,600
3592,2018-11-29 09:00:00,40.0319872102298,500,600
3593,2018-11-29 10:00:00,38.4,500,600
3594,2018-11-29 11:00:00,38.4666088965482,500,600
3595,2018-11-29 12:00:00,33.6380736666058,500,600
3596,2018-11-29 13:00:00,35.2363448728724,500,600
3597,2018-11-29 14:00:00,36.8347661863083,500,600
3598,2018-11-29 15:00:00,36.8347661863083,500,600
3599,2018-11-29 16:00:00,40.0319872102298,500,600
3600,2018-11-29 17:00:00,35.2363448728724,500,600
3601,2018-11-29 18:00:00,24.0,500,600
3602,2018-11-29 19:00:00,24.0,500,600
3603,2018-11-29 20:00:00,17.6,500,600
3604,2018-11-29 21:00:00,19.2,500,600
3605,2018-11-29 22:00:00,24.0532742053967,500,600
3606,2018-11-29 23:00:00,22.4570701561891,500,600
3607,2018-11-30 00:00:00,19.2,500,600
3608,2018-11-30 01:00:00,17.6,500,600
3609,2018-11-30 02:00:00,17.6725776274996,500,600
3610,2018-11-30 03:00:00,19.2,500,600
3611,2018-11-30 04:00:00,16.0,500,600
3612,2018-11-30 05:00:00,17.6,500,600
3613,2018-11-30 06:00:00,17.6725776274996,500,600
3614,2018-11-30 07:00:00,20.8,500,600
3615,2018-11-30 08:00:00,35.2,500,600
3616,2018-11-30 09:00:00,33.6380736666058,500,600
3617,2018-11-30 10:00:00,36.8347661863083,500,600
3618,2018-11-30 11:00:00,33.6380736666058,500,600
3619,2018-11-30 12:00:00,32.0399750312013,500,600
3620,2018-11-30 13:00:00,30.4420761447047,500,600
3621,2018-11-30 14:00:00,30.4420761447047,500,600
3622,2018-11-30 15:00:00,30.4840942132122,500,600
3623,2018-11-30 16:00:00,28.8444102037119,500,600
3624,2018-11-30 17:00:00,27.2470181854822,500,600
3625,2018-11-30 18:00:00,16.0,500,600
3626,2018-11-30 19:00:00,17.6,500,600
3627,2018-11-30 20:00:00,16.0,500,600
3628,2018-11-30 21:00:00,17.6725776274996,500,600
3629,2018-11-30 22:00:00,16.0,500,600
3630,2018-11-30 23:00:00,17.6,500,600
3631,2018-12-01 00:00:00,16.0,500,600
3632,2018-12-01 01:00:00,16.0798009937934,500,600
3633,2018-12-01 02:00:00,17.6,500,600
3634,2018-12-01 03:00:00,16.0,500,600
3635,2018-12-01 04:00:00,17.6,500,600
3636,2018-12-01 05:00:00,19.2665513260677,500,600
3637,2018-12-01 06:00:00,17.6,500,600
3638,2018-12-01 07:00:00,17.6,500,600
3639,2018-12-01 08:00:00,19.2,500,600
3640,2018-12-01 09:00:00,20.8,500,600
3641,2018-12-01 10:00:00,33.6380736666058,500,600
3642,2018-12-01 11:00:00,33.6380736666058,500,600
3643,2018-12-01 12:00:00,33.7520369755664,500,600
3644,2018-12-01 13:00:00,35.2363448728724,500,600
3645,2018-12-01 14:00:00,35.2726522960778,500,600
3646,2018-12-01 15:00:00,19.2,500,600
3647,2018-12-01 16:00:00,20.8,500,600
3648,2018-12-01 17:00:00,24.0,500,600
3649,2018-12-01 18:00:00,27.2470181854822,500,600
3650,2018-12-01 19:00:00,27.2470181854822,500,600
3651,2018-12-01 20:00:00,22.4,500,600
3652,2018-12-01 21:00:00,19.2,500,600
3653,2018-12-01 22:00:00,22.4570701561891,500,600
3654,2018-12-01 23:00:00,19.2,500,600
3655,2018-12-02 00:00:00,19.2,500,600
3656,2018-12-02 01:00:00,20.8,500,600
3657,2018-12-02 02:00:00,19.2665513260677,500,600
3658,2018-12-02 03:00:00,19.2,500,600
3659,2018-12-02 04:00:00,20.8,500,600
3660,2018-12-02 05:00:00,20.8,500,600
3661,2018-12-02 06:00:00,17.6,500,600
3662,2018-12-02 07:00:00,19.2,500,600
3663,2018-12-02 08:00:00,19.2665513260677,500,600
3664,2018-12-02 09:00:00,17.6,500,600
3665,2018-12-02 10:00:00,19.2,500,600
3666,2018-12-02 11:00:00,14.4,500,600
3667,2018-12-02 12:00:00,16.0,500,600
3668,2018-12-02 13:00:00,16.0,500,600
3669,2018-12-02 14:00:00,16.0,500,600
3670,2018-12-02 15:00:00,17.6725776274996,500,600
3671,2018-12-02 16:00:00,16.0,500,600
3672,2018-12-02 17:00:00,17.6,500,600
3673,2018-12-02 18:00:00,16.0798009937934,500,600
3674,2018-12-02 19:00:00,17.6,500,600
3675,2018-12-02 20:00:00,17.6,500,600
3676,2018-12-02 21:00:00,17.6,500,600
3677,2018-12-02 22:00:00,17.6,500,600
3678,2018-12-02 23:00:00,17.6,500,600
3679,2018-12-03 00:00:00,17.6,500,600
3680,2018-12-03 01:00:00,17.6,500,600
3681,2018-12-03 02:00:00,17.6,500,600
3682,2018-12-03 03:00:00,19.2,500,600
3683,2018-12-03 04:00:00,17.6,500,600
3684,2018-12-03 05:00:00,17.6725776274996,500,600
3685,2018-12-03 06:00:00,17.6,500,600
3686,2018-12-03 07:00:00,20.8,500,600
3687,2018-12-03 08:00:00,38.4333188782858,500,600
3688,2018-12-03 09:00:00,41.722895393297,500,600
3689,2018-12-03 10:00:00,41.722895393297,500,600
3690,2018-12-03 11:00:00,38.5331026521353,500,600
3691,2018-12-03 12:00:00,35.3451552549992,500,600
3692,2018-12-03 13:00:00,36.9388684179686,500,600
3693,2018-12-03 14:00:00,33.7520369755664,500,600
3694,2018-12-03 15:00:00,35.3451552549992,500,600
3695,2018-12-03 16:00:00,30.5679570792685,500,600
3696,2018-12-03 17:00:00,28.8444102037119,500,600
3697,2018-12-03 18:00:00,17.6,500,600
3698,2018-12-03 19:00:00,19.2,500,600
3699,2018-12-03 20:00:00,19.2,500,600
3700,2018-12-03 21:00:00,16.0798009937934,500,600
3701,2018-12-03 22:00:00,19.2,500,600
3702,2018-12-03 23:00:00,19.2,500,600
3703,2018-12-04 00:00:00,20.8,500,600
3704,2018-12-04 01:00:00,17.6725776274996,500,600
3705,2018-12-04 02:00:00,17.6,500,600
3706,2018-12-04 03:00:00,17.6,500,600
3707,2018-12-04 04:00:00,17.6,500,600
3708,2018-12-04 05:00:00,20.8614476966485,500,600
3709,2018-12-04 06:00:00,19.2,500,600
3710,2018-12-04 07:00:00,19.2,500,600
3711,2018-12-04 08:00:00,38.4333188782858,500,600
3712,2018-12-04 09:00:00,44.8285623235901,500,600
3713,2018-12-04 10:00:00,43.2296194755401,500,600
3714,2018-12-04 11:00:00,48.0,500,600
3715,2018-12-04 12:00:00,62.4819974072532,500,600
3716,2018-12-04 13:00:00,56.0228524800371,500,600
3717,2018-12-04 14:00:00,57.6222179371811,500,600
3718,2018-12-04 15:00:00,59.2216176746296,500,600
3719,2018-12-04 16:00:00,59.2216176746296,500,600
3720,2018-12-04 17:00:00,49.6,500,600
3721,2018-12-04 18:00:00,41.6,500,600
3722,2018-12-04 19:00:00,41.6,500,600
3723,2018-12-04 20:00:00,40.0319872102298,500,600
3724,2018-12-04 21:00:00,41.6307578600246,500,600
3725,2018-12-04 22:00:00,40.0,500,600
3726,2018-12-04 23:00:00,44.8,500,600
3727,2018-12-05 00:00:00,44.8285623235901,500,600
3728,2018-12-05 01:00:00,46.4,500,600
3729,2018-12-05 02:00:00,43.2,500,600
3730,2018-12-05 03:00:00,44.8285623235901,500,600
3731,2018-12-05 04:00:00,43.2,500,600
3732,2018-12-05 05:00:00,43.2,500,600
3733,2018-12-05 06:00:00,43.2,500,600
3734,2018-12-05 07:00:00,44.8285623235901,500,600
3735,2018-12-05 08:00:00,67.21904492032,500,600
3736,2018-12-05 09:00:00,67.2,500,600
3737,2018-12-05 10:00:00,65.6195092941116,500,600
3738,2018-12-05 11:00:00,67.2,500,600
3739,2018-12-05 12:00:00,64.0,500,600
3740,2018-12-05 13:00:00,67.21904492032,500,600
3741,2018-12-05 14:00:00,68.8,500,600
3742,2018-12-05 15:00:00,67.21904492032,500,600
3743,2018-12-05 16:00:00,67.21904492032,500,600
3744,2018-12-05 17:00:00,56.0,500,600
3745,2018-12-05 18:00:00,41.6,500,600
3746,2018-12-05 19:00:00,43.2,500,600
3747,2018-12-05 20:00:00,43.2296194755401,500,600
3748,2018-12-05 21:00:00,41.6,500,600
3749,2018-12-05 22:00:00,43.2,500,600
3750,2018-12-05 23:00:00,41.6,500,600
3751,2018-12-06 00:00:00,43.2296194755401,500,600
3752,2018-12-06 01:00:00,44.8,500,600
3753,2018-12-06 02:00:00,43.2,500,600
3754,2018-12-06 03:00:00,41.6,500,600
3755,2018-12-06 04:00:00,43.2296194755401,500,600
3756,2018-12-06 05:00:00,43.2,500,600
3757,2018-12-06 06:00:00,41.6,500,600
3758,2018-12-06 07:00:00,43.2,500,600
3759,2018-12-06 08:00:00,62.4205094500197,500,600
3760,2018-12-06 09:00:00,62.4205094500197,500,600
3761,2018-12-06 10:00:00,64.0199968759762,500,600
3762,2018-12-06 11:00:00,60.8,500,600
3763,2018-12-06 12:00:00,60.8,500,600
3764,2018-12-06 13:00:00,59.2216176746296,500,600
3765,2018-12-06 14:00:00,57.6,500,600
3766,2018-12-06 15:00:00,57.6,500,600
3767,2018-12-06 16:00:00,60.8210489879943,500,600
3768,2018-12-06 17:00:00,59.2,500,600
3769,2018-12-06 18:00:00,49.6,500,600
3770,2018-12-06 19:00:00,49.6,500,600
3771,2018-12-06 20:00:00,48.0266592633716,500,600
3772,2018-12-06 21:00:00,46.4,500,600
3773,2018-12-06 22:00:00,46.4275780113501,500,600
3774,2018-12-06 23:00:00,43.2,500,600
3775,2018-12-07 00:00:00,40.0,500,600
3776,2018-12-07 01:00:00,40.0,500,600
3777,2018-12-07 02:00:00,41.6,500,600
3778,2018-12-07 03:00:00,41.6307578600246,500,600
3779,2018-12-07 04:00:00,40.0,500,600
3780,2018-12-07 05:00:00,40.0,500,600
3781,2018-12-07 06:00:00,40.0319872102298,500,600
3782,2018-12-07 07:00:00,41.6,500,600
3783,2018-12-07 08:00:00,57.6222179371811,500,600
3784,2018-12-07 09:00:00,57.6,500,600
3785,2018-12-07 10:00:00,59.2,500,600
3786,2018-12-07 11:00:00,56.0228524800371,500,600
3787,2018-12-07 12:00:00,56.0228524800371,500,600
3788,2018-12-07 13:00:00,59.2,500,600
3789,2018-12-07 14:00:00,59.2216176746296,500,600
3790,2018-12-07 15:00:00,59.2,500,600
3791,2018-12-07 16:00:00,60.8,500,600
3792,2018-12-07 17:00:00,52.8,500,600
3793,2018-12-07 18:00:00,41.6,500,600
3794,2018-12-07 19:00:00,41.6307578600246,500,600
3795,2018-12-07 20:00:00,41.6,500,600
3796,2018-12-07 21:00:00,41.6,500,600
3797,2018-12-07 22:00:00,40.0319872102298,500,600
3798,2018-12-07 23:00:00,38.4,500,600
3799,2018-12-08 00:00:00,40.0,500,600
3800,2018-12-08 01:00:00,40.0,500,600
3801,2018-12-08 02:00:00,38.4333188782858,500,600
3802,2018-12-08 03:00:00,40.0,500,600
3803,2018-12-08 04:00:00,41.6,500,600
3804,2018-12-08 05:00:00,40.0,500,600
3805,2018-12-08 06:00:00,40.0319872102298,500,600
3806,2018-12-08 07:00:00,40.0319872102298,500,600
3807,2018-12-08 08:00:00,40.0,500,600
3808,2018-12-08 09:00:00,40.0319872102298,500,600
3809,2018-12-08 10:00:00,56.0,500,600
3810,2018-12-08 11:00:00,56.0,500,600
3811,2018-12-08 12:00:00,52.8,500,600
3812,2018-12-08 13:00:00,54.4,500,600
3813,2018-12-08 14:00:00,52.8,500,600
3814,2018-12-08 15:00:00,46.4275780113501,500,600
3815,2018-12-08 16:00:00,48.0,500,600
3816,2018-12-08 17:00:00,43.2296194755401,500,600
3817,2018-12-08 18:00:00,43.2296194755401,500,600
3818,2018-12-08 19:00:00,41.6307578600246,500,600
3819,2018-12-08 20:00:00,43.2296194755401,500,600
3820,2018-12-08 21:00:00,41.6307578600246,500,600
3821,2018-12-08 22:00:00,43.2296194755401,500,600
3822,2018-12-08 23:00:00,43.3183563861788,500,600
3823,2018-12-09 00:00:00,43.2296194755401,500,600
3824,2018-12-09 01:00:00,43.2296194755401,500,600
3825,2018-12-09 02:00:00,41.6307578600246,500,600
3826,2018-12-09 03:00:00,44.8285623235901,500,600
3827,2018-12-09 04:00:00,43.2296194755401,500,600
3828,2018-12-09 05:00:00,43.2296194755401,500,600
3829,2018-12-09 06:00:00,43.2296194755401,500,600
3830,2018-12-09 07:00:00,43.2296194755401,500,600
3831,2018-12-09 08:00:00,43.2296194755401,500,600
3832,2018-12-09 09:00:00,43.2296194755401,500,600
3833,2018-12-09 10:00:00,40.0319872102298,500,600
3834,2018-12-09 11:00:00,40.0319872102298,500,600
3835,2018-12-09 12:00:00,40.0319872102298,500,600
3836,2018-12-09 13:00:00,40.0319872102298,500,600
3837,2018-12-09 14:00:00,40.0,500,600
3838,2018-12-09 15:00:00,41.6307578600246,500,600
3839,2018-12-09 16:00:00,40.0319872102298,500,600
3840,2018-12-09 17:00:00,43.3183563861788,500,600
3841,2018-12-09 18:00:00,43.2296194755401,500,600
3842,2018-12-09 19:00:00,43.2296194755401,500,600
3843,2018-12-09 20:00:00,43.2296194755401,500,600
3844,2018-12-09 21:00:00,44.8285623235901,500,600
3845,2018-12-09 22:00:00,43.2296194755401,500,600
3846,2018-12-09 23:00:00,43.2296194755401,500,600
3847,2018-12-10 00:00:00,43.2296194755401,500,600
3848,2018-12-10 01:00:00,44.8285623235901,500,600
3849,2018-12-10 02:00:00,44.8285623235901,500,600
3850,2018-12-10 03:00:00,44.8285623235901,500,600
3851,2018-12-10 04:00:00,43.2296194755401,500,600
3852,2018-12-10 05:00:00,43.2296194755401,500,600
3853,2018-12-10 06:00:00,43.2296194755401,500,600
3854,2018-12-10 07:00:00,44.8285623235901,500,600
3855,2018-12-10 08:00:00,62.4205094500197,500,600
3856,2018-12-10 09:00:00,62.4205094500197,500,600
3857,2018-12-10 10:00:00,62.4,500,600
3858,2018-12-10 11:00:00,59.2,500,600
3859,2018-12-10 12:00:00,59.2,500,600
3860,2018-12-10 13:00:00,57.6,500,600
3861,2018-12-10 14:00:00,54.4235243254238,500,600
3862,2018-12-10 15:00:00,54.4,500,600
3863,2018-12-10 16:00:00,56.0228524800371,500,600
3864,2018-12-10 17:00:00,49.6,500,600
3865,2018-12-10 18:00:00,38.4,500,600
3866,2018-12-10 19:00:00,40.0319872102298,500,600
3867,2018-12-10 20:00:00,46.4,500,600
3868,2018-12-10 21:00:00,48.0266592633716,500,600
3869,2018-12-10 22:00:00,44.8,500,600
3870,2018-12-10 23:00:00,41.6,500,600
3871,2018-12-11 00:00:00,40.0319872102298,500,600
3872,2018-12-11 01:00:00,41.6,500,600
3873,2018-12-11 02:00:00,41.6307578600246,500,600
3874,2018-12-11 03:00:00,41.6307578600246,500,600
3875,2018-12-11 04:00:00,43.2,500,600
3876,2018-12-11 05:00:00,41.6307578600246,500,600
3877,2018-12-11 06:00:00,41.6,500,600
3878,2018-12-11 07:00:00,43.2296194755401,500,600
3879,2018-12-11 08:00:00,62.4,500,600
3880,2018-12-11 09:00:00,64.0,500,600
3881,2018-12-11 10:00:00,64.0,500,600
3882,2018-12-11 11:00:00,65.6195092941116,500,600
3883,2018-12-11 12:00:00,64.0199968759762,500,600
3884,2018-12-11 13:00:00,57.6,500,600
3885,2018-12-11 14:00:00,57.6,500,600
3886,2018-12-11 15:00:00,60.8210489879943,500,600
3887,2018-12-11 16:00:00,59.2,500,600
3888,2018-12-11 17:00:00,52.8,500,600
3889,2018-12-11 18:00:00,44.8285623235901,500,600
3890,2018-12-11 19:00:00,43.2,500,600
3891,2018-12-11 20:00:00,49.6,500,600
3892,2018-12-11 21:00:00,44.8285623235901,500,600
3893,2018-12-11 22:00:00,43.2,500,600
3894,2018-12-11 23:00:00,43.2296194755401,500,600
3895,2018-12-12 00:00:00,43.2,500,600
3896,2018-12-12 01:00:00,44.8285623235901,500,600
3897,2018-12-12 02:00:00,43.2296194755401,500,600
3898,2018-12-12 03:00:00,43.2,500,600
3899,2018-12-12 04:00:00,41.6307578600246,500,600
3900,2018-12-12 05:00:00,43.2296194755401,500,600
3901,2018-12-12 06:00:00,43.2,500,600
3902,2018-12-12 07:00:00,43.2296194755401,500,600
3903,2018-12-12 08:00:00,65.6,500,600
3904,2018-12-12 09:00:00,67.21904492032,500,600
3905,2018-12-12 10:00:00,65.6,500,600
3906,2018-12-12 11:00:00,62.4,500,600
3907,2018-12-12 12:00:00,62.4,500,600
3908,2018-12-12 13:00:00,62.4410121634811,500,600
3909,2018-12-12 14:00:00,60.8,500,600
3910,2018-12-12 15:00:00,60.8210489879943,500,600
3911,2018-12-12 16:00:00,60.8,500,600
3912,2018-12-12 17:00:00,56.0228524800371,500,600
3913,2018-12-12 18:00:00,43.2,500,600
3914,2018-12-12 19:00:00,43.2296194755401,500,600
3915,2018-12-12 20:00:00,43.2,500,600
3916,2018-12-12 21:00:00,43.2296194755401,500,600
3917,2018-12-12 22:00:00,43.2296194755401,500,600
3918,2018-12-12 23:00:00,43.2,500,600
3919,2018-12-13 00:00:00,43.2296194755401,500,600
3920,2018-12-13 01:00:00,44.8285623235901,500,600
3921,2018-12-13 02:00:00,43.2,500,600
3922,2018-12-13 03:00:00,44.8285623235901,500,600
3923,2018-12-13 04:00:00,43.2296194755401,500,600
3924,2018-12-13 05:00:00,44.8,500,600
3925,2018-12-13 06:00:00,43.2296194755401,500,600
3926,2018-12-13 07:00:00,43.2,500,600
3927,2018-12-13 08:00:00,60.8210489879943,500,600
3928,2018-12-13 09:00:00,62.4,500,600
3929,2018-12-13 10:00:00,64.0,500,600
3930,2018-12-13 11:00:00,60.8,500,600
3931,2018-12-13 12:00:00,60.8210489879943,500,600
3932,2018-12-13 13:00:00,59.2,500,600
3933,2018-12-13 14:00:00,56.0228524800371,500,600
3934,2018-12-13 15:00:00,59.2216176746296,500,600
3935,2018-12-13 16:00:00,60.8,500,600
3936,2018-12-13 17:00:00,59.2,500,600
3937,2018-12-13 18:00:00,49.6257997416666,500,600
3938,2018-12-13 19:00:00,49.6,500,600
3939,2018-12-13 20:00:00,41.6307578600246,500,600
3940,2018-12-13 21:00:00,41.6,500,600
3941,2018-12-13 22:00:00,41.6307578600246,500,600
3942,2018-12-13 23:00:00,41.6,500,600
3943,2018-12-14 00:00:00,41.6307578600246,500,600
3944,2018-12-14 01:00:00,43.2,500,600
3945,2018-12-14 02:00:00,43.2296194755401,500,600
3946,2018-12-14 03:00:00,43.2296194755401,500,600
3947,2018-12-14 04:00:00,43.2,500,600
3948,2018-12-14 05:00:00,41.6307578600246,500,600
3949,2018-12-14 06:00:00,41.6,500,600
3950,2018-12-14 07:00:00,43.2296194755401,500,600
3951,2018-12-14 08:00:00,60.8,500,600
3952,2018-12-14 09:00:00,57.6,500,600
3953,2018-12-14 10:00:00,64.0199968759762,500,600
3954,2018-12-14 11:00:00,64.0199968759762,500,600
3955,2018-12-14 12:00:00,64.0,500,600
3956,2018-12-14 13:00:00,64.0,500,600
3957,2018-12-14 14:00:00,59.2,500,600
3958,2018-12-14 15:00:00,64.0199968759762,500,600
3959,2018-12-14 16:00:00,60.8,500,600
3960,2018-12-14 17:00:00,57.6222179371811,500,600
3961,2018-12-14 18:00:00,44.8,500,600
3962,2018-12-14 19:00:00,44.8285623235901,500,600
3963,2018-12-14 20:00:00,43.2296194755401,500,600
3964,2018-12-14 21:00:00,44.8,500,600
3965,2018-12-14 22:00:00,43.2296194755401,500,600
3966,2018-12-14 23:00:00,44.8,500,600
3967,2018-12-15 00:00:00,44.8285623235901,500,600
3968,2018-12-15 01:00:00,44.8,500,600
3969,2018-12-15 02:00:00,44.8285623235901,500,600
3970,2018-12-15 03:00:00,44.8285623235901,500,600
3971,2018-12-15 04:00:00,46.4,500,600
3972,2018-12-15 05:00:00,43.2296194755401,500,600
3973,2018-12-15 06:00:00,44.8285623235901,500,600
3974,2018-12-15 07:00:00,43.2,500,600
3975,2018-12-15 08:00:00,44.8285623235901,500,600
3976,2018-12-15 09:00:00,43.2,500,600
3977,2018-12-15 10:00:00,60.8210489879943,500,600
3978,2018-12-15 11:00:00,59.2216176746296,500,600
3979,2018-12-15 12:00:00,60.8,500,600
3980,2018-12-15 13:00:00,62.4,500,600
3981,2018-12-15 14:00:00,57.6,500,600
3982,2018-12-15 15:00:00,41.6307578600246,500,600
3983,2018-12-15 16:00:00,41.6307578600246,500,600
3984,2018-12-15 17:00:00,44.8285623235901,500,600
3985,2018-12-15 18:00:00,43.2,500,600
3986,2018-12-15 19:00:00,40.0319872102298,500,600
3987,2018-12-15 20:00:00,41.6,500,600
3988,2018-12-15 21:00:00,41.6307578600246,500,600
3989,2018-12-15 22:00:00,40.0,500,600
3990,2018-12-15 23:00:00,40.0319872102298,500,600
3991,2018-12-16 00:00:00,41.6,500,600
3992,2018-12-16 01:00:00,40.0,500,600
3993,2018-12-16 02:00:00,40.0319872102298,500,600
3994,2018-12-16 03:00:00,40.0,500,600
3995,2018-12-16 04:00:00,40.0319872102298,500,600
3996,2018-12-16 05:00:00,40.0,500,600
3997,2018-12-16 06:00:00,41.6,500,600
3998,2018-12-16 07:00:00,38.4333188782858,500,600
3999,2018-12-16 08:00:00,41.6,500,600
4000,2018-12-16 09:00:00,38.4333188782858,500,600
4001,2018-12-16 10:00:00,38.4,500,600
4002,2018-12-16 11:00:00,38.4,500,600
4003,2018-12-16 12:00:00,36.8347661863083,500,600
4004,2018-12-16 13:00:00,36.8,500,600
4005,2018-12-16 14:00:00,36.8347661863083,500,600
4006,2018-12-16 15:00:00,36.8,500,600
4007,2018-12-16 16:00:00,38.4333188782858,500,600
4008,2018-12-16 17:00:00,40.0,500,600
4009,2018-12-16 18:00:00,40.0319872102298,500,600
4010,2018-12-16 19:00:00,41.6,500,600
4011,2018-12-16 20:00:00,40.0319872102298,500,600
4012,2018-12-16 21:00:00,41.6,500,600
4013,2018-12-16 22:00:00,41.6307578600246,500,600
4014,2018-12-16 23:00:00,41.6,500,600
4015,2018-12-17 00:00:00,41.6307578600246,500,600
4016,2018-12-17 01:00:00,40.0,500,600
4017,2018-12-17 02:00:00,41.6,500,600
4018,2018-12-17 03:00:00,40.0319872102298,500,600
4019,2018-12-17 04:00:00,40.0,500,600
4020,2018-12-17 05:00:00,40.0319872102298,500,600
4021,2018-12-17 06:00:00,40.0,500,600
4022,2018-12-17 07:00:00,40.0,500,600
4023,2018-12-17 08:00:00,56.0,500,600
4024,2018-12-17 09:00:00,59.2216176746296,500,600
4025,2018-12-17 10:00:00,57.6222179371811,500,600
4026,2018-12-17 11:00:00,57.6,500,600
4027,2018-12-17 12:00:00,54.4,500,600
4028,2018-12-17 13:00:00,54.4,500,600
4029,2018-12-17 14:00:00,54.4235243254238,500,600
4030,2018-12-17 15:00:00,56.0,500,600
4031,2018-12-17 16:00:00,57.6,500,600
4032,2018-12-17 17:00:00,49.6,500,600
4033,2018-12-17 18:00:00,43.2296194755401,500,600
4034,2018-12-17 19:00:00,41.6,500,600
4035,2018-12-17 20:00:00,40.0319872102298,500,600
4036,2018-12-17 21:00:00,44.8285623235901,500,600
4037,2018-12-17 22:00:00,41.6307578600246,500,600
4038,2018-12-17 23:00:00,43.2,500,600
4039,2018-12-18 00:00:00,40.0319872102298,500,600
4040,2018-12-18 01:00:00,41.6307578600246,500,600
4041,2018-12-18 02:00:00,43.2,500,600
4042,2018-12-18 03:00:00,41.6307578600246,500,600
4043,2018-12-18 04:00:00,41.6307578600246,500,600
4044,2018-12-18 05:00:00,41.6,500,600
4045,2018-12-18 06:00:00,41.6307578600246,500,600
4046,2018-12-18 07:00:00,46.4,500,600
4047,2018-12-18 08:00:00,59.2216176746296,500,600
4048,2018-12-18 09:00:00,59.2,500,600
4049,2018-12-18 10:00:00,60.8,500,600
4050,2018-12-18 11:00:00,62.4,500,600
4051,2018-12-18 12:00:00,56.0,500,600
4052,2018-12-18 13:00:00,56.0,500,600
4053,2018-12-18 14:00:00,54.4235243254238,500,600
4054,2018-12-18 15:00:00,57.6,500,600
4055,2018-12-18 16:00:00,56.0,500,600
4056,2018-12-18 17:00:00,49.6,500,600
4057,2018-12-18 18:00:00,43.2296194755401,500,600
4058,2018-12-18 19:00:00,43.2296194755401,500,600
4059,2018-12-18 20:00:00,44.8,500,600
4060,2018-12-18 21:00:00,43.2296194755401,500,600
4061,2018-12-18 22:00:00,43.2296194755401,500,600
4062,2018-12-18 23:00:00,40.0319872102298,500,600
4063,2018-12-19 00:00:00,40.0,500,600
4064,2018-12-19 01:00:00,41.6307578600246,500,600
4065,2018-12-19 02:00:00,41.6307578600246,500,600
4066,2018-12-19 03:00:00,41.6,500,600
4067,2018-12-19 04:00:00,40.0319872102298,500,600
4068,2018-12-19 05:00:00,40.0319872102298,500,600
4069,2018-12-19 06:00:00,40.0,500,600
4070,2018-12-19 07:00:00,41.6307578600246,500,600
4071,2018-12-19 08:00:00,56.0,500,600
4072,2018-12-19 09:00:00,57.6222179371811,500,600
4073,2018-12-19 10:00:00,56.0,500,600
4074,2018-12-19 11:00:00,52.8242368615014,500,600
4075,2018-12-19 12:00:00,54.4,500,600
4076,2018-12-19 13:00:00,52.8242368615014,500,600
4077,2018-12-19 14:00:00,52.8,500,600
4078,2018-12-19 15:00:00,52.8242368615014,500,600
