,Tid (Cet),Tilsynelatende energi (kVAh),Merkeytelse (kVA),Merkeytelse + 20% (kVA)
5553,2018-08-21 10:00:00,28.8,315,378
5554,2018-08-21 11:00:00,28.8,315,378
5555,2018-08-21 12:00:00,25.6,315,378
5556,2018-08-21 13:00:00,25.6,315,378
5557,2018-08-21 14:00:00,25.6,315,378
5558,2018-08-21 15:00:00,27.2,315,378
5559,2018-08-21 16:00:00,27.2,315,378
5560,2018-08-21 17:00:00,25.6,315,378
5561,2018-08-21 18:00:00,24.0,315,378
5562,2018-08-21 19:00:00,22.4,315,378
5563,2018-08-21 20:00:00,25.6,315,378
5564,2018-08-21 21:00:00,27.2,315,378
5565,2018-08-21 22:00:00,32.0,315,378
5566,2018-08-21 23:00:00,36.8,315,378
5567,2018-08-22 00:00:00,30.4,315,378
5568,2018-08-22 01:00:00,27.2,315,378
5569,2018-08-22 02:00:00,25.6,315,378
5570,2018-08-22 03:00:00,20.8,315,378
5571,2018-08-22 04:00:00,20.8,315,378
5572,2018-08-22 05:00:00,20.8,315,378
5573,2018-08-22 06:00:00,20.8,315,378
5574,2018-08-22 07:00:00,19.2,315,378
5575,2018-08-22 08:00:00,20.8,315,378
5576,2018-08-22 09:00:00,24.0,315,378
5577,2018-08-22 10:00:00,24.0,315,378
5578,2018-08-22 11:00:00,25.6,315,378
5579,2018-08-22 12:00:00,25.6,315,378
5580,2018-08-22 13:00:00,27.2,315,378
5581,2018-08-22 14:00:00,22.4,315,378
5582,2018-08-22 15:00:00,27.2,315,378
5583,2018-08-22 16:00:00,24.0,315,378
5584,2018-08-22 17:00:00,30.4,315,378
5585,2018-08-22 18:00:00,40.0,315,378
5586,2018-08-22 19:00:00,28.8,315,378
5587,2018-08-22 20:00:00,30.4,315,378
5588,2018-08-22 21:00:00,25.6,315,378
5589,2018-08-22 22:00:00,28.8,315,378
5590,2018-08-22 23:00:00,30.4,315,378
5591,2018-08-23 00:00:00,25.6,315,378
5592,2018-08-23 01:00:00,22.4,315,378
5593,2018-08-23 02:00:00,20.8,315,378
5594,2018-08-23 03:00:00,22.4,315,378
5595,2018-08-23 04:00:00,19.2,315,378
5596,2018-08-23 05:00:00,22.4,315,378
5597,2018-08-23 06:00:00,24.0,315,378
5598,2018-08-23 07:00:00,24.0,315,378
5599,2018-08-23 08:00:00,24.0,315,378
5600,2018-08-23 09:00:00,28.8,315,378
5601,2018-08-23 10:00:00,27.2,315,378
5602,2018-08-23 11:00:00,24.0,315,378
5603,2018-08-23 12:00:00,24.0,315,378
5604,2018-08-23 13:00:00,25.6,315,378
5605,2018-08-23 14:00:00,24.0,315,378
5606,2018-08-23 15:00:00,22.4,315,378
5607,2018-08-23 16:00:00,25.6,315,378
5608,2018-08-23 17:00:00,30.4,315,378
5609,2018-08-23 18:00:00,28.8,315,378
5610,2018-08-23 19:00:00,32.0,315,378
5611,2018-08-23 20:00:00,30.4,315,378
5612,2018-08-23 21:00:00,33.6,315,378
5613,2018-08-23 22:00:00,40.0,315,378
5614,2018-08-23 23:00:00,38.4,315,378
5615,2018-08-24 00:00:00,30.4,315,378
5616,2018-08-24 01:00:00,22.4,315,378
5617,2018-08-24 02:00:00,20.8,315,378
5618,2018-08-24 03:00:00,20.8,315,378
5619,2018-08-24 04:00:00,20.8,315,378
5620,2018-08-24 05:00:00,22.4,315,378
5621,2018-08-24 06:00:00,22.4,315,378
5622,2018-08-24 07:00:00,25.6,315,378
5623,2018-08-24 08:00:00,22.4,315,378
5624,2018-08-24 09:00:00,28.8,315,378
5625,2018-08-24 10:00:00,30.4,315,378
5626,2018-08-24 11:00:00,28.8,315,378
5627,2018-08-24 12:00:00,27.2,315,378
5628,2018-08-24 13:00:00,25.6,315,378
5629,2018-08-24 14:00:00,24.0,315,378
5630,2018-08-24 15:00:00,25.6,315,378
5631,2018-08-24 16:00:00,25.6,315,378
5632,2018-08-24 17:00:00,32.0,315,378
5633,2018-08-24 18:00:00,35.2,315,378
5634,2018-08-24 19:00:00,33.6,315,378
5635,2018-08-24 20:00:00,33.6,315,378
5636,2018-08-24 21:00:00,41.6,315,378
5637,2018-08-24 22:00:00,38.4,315,378
5638,2018-08-24 23:00:00,36.8,315,378
5639,2018-08-25 00:00:00,33.6,315,378
5640,2018-08-25 01:00:00,28.8,315,378
5641,2018-08-25 02:00:00,25.6,315,378
5642,2018-08-25 03:00:00,25.6,315,378
5643,2018-08-25 04:00:00,22.4,315,378
5644,2018-08-25 05:00:00,22.4,315,378
5645,2018-08-25 06:00:00,24.0,315,378
5646,2018-08-25 07:00:00,22.4,315,378
5647,2018-08-25 08:00:00,24.0,315,378
5648,2018-08-25 09:00:00,32.0,315,378
5649,2018-08-25 10:00:00,28.8,315,378
5650,2018-08-25 11:00:00,30.4,315,378
5651,2018-08-25 12:00:00,32.0,315,378
5652,2018-08-25 13:00:00,38.4,315,378
5653,2018-08-25 14:00:00,36.8,315,378
5654,2018-08-25 15:00:00,33.6,315,378
5655,2018-08-25 16:00:00,28.8,315,378
5656,2018-08-25 17:00:00,40.0,315,378
5657,2018-08-25 18:00:00,36.8,315,378
5658,2018-08-25 19:00:00,35.2,315,378
5659,2018-08-25 20:00:00,32.0,315,378
5660,2018-08-25 21:00:00,38.4,315,378
5661,2018-08-25 22:00:00,40.0,315,378
5662,2018-08-25 23:00:00,40.0,315,378
5663,2018-08-26 00:00:00,36.8,315,378
5664,2018-08-26 01:00:00,24.0,315,378
5665,2018-08-26 02:00:00,27.2,315,378
5666,2018-08-26 03:00:00,25.6,315,378
5667,2018-08-26 04:00:00,22.4,315,378
5668,2018-08-26 05:00:00,24.0,315,378
5669,2018-08-26 06:00:00,27.2,315,378
5670,2018-08-26 07:00:00,20.8,315,378
5671,2018-08-26 08:00:00,24.0,315,378
5672,2018-08-26 09:00:00,24.0,315,378
5673,2018-08-26 10:00:00,30.4,315,378
5674,2018-08-26 11:00:00,33.6,315,378
5675,2018-08-26 12:00:00,35.2,315,378
5676,2018-08-26 13:00:00,30.4,315,378
5677,2018-08-26 14:00:00,27.2,315,378
5678,2018-08-26 15:00:00,25.6,315,378
5679,2018-08-26 16:00:00,24.0,315,378
5680,2018-08-26 17:00:00,24.0,315,378
5681,2018-08-26 18:00:00,24.0,315,378
5682,2018-08-26 19:00:00,27.2,315,378
5683,2018-08-26 20:00:00,28.8,315,378
5684,2018-08-26 21:00:00,33.6,315,378
5685,2018-08-26 22:00:00,36.8,315,378
5686,2018-08-26 23:00:00,35.2,315,378
5687,2018-08-27 00:00:00,30.4,315,378
5688,2018-08-27 01:00:00,24.0,315,378
5689,2018-08-27 02:00:00,27.2,315,378
5690,2018-08-27 03:00:00,20.8,315,378
5691,2018-08-27 04:00:00,19.2,315,378
5692,2018-08-27 05:00:00,22.4,315,378
5693,2018-08-27 06:00:00,24.0,315,378
5694,2018-08-27 07:00:00,20.8,315,378
5695,2018-08-27 08:00:00,25.6,315,378
5696,2018-08-27 09:00:00,25.6,315,378
5697,2018-08-27 10:00:00,28.8,315,378
5698,2018-08-27 11:00:00,30.4,315,378
5699,2018-08-27 12:00:00,33.6,315,378
5700,2018-08-27 13:00:00,28.8,315,378
5701,2018-08-27 14:00:00,28.8,315,378
5702,2018-08-27 15:00:00,30.4,315,378
5703,2018-08-27 16:00:00,33.6,315,378
5704,2018-08-27 17:00:00,36.8,315,378
5705,2018-08-27 18:00:00,41.6,315,378
5706,2018-08-27 19:00:00,35.2,315,378
5707,2018-08-27 20:00:00,40.0,315,378
5708,2018-08-27 21:00:00,40.0,315,378
5709,2018-08-27 22:00:00,38.4,315,378
5710,2018-08-27 23:00:00,35.2,315,378
5711,2018-08-28 00:00:00,33.6,315,378
5712,2018-08-28 01:00:00,25.6,315,378
5713,2018-08-28 02:00:00,27.2,315,378
5714,2018-08-28 03:00:00,27.2,315,378
5715,2018-08-28 04:00:00,24.0,315,378
5716,2018-08-28 05:00:00,27.2,315,378
5717,2018-08-28 06:00:00,28.8,315,378
5718,2018-08-28 07:00:00,27.2,315,378
5719,2018-08-28 08:00:00,27.2,315,378
5720,2018-08-28 09:00:00,27.2,315,378
5721,2018-08-28 10:00:00,30.4,315,378
5722,2018-08-28 11:00:00,28.8,315,378
5723,2018-08-28 12:00:00,25.6,315,378
5724,2018-08-28 13:00:00,30.4,315,378
5725,2018-08-28 14:00:00,25.6,315,378
5726,2018-08-28 15:00:00,27.2,315,378
5727,2018-08-28 16:00:00,28.8,315,378
5728,2018-08-28 17:00:00,36.8,315,378
5729,2018-08-28 18:00:00,30.4,315,378
5730,2018-08-28 19:00:00,32.0,315,378
5731,2018-08-28 20:00:00,30.4,315,378
5732,2018-08-28 21:00:00,32.0,315,378
5733,2018-08-28 22:00:00,35.2,315,378
5734,2018-08-28 23:00:00,38.4,315,378
5735,2018-08-29 00:00:00,36.8,315,378
5736,2018-08-29 01:00:00,32.0,315,378
5737,2018-08-29 02:00:00,24.0,315,378
5738,2018-08-29 03:00:00,24.0,315,378
5739,2018-08-29 04:00:00,24.0,315,378
5740,2018-08-29 05:00:00,24.0,315,378
5741,2018-08-29 06:00:00,24.0,315,378
5742,2018-08-29 07:00:00,27.2,315,378
5743,2018-08-29 08:00:00,22.4,315,378
5744,2018-08-29 09:00:00,30.4,315,378
5745,2018-08-29 10:00:00,24.0,315,378
5746,2018-08-29 11:00:00,30.4,315,378
5747,2018-08-29 12:00:00,27.2,315,378
5748,2018-08-29 13:00:00,30.4,315,378
5749,2018-08-29 14:00:00,30.4,315,378
5750,2018-08-29 15:00:00,32.0,315,378
5751,2018-08-29 16:00:00,27.2,315,378
5752,2018-08-29 17:00:00,40.0,315,378
5753,2018-08-29 18:00:00,36.8,315,378
5754,2018-08-29 19:00:00,36.8,315,378
5755,2018-08-29 20:00:00,32.0,315,378
5756,2018-08-29 21:00:00,35.2,315,378
5757,2018-08-29 22:00:00,40.0,315,378
5758,2018-08-29 23:00:00,30.4,315,378
5759,2018-08-30 00:00:00,32.0,315,378
5760,2018-08-30 01:00:00,28.8,315,378
5761,2018-08-30 02:00:00,25.6,315,378
5762,2018-08-30 03:00:00,24.0,315,378
5763,2018-08-30 04:00:00,24.0,315,378
5764,2018-08-30 05:00:00,24.0,315,378
5765,2018-08-30 06:00:00,25.6,315,378
5766,2018-08-30 07:00:00,25.6,315,378
5767,2018-08-30 08:00:00,32.0,315,378
5768,2018-08-30 09:00:00,33.6,315,378
5769,2018-08-30 10:00:00,28.8,315,378
5770,2018-08-30 11:00:00,25.6,315,378
5771,2018-08-30 12:00:00,19.2,315,378
5772,2018-08-30 13:00:00,22.4,315,378
5773,2018-08-30 14:00:00,24.0,315,378
5774,2018-08-30 15:00:00,25.6,315,378
5775,2018-08-30 16:00:00,28.8,315,378
5776,2018-08-30 17:00:00,41.6,315,378
5777,2018-08-30 18:00:00,41.6,315,378
5778,2018-08-30 19:00:00,33.6,315,378
5779,2018-08-30 20:00:00,38.4,315,378
5780,2018-08-30 21:00:00,36.8,315,378
5781,2018-08-30 22:00:00,40.0,315,378
5782,2018-08-30 23:00:00,35.2,315,378
5783,2018-08-31 00:00:00,41.6,315,378
5784,2018-08-31 01:00:00,36.8,315,378
5785,2018-08-31 02:00:00,22.4,315,378
5786,2018-08-31 03:00:00,20.8,315,378
5787,2018-08-31 04:00:00,22.4,315,378
5788,2018-08-31 05:00:00,22.4,315,378
5789,2018-08-31 06:00:00,25.6,315,378
5790,2018-08-31 07:00:00,30.4,315,378
5791,2018-08-31 08:00:00,30.4,315,378
5792,2018-08-31 09:00:00,30.4,315,378
5793,2018-08-31 10:00:00,30.4,315,378
5794,2018-08-31 11:00:00,32.0,315,378
5795,2018-08-31 12:00:00,33.6,315,378
5796,2018-08-31 13:00:00,35.2,315,378
5797,2018-08-31 14:00:00,36.8,315,378
5798,2018-08-31 15:00:00,28.8,315,378
5799,2018-08-31 16:00:00,30.4,315,378
5800,2018-08-31 17:00:00,36.8,315,378
5801,2018-08-31 18:00:00,36.8,315,378
5802,2018-08-31 19:00:00,35.2,315,378
5803,2018-08-31 20:00:00,43.2,315,378
5804,2018-08-31 21:00:00,40.0,315,378
5805,2018-08-31 22:00:00,46.4,315,378
5806,2018-08-31 23:00:00,40.0,315,378
5807,2018-09-01 00:00:00,33.6,315,378
5808,2018-09-01 01:00:00,27.2,315,378
5809,2018-09-01 02:00:00,25.6,315,378
5810,2018-09-01 03:00:00,25.6,315,378
5811,2018-09-01 04:00:00,24.0,315,378
5812,2018-09-01 05:00:00,24.0,315,378
5813,2018-09-01 06:00:00,25.6,315,378
5814,2018-09-01 07:00:00,24.0,315,378
5815,2018-09-01 08:00:00,27.2,315,378
5816,2018-09-01 09:00:00,27.2,315,378
5817,2018-09-01 10:00:00,32.0,315,378
5818,2018-09-01 11:00:00,32.0,315,378
5819,2018-09-01 12:00:00,28.8,315,378
5820,2018-09-01 13:00:00,25.6,315,378
5821,2018-09-01 14:00:00,25.6,315,378
5822,2018-09-01 15:00:00,44.8,315,378
5823,2018-09-01 16:00:00,43.2,315,378
5824,2018-09-01 17:00:00,52.8,315,378
5825,2018-09-01 18:00:00,56.0,315,378
5826,2018-09-01 19:00:00,54.4,315,378
5827,2018-09-01 20:00:00,38.4,315,378
5828,2018-09-01 21:00:00,46.4,315,378
5829,2018-09-01 22:00:00,44.8,315,378
5830,2018-09-01 23:00:00,41.6,315,378
5831,2018-09-02 00:00:00,43.2,315,378
5832,2018-09-02 01:00:00,33.6,315,378
5833,2018-09-02 02:00:00,28.8,315,378
5834,2018-09-02 03:00:00,25.6,315,378
5835,2018-09-02 04:00:00,22.4,315,378
5836,2018-09-02 05:00:00,24.0,315,378
5837,2018-09-02 06:00:00,20.8,315,378
5838,2018-09-02 07:00:00,22.4,315,378
5839,2018-09-02 08:00:00,24.0,315,378
5840,2018-09-02 09:00:00,30.4,315,378
5841,2018-09-02 10:00:00,30.4,315,378
5842,2018-09-02 11:00:00,30.4,315,378
5843,2018-09-02 12:00:00,30.4,315,378
5844,2018-09-02 13:00:00,27.2,315,378
5845,2018-09-02 14:00:00,25.6,315,378
5846,2018-09-02 15:00:00,24.0,315,378
5847,2018-09-02 16:00:00,25.6,315,378
5848,2018-09-02 17:00:00,27.2,315,378
5849,2018-09-02 18:00:00,22.4,315,378
5850,2018-09-02 19:00:00,27.2,315,378
5851,2018-09-02 20:00:00,27.2,315,378
5852,2018-09-02 21:00:00,27.2,315,378
5853,2018-09-02 22:00:00,33.6,315,378
5854,2018-09-02 23:00:00,38.4,315,378
5855,2018-09-03 00:00:00,27.2,315,378
5856,2018-09-03 01:00:00,24.0,315,378
5857,2018-09-03 02:00:00,24.0,315,378
5858,2018-09-03 03:00:00,24.0,315,378
5859,2018-09-03 04:00:00,19.2,315,378
5860,2018-09-03 05:00:00,20.8,315,378
5861,2018-09-03 06:00:00,22.4,315,378
5862,2018-09-03 07:00:00,24.0,315,378
5863,2018-09-03 08:00:00,27.2,315,378
5864,2018-09-03 09:00:00,28.8,315,378
5865,2018-09-03 10:00:00,28.8,315,378
5866,2018-09-03 11:00:00,27.2,315,378
5867,2018-09-03 12:00:00,28.8,315,378
5868,2018-09-03 13:00:00,27.2,315,378
5869,2018-09-03 14:00:00,24.0,315,378
5870,2018-09-03 15:00:00,24.0,315,378
5871,2018-09-03 16:00:00,27.2,315,378
5872,2018-09-03 17:00:00,28.8,315,378
5873,2018-09-03 18:00:00,30.4,315,378
5874,2018-09-03 19:00:00,32.0,315,378
5875,2018-09-03 20:00:00,36.8,315,378
5876,2018-09-03 21:00:00,36.8,315,378
5877,2018-09-03 22:00:00,36.8,315,378
5878,2018-09-03 23:00:00,38.4,315,378
5879,2018-09-04 00:00:00,35.2,315,378
5880,2018-09-04 01:00:00,30.4,315,378
5881,2018-09-04 02:00:00,20.8,315,378
5882,2018-09-04 03:00:00,20.8,315,378
5883,2018-09-04 04:00:00,22.4,315,378
5884,2018-09-04 05:00:00,20.8,315,378
5885,2018-09-04 06:00:00,24.0,315,378
5886,2018-09-04 07:00:00,22.4,315,378
5887,2018-09-04 08:00:00,27.2,315,378
5888,2018-09-04 09:00:00,25.6,315,378
5889,2018-09-04 10:00:00,25.6,315,378
5890,2018-09-04 11:00:00,24.0,315,378
5891,2018-09-04 12:00:00,20.8,315,378
5892,2018-09-04 13:00:00,25.6,315,378
5893,2018-09-04 14:00:00,24.0,315,378
5894,2018-09-04 15:00:00,32.0,315,378
5895,2018-09-04 16:00:00,28.8,315,378
5896,2018-09-04 17:00:00,33.6,315,378
5897,2018-09-04 18:00:00,32.0,315,378
5898,2018-09-04 19:00:00,25.6,315,378
5899,2018-09-04 20:00:00,32.0,315,378
5900,2018-09-04 21:00:00,32.0,315,378
5901,2018-09-04 22:00:00,36.8,315,378
5902,2018-09-04 23:00:00,35.2,315,378
5903,2018-09-05 00:00:00,36.8,315,378
5904,2018-09-05 01:00:00,27.2,315,378
5905,2018-09-05 02:00:00,25.6,315,378
5906,2018-09-05 03:00:00,24.0,315,378
5907,2018-09-05 04:00:00,22.4,315,378
5908,2018-09-05 05:00:00,20.8,315,378
5909,2018-09-05 06:00:00,25.6,315,378
5910,2018-09-05 07:00:00,27.2,315,378
5911,2018-09-05 08:00:00,24.0,315,378
5912,2018-09-05 09:00:00,20.8,315,378
5913,2018-09-05 10:00:00,24.0,315,378
5914,2018-09-05 11:00:00,24.0,315,378
5915,2018-09-05 12:00:00,32.0,315,378
5916,2018-09-05 13:00:00,27.2,315,378
5917,2018-09-05 14:00:00,27.2,315,378
5918,2018-09-05 15:00:00,28.8,315,378
5919,2018-09-05 16:00:00,27.2,315,378
5920,2018-09-05 17:00:00,28.8,315,378
5921,2018-09-05 18:00:00,27.2,315,378
5922,2018-09-05 19:00:00,27.2,315,378
5923,2018-09-05 20:00:00,30.4,315,378
5924,2018-09-05 21:00:00,38.4,315,378
5925,2018-09-05 22:00:00,40.0,315,378
5926,2018-09-05 23:00:00,43.2,315,378
5927,2018-09-06 00:00:00,30.4,315,378
5928,2018-09-06 01:00:00,24.0,315,378
5929,2018-09-06 02:00:00,24.0,315,378
5930,2018-09-06 03:00:00,24.0,315,378
5931,2018-09-06 04:00:00,20.8,315,378
5932,2018-09-06 05:00:00,24.0,315,378
5933,2018-09-06 06:00:00,24.0,315,378
5934,2018-09-06 07:00:00,25.6,315,378
5935,2018-09-06 08:00:00,32.0,315,378
5936,2018-09-06 09:00:00,30.4,315,378
5937,2018-09-06 10:00:00,28.8,315,378
5938,2018-09-06 11:00:00,28.8,315,378
5939,2018-09-06 12:00:00,30.4,315,378
5940,2018-09-06 13:00:00,24.0,315,378
5941,2018-09-06 14:00:00,27.2,315,378
5942,2018-09-06 15:00:00,30.4,315,378
5943,2018-09-06 16:00:00,30.4,315,378
5944,2018-09-06 17:00:00,35.2,315,378
5945,2018-09-06 18:00:00,33.6,315,378
5946,2018-09-06 19:00:00,41.6,315,378
5947,2018-09-06 20:00:00,35.2,315,378
5948,2018-09-06 21:00:00,32.0,315,378
5949,2018-09-06 22:00:00,35.2,315,378
5950,2018-09-06 23:00:00,33.6,315,378
5951,2018-09-07 00:00:00,30.4,315,378
5952,2018-09-07 01:00:00,27.2,315,378
5953,2018-09-07 02:00:00,27.2,315,378
5954,2018-09-07 03:00:00,25.6,315,378
5955,2018-09-07 04:00:00,24.0,315,378
5956,2018-09-07 05:00:00,20.8,315,378
5957,2018-09-07 06:00:00,24.0,315,378
5958,2018-09-07 07:00:00,24.0,315,378
5959,2018-09-07 08:00:00,25.6,315,378
5960,2018-09-07 09:00:00,27.2,315,378
5961,2018-09-07 10:00:00,27.2,315,378
5962,2018-09-07 11:00:00,30.4,315,378
5963,2018-09-07 12:00:00,27.2,315,378
5964,2018-09-07 13:00:00,27.2,315,378
5965,2018-09-07 14:00:00,30.4,315,378
5966,2018-09-07 15:00:00,30.4,315,378
5967,2018-09-07 16:00:00,35.2,315,378
5968,2018-09-07 17:00:00,41.6,315,378
5969,2018-09-07 18:00:00,44.8,315,378
5970,2018-09-07 19:00:00,41.6,315,378
5971,2018-09-07 20:00:00,40.0,315,378
5972,2018-09-07 21:00:00,43.2,315,378
5973,2018-09-07 22:00:00,41.6,315,378
5974,2018-09-07 23:00:00,36.8,315,378
5975,2018-09-08 00:00:00,35.2,315,378
5976,2018-09-08 01:00:00,25.6,315,378
5977,2018-09-08 02:00:00,24.0,315,378
5978,2018-09-08 03:00:00,20.8,315,378
5979,2018-09-08 04:00:00,22.4,315,378
5980,2018-09-08 05:00:00,24.0,315,378
5981,2018-09-08 06:00:00,24.0,315,378
5982,2018-09-08 07:00:00,20.8,315,378
5983,2018-09-08 08:00:00,25.6,315,378
5984,2018-09-08 09:00:00,22.4,315,378
5985,2018-09-08 10:00:00,25.6,315,378
5986,2018-09-08 11:00:00,33.6,315,378
5987,2018-09-08 12:00:00,28.8,315,378
5988,2018-09-08 13:00:00,30.4,315,378
5989,2018-09-08 14:00:00,32.0,315,378
5990,2018-09-08 15:00:00,38.4,315,378
5991,2018-09-08 16:00:00,44.8,315,378
5992,2018-09-08 17:00:00,41.6,315,378
5993,2018-09-08 18:00:00,36.8,315,378
5994,2018-09-08 19:00:00,41.6,315,378
5995,2018-09-08 20:00:00,43.2,315,378
5996,2018-09-08 21:00:00,49.6,315,378
5997,2018-09-08 22:00:00,49.6,315,378
5998,2018-09-08 23:00:00,44.8,315,378
5999,2018-09-09 00:00:00,44.8,315,378
6000,2018-09-09 01:00:00,33.6,315,378
6001,2018-09-09 02:00:00,30.4,315,378
6002,2018-09-09 03:00:00,28.8,315,378
6003,2018-09-09 04:00:00,28.8,315,378
6004,2018-09-09 05:00:00,32.0,315,378
6005,2018-09-09 06:00:00,32.0,315,378
6006,2018-09-09 07:00:00,30.4,315,378
6007,2018-09-09 08:00:00,25.6,315,378
6008,2018-09-09 09:00:00,30.4,315,378
6009,2018-09-09 10:00:00,28.8,315,378
6010,2018-09-09 11:00:00,30.4,315,378
6011,2018-09-09 12:00:00,35.2,315,378
6012,2018-09-09 13:00:00,30.4,315,378
6013,2018-09-09 14:00:00,27.2,315,378
6014,2018-09-09 15:00:00,28.8,315,378
6015,2018-09-09 16:00:00,32.0,315,378
6016,2018-09-09 17:00:00,25.6,315,378
6017,2018-09-09 18:00:00,25.6,315,378
6018,2018-09-09 19:00:00,30.4,315,378
6019,2018-09-09 20:00:00,32.0,315,378
6020,2018-09-09 21:00:00,35.2,315,378
6021,2018-09-09 22:00:00,43.2,315,378
6022,2018-09-09 23:00:00,40.0,315,378
6023,2018-09-10 00:00:00,27.2,315,378
6024,2018-09-10 01:00:00,25.7992247945554,315,378
6025,2018-09-10 02:00:00,26.0461129537595,315,378
6026,2018-09-10 03:00:00,25.7992247945554,315,378
6027,2018-09-10 04:00:00,25.7992247945554,315,378
6028,2018-09-10 05:00:00,27.3875884297979,315,378
6029,2018-09-10 06:00:00,25.7992247945554,315,378
6030,2018-09-10 07:00:00,29.1972601454315,315,378
6031,2018-09-10 08:00:00,28.9772324420397,315,378
6032,2018-09-10 09:00:00,30.7766144986741,315,378
6033,2018-09-10 10:00:00,30.5679570792685,315,378
6034,2018-09-10 11:00:00,26.0461129537595,315,378
6035,2018-09-10 12:00:00,29.1972601454315,315,378
6036,2018-09-10 13:00:00,31.0663805423162,315,378
6037,2018-09-10 14:00:00,30.7766144986741,315,378
6038,2018-09-10 15:00:00,27.3875884297979,315,378
6039,2018-09-10 16:00:00,27.6202824026113,315,378
6040,2018-09-10 17:00:00,35.3451552549992,315,378
6041,2018-09-10 18:00:00,35.3451552549992,315,378
6042,2018-09-10 19:00:00,35.5257652978792,315,378
6043,2018-09-10 20:00:00,38.698837191833,315,378
6044,2018-09-10 21:00:00,38.9296801939086,315,378
6045,2018-09-10 22:00:00,35.5257652978792,315,378
6046,2018-09-10 23:00:00,34.5392530318766,315,378
6047,2018-09-11 00:00:00,30.5679570792685,315,378
6048,2018-09-11 01:00:00,25.7992247945554,315,378
6049,2018-09-11 02:00:00,22.6274169979695,315,378
6050,2018-09-11 03:00:00,25.7992247945554,315,378
6051,2018-09-11 04:00:00,25.6499512670102,315,378
6052,2018-09-11 05:00:00,28.9772324420397,315,378
6053,2018-09-11 06:00:00,25.7992247945554,315,378
6054,2018-09-11 07:00:00,30.7766144986741,315,378
6055,2018-09-11 08:00:00,32.1596019875868,315,378
6056,2018-09-11 09:00:00,30.7766144986741,315,378
6057,2018-09-11 10:00:00,27.3875884297979,315,378
6058,2018-09-11 11:00:00,27.9427987145168,315,378
6059,2018-09-11 12:00:00,30.7766144986741,315,378
6060,2018-09-11 13:00:00,29.1972601454315,315,378
6061,2018-09-11 14:00:00,27.6202824026113,315,378
6062,2018-09-11 15:00:00,27.6202824026113,315,378
6063,2018-09-11 16:00:00,29.1972601454315,315,378
6064,2018-09-11 17:00:00,35.5257652978792,315,378
6065,2018-09-11 18:00:00,31.4350123270216,315,378
6066,2018-09-11 19:00:00,32.3579974658507,315,378
6067,2018-09-11 20:00:00,35.5257652978792,315,378
6068,2018-09-11 21:00:00,37.1117232151782,315,378
6069,2018-09-11 22:00:00,38.698837191833,315,378
6070,2018-09-11 23:00:00,32.1596019875868,315,378
6071,2018-09-12 00:00:00,33.9411254969543,315,378
6072,2018-09-12 01:00:00,33.7520369755664,315,378
6073,2018-09-12 02:00:00,27.2470181854822,315,378
6074,2018-09-12 03:00:00,28.8444102037119,315,378
6075,2018-09-12 04:00:00,30.5679570792685,315,378
6076,2018-09-12 05:00:00,28.9772324420397,315,378
6077,2018-09-12 06:00:00,28.8444102037119,315,378
6078,2018-09-12 07:00:00,30.7766144986741,315,378
6079,2018-09-12 08:00:00,27.2470181854822,315,378
6080,2018-09-12 09:00:00,30.7766144986741,315,378
6081,2018-09-12 10:00:00,24.2123935206745,315,378
6082,2018-09-12 11:00:00,27.3875884297979,315,378
6083,2018-09-12 12:00:00,32.3579974658507,315,378
6084,2018-09-12 13:00:00,32.1596019875868,315,378
6085,2018-09-12 14:00:00,32.3579974658507,315,378
6086,2018-09-12 15:00:00,27.3875884297979,315,378
6087,2018-09-12 16:00:00,25.7992247945554,315,378
6088,2018-09-12 17:00:00,38.698837191833,315,378
6089,2018-09-12 18:00:00,35.3451552549992,315,378
6090,2018-09-12 19:00:00,30.4420761447047,315,378
6091,2018-09-12 20:00:00,35.5257652978792,315,378
6092,2018-09-12 21:00:00,40.2869705984454,315,378
6093,2018-09-12 22:00:00,41.8760074505677,315,378
6094,2018-09-12 23:00:00,33.9411254969543,315,378
6095,2018-09-13 00:00:00,30.5679570792685,315,378
6096,2018-09-13 01:00:00,25.7992247945554,315,378
6097,2018-09-13 02:00:00,24.2123935206745,315,378
6098,2018-09-13 03:00:00,24.2123935206745,315,378
6099,2018-09-13 04:00:00,22.6274169979695,315,378
6100,2018-09-13 05:00:00,24.2123935206745,315,378
6101,2018-09-13 06:00:00,25.6499512670102,315,378
6102,2018-09-13 07:00:00,27.3875884297979,315,378
6103,2018-09-13 08:00:00,35.3451552549992,315,378
6104,2018-09-13 09:00:00,35.5257652978792,315,378
6105,2018-09-13 10:00:00,28.9772324420397,315,378
6106,2018-09-13 11:00:00,33.9411254969543,315,378
6107,2018-09-13 12:00:00,33.7520369755664,315,378
6108,2018-09-13 13:00:00,36.9388684179686,315,378
6109,2018-09-13 14:00:00,32.1596019875868,315,378
6110,2018-09-13 15:00:00,29.1972601454315,315,378
6111,2018-09-13 16:00:00,36.9388684179686,315,378
6112,2018-09-13 17:00:00,41.8760074505677,315,378
6113,2018-09-13 18:00:00,37.1117232151782,315,378
6114,2018-09-13 19:00:00,36.9388684179686,315,378
6115,2018-09-13 20:00:00,41.722895393297,315,378
6116,2018-09-13 21:00:00,38.698837191833,315,378
6117,2018-09-13 22:00:00,38.698837191833,315,378
