,Tid (Cet),Tilsynelatende energi (kVAh),Merkeytelse (kVA),Merkeytelse + 20% (kVA)
107,2018-01-05 11:00:00,290.0,800,960
108,2018-01-05 12:00:00,300.0,800,960
109,2018-01-05 13:00:00,300.0,800,960
110,2018-01-05 14:00:00,305.0,800,960
111,2018-01-05 15:00:00,315.0,800,960
112,2018-01-05 16:00:00,320.0,800,960
113,2018-01-05 17:00:00,330.0,800,960
114,2018-01-05 18:00:00,335.0,800,960
115,2018-01-05 19:00:00,340.0,800,960
116,2018-01-05 20:00:00,315.0,800,960
117,2018-01-05 21:00:00,185.0,800,960
118,2018-01-05 22:00:00,175.0,800,960
119,2018-01-05 23:00:00,165.0,800,960
120,2018-01-06 00:00:00,155.0,800,960
121,2018-01-06 01:00:00,145.0,800,960
122,2018-01-06 02:00:00,145.0,800,960
123,2018-01-06 03:00:00,140.0,800,960
124,2018-01-06 04:00:00,130.0,800,960
125,2018-01-06 05:00:00,125.0,800,960
126,2018-01-06 06:00:00,125.0,800,960
127,2018-01-06 07:00:00,155.0,800,960
128,2018-01-06 08:00:00,165.0,800,960
129,2018-01-06 09:00:00,175.0,800,960
130,2018-01-06 10:00:00,255.0,800,960
131,2018-01-06 11:00:00,320.0,800,960
132,2018-01-06 12:00:00,325.0,800,960
133,2018-01-06 13:00:00,325.0,800,960
134,2018-01-06 14:00:00,330.0,800,960
135,2018-01-06 15:00:00,320.0,800,960
136,2018-01-06 16:00:00,325.0,800,960
137,2018-01-06 17:00:00,325.0,800,960
138,2018-01-06 18:00:00,300.0,800,960
139,2018-01-06 19:00:00,235.0,800,960
140,2018-01-06 20:00:00,200.0,800,960
141,2018-01-06 21:00:00,165.0,800,960
142,2018-01-06 22:00:00,170.0,800,960
143,2018-01-06 23:00:00,170.0,800,960
144,2018-01-07 00:00:00,160.0,800,960
145,2018-01-07 01:00:00,155.0,800,960
146,2018-01-07 02:00:00,150.0,800,960
147,2018-01-07 03:00:00,160.0,800,960
148,2018-01-07 04:00:00,150.0,800,960
149,2018-01-07 05:00:00,155.0,800,960
150,2018-01-07 06:00:00,155.0,800,960
151,2018-01-07 07:00:00,160.0,800,960
152,2018-01-07 08:00:00,160.0,800,960
153,2018-01-07 09:00:00,160.0,800,960
154,2018-01-07 10:00:00,170.0,800,960
155,2018-01-07 11:00:00,185.0,800,960
156,2018-01-07 12:00:00,185.0,800,960
157,2018-01-07 13:00:00,180.0,800,960
158,2018-01-07 14:00:00,180.0,800,960
159,2018-01-07 15:00:00,175.0,800,960
160,2018-01-07 16:00:00,170.0,800,960
161,2018-01-07 17:00:00,170.0,800,960
162,2018-01-07 18:00:00,165.0,800,960
163,2018-01-07 19:00:00,160.0,800,960
164,2018-01-07 20:00:00,165.0,800,960
165,2018-01-07 21:00:00,170.0,800,960
166,2018-01-07 22:00:00,160.0,800,960
167,2018-01-07 23:00:00,160.0,800,960
168,2018-01-08 00:00:00,160.0,800,960
169,2018-01-08 01:00:00,150.0,800,960
170,2018-01-08 02:00:00,150.0,800,960
171,2018-01-08 03:00:00,150.0,800,960
172,2018-01-08 04:00:00,150.0,800,960
173,2018-01-08 05:00:00,150.0,800,960
174,2018-01-08 06:00:00,150.0,800,960
175,2018-01-08 07:00:00,180.0,800,960
176,2018-01-08 08:00:00,210.0,800,960
177,2018-01-08 09:00:00,265.0,800,960
178,2018-01-08 10:00:00,290.0,800,960
179,2018-01-08 11:00:00,310.0,800,960
180,2018-01-08 12:00:00,315.0,800,960
181,2018-01-08 13:00:00,315.0,800,960
182,2018-01-08 14:00:00,310.0,800,960
183,2018-01-08 15:00:00,315.0,800,960
184,2018-01-08 16:00:00,320.0,800,960
185,2018-01-08 17:00:00,325.0,800,960
186,2018-01-08 18:00:00,325.0,800,960
187,2018-01-08 19:00:00,330.0,800,960
188,2018-01-08 20:00:00,305.0,800,960
189,2018-01-08 21:00:00,195.0,800,960
190,2018-01-08 22:00:00,170.0,800,960
191,2018-01-08 23:00:00,175.0,800,960
192,2018-01-09 00:00:00,155.0,800,960
193,2018-01-09 01:00:00,155.0,800,960
194,2018-01-09 02:00:00,150.0,800,960
195,2018-01-09 03:00:00,155.0,800,960
196,2018-01-09 04:00:00,150.0,800,960
197,2018-01-09 05:00:00,145.0,800,960
198,2018-01-09 06:00:00,155.0,800,960
199,2018-01-09 07:00:00,180.0,800,960
200,2018-01-09 08:00:00,195.0,800,960
201,2018-01-09 09:00:00,240.0,800,960
202,2018-01-09 10:00:00,280.0,800,960
203,2018-01-09 11:00:00,315.0,800,960
204,2018-01-09 12:00:00,310.0,800,960
205,2018-01-09 13:00:00,305.0,800,960
206,2018-01-09 14:00:00,310.0,800,960
207,2018-01-09 15:00:00,300.0,800,960
208,2018-01-09 16:00:00,305.0,800,960
209,2018-01-09 17:00:00,330.0,800,960
210,2018-01-09 18:00:00,330.0,800,960
211,2018-01-09 19:00:00,325.0,800,960
212,2018-01-09 20:00:00,305.0,800,960
213,2018-01-09 21:00:00,180.0,800,960
214,2018-01-09 22:00:00,160.0,800,960
215,2018-01-09 23:00:00,155.0,800,960
216,2018-01-10 00:00:00,135.0,800,960
217,2018-01-10 01:00:00,130.0,800,960
218,2018-01-10 02:00:00,130.0,800,960
219,2018-01-10 03:00:00,125.0,800,960
220,2018-01-10 04:00:00,120.0,800,960
221,2018-01-10 05:00:00,125.0,800,960
222,2018-01-10 06:00:00,125.0,800,960
223,2018-01-10 07:00:00,150.0,800,960
224,2018-01-10 08:00:00,170.0,800,960
225,2018-01-10 09:00:00,230.0,800,960
226,2018-01-10 10:00:00,245.0,800,960
227,2018-01-10 11:00:00,290.0,800,960
228,2018-01-10 12:00:00,305.0,800,960
229,2018-01-10 13:00:00,300.0,800,960
230,2018-01-10 14:00:00,295.0,800,960
231,2018-01-10 15:00:00,290.0,800,960
232,2018-01-10 16:00:00,295.0,800,960
233,2018-01-10 17:00:00,310.0,800,960
234,2018-01-10 18:00:00,315.0,800,960
235,2018-01-10 19:00:00,310.0,800,960
236,2018-01-10 20:00:00,295.0,800,960
237,2018-01-10 21:00:00,185.0,800,960
238,2018-01-10 22:00:00,170.0,800,960
239,2018-01-10 23:00:00,155.0,800,960
240,2018-01-11 00:00:00,145.0,800,960
241,2018-01-11 01:00:00,145.0,800,960
242,2018-01-11 02:00:00,140.0,800,960
243,2018-01-11 03:00:00,135.0,800,960
244,2018-01-11 04:00:00,135.0,800,960
245,2018-01-11 05:00:00,140.0,800,960
246,2018-01-11 06:00:00,135.0,800,960
247,2018-01-11 07:00:00,160.0,800,960
248,2018-01-11 08:00:00,185.0,800,960
249,2018-01-11 09:00:00,245.0,800,960
250,2018-01-11 10:00:00,255.0,800,960
251,2018-01-11 11:00:00,300.0,800,960
252,2018-01-11 12:00:00,300.0,800,960
253,2018-01-11 13:00:00,310.0,800,960
254,2018-01-11 14:00:00,315.0,800,960
255,2018-01-11 15:00:00,310.0,800,960
256,2018-01-11 16:00:00,300.0,800,960
257,2018-01-11 17:00:00,310.0,800,960
258,2018-01-11 18:00:00,315.0,800,960
259,2018-01-11 19:00:00,320.0,800,960
260,2018-01-11 20:00:00,305.0,800,960
261,2018-01-11 21:00:00,165.0,800,960
262,2018-01-11 22:00:00,155.0,800,960
263,2018-01-11 23:00:00,150.0,800,960
264,2018-01-12 00:00:00,145.0,800,960
265,2018-01-12 01:00:00,145.0,800,960
266,2018-01-12 02:00:00,130.0,800,960
267,2018-01-12 03:00:00,135.0,800,960
268,2018-01-12 04:00:00,140.0,800,960
269,2018-01-12 05:00:00,145.0,800,960
270,2018-01-12 06:00:00,140.0,800,960
271,2018-01-12 07:00:00,165.0,800,960
272,2018-01-12 08:00:00,185.0,800,960
273,2018-01-12 09:00:00,245.0,800,960
274,2018-01-12 10:00:00,255.0,800,960
275,2018-01-12 11:00:00,300.0,800,960
276,2018-01-12 12:00:00,300.0,800,960
277,2018-01-12 13:00:00,305.0,800,960
278,2018-01-12 14:00:00,305.0,800,960
279,2018-01-12 15:00:00,295.0,800,960
280,2018-01-12 16:00:00,305.0,800,960
281,2018-01-12 17:00:00,315.0,800,960
282,2018-01-12 18:00:00,335.0,800,960
283,2018-01-12 19:00:00,325.0,800,960
284,2018-01-12 20:00:00,300.0,800,960
285,2018-01-12 21:00:00,175.0,800,960
286,2018-01-12 22:00:00,160.0,800,960
287,2018-01-12 23:00:00,145.0,800,960
288,2018-01-13 00:00:00,135.0,800,960
289,2018-01-13 01:00:00,145.0,800,960
290,2018-01-13 02:00:00,135.0,800,960
291,2018-01-13 03:00:00,135.0,800,960
292,2018-01-13 04:00:00,135.0,800,960
293,2018-01-13 05:00:00,140.0,800,960
294,2018-01-13 06:00:00,140.0,800,960
295,2018-01-13 07:00:00,150.0,800,960
296,2018-01-13 08:00:00,175.0,800,960
297,2018-01-13 09:00:00,185.0,800,960
298,2018-01-13 10:00:00,245.0,800,960
299,2018-01-13 11:00:00,300.0,800,960
300,2018-01-13 12:00:00,290.0,800,960
301,2018-01-13 13:00:00,290.0,800,960
302,2018-01-13 14:00:00,280.0,800,960
303,2018-01-13 15:00:00,265.0,800,960
304,2018-01-13 16:00:00,270.0,800,960
305,2018-01-13 17:00:00,290.0,800,960
306,2018-01-13 18:00:00,265.0,800,960
307,2018-01-13 19:00:00,200.0,800,960
308,2018-01-13 20:00:00,170.0,800,960
309,2018-01-13 21:00:00,150.0,800,960
310,2018-01-13 22:00:00,150.0,800,960
311,2018-01-13 23:00:00,150.0,800,960
312,2018-01-14 00:00:00,135.0,800,960
313,2018-01-14 01:00:00,130.0,800,960
314,2018-01-14 02:00:00,130.0,800,960
315,2018-01-14 03:00:00,130.0,800,960
316,2018-01-14 04:00:00,120.0,800,960
317,2018-01-14 05:00:00,125.0,800,960
318,2018-01-14 06:00:00,125.0,800,960
319,2018-01-14 07:00:00,120.0,800,960
320,2018-01-14 08:00:00,120.0,800,960
321,2018-01-14 09:00:00,130.0,800,960
322,2018-01-14 10:00:00,135.0,800,960
323,2018-01-14 11:00:00,155.0,800,960
324,2018-01-14 12:00:00,165.0,800,960
325,2018-01-14 13:00:00,155.0,800,960
326,2018-01-14 14:00:00,160.0,800,960
327,2018-01-14 15:00:00,145.0,800,960
328,2018-01-14 16:00:00,140.0,800,960
329,2018-01-14 17:00:00,145.0,800,960
330,2018-01-14 18:00:00,140.0,800,960
331,2018-01-14 19:00:00,140.0,800,960
332,2018-01-14 20:00:00,135.0,800,960
333,2018-01-14 21:00:00,140.0,800,960
334,2018-01-14 22:00:00,135.0,800,960
335,2018-01-14 23:00:00,135.0,800,960
336,2018-01-15 00:00:00,125.0,800,960
337,2018-01-15 01:00:00,125.0,800,960
338,2018-01-15 02:00:00,120.0,800,960
339,2018-01-15 03:00:00,125.0,800,960
340,2018-01-15 04:00:00,125.0,800,960
341,2018-01-15 05:00:00,125.0,800,960
342,2018-01-15 06:00:00,120.0,800,960
343,2018-01-15 07:00:00,155.0,800,960
344,2018-01-15 08:00:00,180.0,800,960
345,2018-01-15 09:00:00,225.0,800,960
346,2018-01-15 10:00:00,255.0,800,960
347,2018-01-15 11:00:00,290.0,800,960
348,2018-01-15 12:00:00,295.0,800,960
349,2018-01-15 13:00:00,295.0,800,960
350,2018-01-15 14:00:00,295.0,800,960
351,2018-01-15 15:00:00,285.0,800,960
352,2018-01-15 16:00:00,290.0,800,960
353,2018-01-15 17:00:00,310.0,800,960
354,2018-01-15 18:00:00,305.0,800,960
355,2018-01-15 19:00:00,305.0,800,960
356,2018-01-15 20:00:00,295.0,800,960
357,2018-01-15 21:00:00,170.0,800,960
358,2018-01-15 22:00:00,150.0,800,960
359,2018-01-15 23:00:00,145.0,800,960
360,2018-01-16 00:00:00,130.0,800,960
361,2018-01-16 01:00:00,125.0,800,960
362,2018-01-16 02:00:00,120.0,800,960
363,2018-01-16 03:00:00,120.0,800,960
364,2018-01-16 04:00:00,125.0,800,960
365,2018-01-16 05:00:00,120.0,800,960
366,2018-01-16 06:00:00,120.0,800,960
367,2018-01-16 07:00:00,145.0,800,960
368,2018-01-16 08:00:00,175.0,800,960
369,2018-01-16 09:00:00,215.0,800,960
370,2018-01-16 10:00:00,260.0,800,960
371,2018-01-16 11:00:00,300.0,800,960
372,2018-01-16 12:00:00,305.0,800,960
373,2018-01-16 13:00:00,295.0,800,960
374,2018-01-16 14:00:00,275.0,800,960
375,2018-01-16 15:00:00,280.0,800,960
376,2018-01-16 16:00:00,265.0,800,960
377,2018-01-16 17:00:00,285.0,800,960
378,2018-01-16 18:00:00,290.0,800,960
379,2018-01-16 19:00:00,300.0,800,960
380,2018-01-16 20:00:00,310.0,800,960
381,2018-01-16 21:00:00,195.0,800,960
382,2018-01-16 22:00:00,160.0,800,960
383,2018-01-16 23:00:00,150.0,800,960
384,2018-01-17 00:00:00,130.0,800,960
385,2018-01-17 01:00:00,120.0,800,960
386,2018-01-17 02:00:00,120.0,800,960
387,2018-01-17 03:00:00,125.0,800,960
388,2018-01-17 04:00:00,115.0,800,960
389,2018-01-17 05:00:00,120.0,800,960
390,2018-01-17 06:00:00,125.0,800,960
391,2018-01-17 07:00:00,145.0,800,960
392,2018-01-17 08:00:00,175.0,800,960
393,2018-01-17 09:00:00,230.0,800,960
394,2018-01-17 10:00:00,245.0,800,960
395,2018-01-17 11:00:00,285.0,800,960
396,2018-01-17 12:00:00,290.0,800,960
397,2018-01-17 13:00:00,290.0,800,960
398,2018-01-17 14:00:00,280.0,800,960
399,2018-01-17 15:00:00,275.0,800,960
400,2018-01-17 16:00:00,285.0,800,960
401,2018-01-17 17:00:00,305.0,800,960
402,2018-01-17 18:00:00,305.0,800,960
403,2018-01-17 19:00:00,315.0,800,960
404,2018-01-17 20:00:00,295.0,800,960
405,2018-01-17 21:00:00,180.0,800,960
406,2018-01-17 22:00:00,160.0,800,960
407,2018-01-17 23:00:00,155.0,800,960
408,2018-01-18 00:00:00,145.0,800,960
409,2018-01-18 01:00:00,130.0,800,960
410,2018-01-18 02:00:00,135.0,800,960
411,2018-01-18 03:00:00,135.0,800,960
412,2018-01-18 04:00:00,130.0,800,960
413,2018-01-18 05:00:00,135.0,800,960
414,2018-01-18 06:00:00,135.0,800,960
415,2018-01-18 07:00:00,155.0,800,960
416,2018-01-18 08:00:00,185.0,800,960
417,2018-01-18 09:00:00,230.0,800,960
418,2018-01-18 10:00:00,255.0,800,960
419,2018-01-18 11:00:00,305.0,800,960
420,2018-01-18 12:00:00,305.0,800,960
421,2018-01-18 13:00:00,305.0,800,960
422,2018-01-18 14:00:00,295.0,800,960
423,2018-01-18 15:00:00,290.0,800,960
424,2018-01-18 16:00:00,285.0,800,960
425,2018-01-18 17:00:00,295.0,800,960
426,2018-01-18 18:00:00,300.0,800,960
427,2018-01-18 19:00:00,295.0,800,960
428,2018-01-18 20:00:00,300.0,800,960
429,2018-01-18 21:00:00,180.0,800,960
430,2018-01-18 22:00:00,160.0,800,960
431,2018-01-18 23:00:00,160.0,800,960
432,2018-01-19 00:00:00,135.0,800,960
433,2018-01-19 01:00:00,140.0,800,960
434,2018-01-19 02:00:00,130.0,800,960
435,2018-01-19 03:00:00,135.0,800,960
436,2018-01-19 04:00:00,125.0,800,960
437,2018-01-19 05:00:00,130.0,800,960
438,2018-01-19 06:00:00,135.0,800,960
439,2018-01-19 07:00:00,155.0,800,960
440,2018-01-19 08:00:00,185.0,800,960
441,2018-01-19 09:00:00,240.0,800,960
442,2018-01-19 10:00:00,265.0,800,960
443,2018-01-19 11:00:00,320.0,800,960
444,2018-01-19 12:00:00,310.0,800,960
445,2018-01-19 13:00:00,315.0,800,960
446,2018-01-19 14:00:00,300.0,800,960
447,2018-01-19 15:00:00,285.0,800,960
448,2018-01-19 16:00:00,300.0,800,960
449,2018-01-19 17:00:00,315.0,800,960
450,2018-01-19 18:00:00,330.0,800,960
451,2018-01-19 19:00:00,325.0,800,960
452,2018-01-19 20:00:00,320.0,800,960
453,2018-01-19 21:00:00,195.0,800,960
454,2018-01-19 22:00:00,165.0,800,960
455,2018-01-19 23:00:00,160.0,800,960
456,2018-01-20 00:00:00,150.0,800,960
457,2018-01-20 01:00:00,155.0,800,960
458,2018-01-20 02:00:00,135.0,800,960
459,2018-01-20 03:00:00,135.0,800,960
460,2018-01-20 04:00:00,120.0,800,960
461,2018-01-20 05:00:00,120.0,800,960
462,2018-01-20 06:00:00,120.0,800,960
463,2018-01-20 07:00:00,150.0,800,960
464,2018-01-20 08:00:00,165.0,800,960
465,2018-01-20 09:00:00,185.0,800,960
466,2018-01-20 10:00:00,240.0,800,960
467,2018-01-20 11:00:00,300.0,800,960
468,2018-01-20 12:00:00,290.0,800,960
469,2018-01-20 13:00:00,270.0,800,960
470,2018-01-20 14:00:00,270.0,800,960
471,2018-01-20 15:00:00,260.0,800,960
472,2018-01-20 16:00:00,270.0,800,960
473,2018-01-20 17:00:00,280.0,800,960
474,2018-01-20 18:00:00,255.0,800,960
475,2018-01-20 19:00:00,190.0,800,960
476,2018-01-20 20:00:00,165.0,800,960
477,2018-01-20 21:00:00,145.0,800,960
478,2018-01-20 22:00:00,140.0,800,960
479,2018-01-20 23:00:00,140.0,800,960
480,2018-01-21 00:00:00,135.0,800,960
481,2018-01-21 01:00:00,135.0,800,960
482,2018-01-21 02:00:00,130.0,800,960
483,2018-01-21 03:00:00,135.0,800,960
484,2018-01-21 04:00:00,135.0,800,960
485,2018-01-21 05:00:00,130.0,800,960
486,2018-01-21 06:00:00,130.0,800,960
487,2018-01-21 07:00:00,130.0,800,960
488,2018-01-21 08:00:00,125.0,800,960
489,2018-01-21 09:00:00,130.0,800,960
490,2018-01-21 10:00:00,135.0,800,960
491,2018-01-21 11:00:00,170.0,800,960
492,2018-01-21 12:00:00,175.0,800,960
493,2018-01-21 13:00:00,160.0,800,960
494,2018-01-21 14:00:00,155.0,800,960
495,2018-01-21 15:00:00,135.0,800,960
496,2018-01-21 16:00:00,130.0,800,960
497,2018-01-21 17:00:00,130.0,800,960
498,2018-01-21 18:00:00,140.0,800,960
499,2018-01-21 19:00:00,135.0,800,960
500,2018-01-21 20:00:00,135.0,800,960
501,2018-01-21 21:00:00,145.0,800,960
502,2018-01-21 22:00:00,135.0,800,960
503,2018-01-21 23:00:00,145.0,800,960
504,2018-01-22 00:00:00,135.0,800,960
505,2018-01-22 01:00:00,130.0,800,960
506,2018-01-22 02:00:00,130.0,800,960
507,2018-01-22 03:00:00,130.0,800,960
508,2018-01-22 04:00:00,130.0,800,960
509,2018-01-22 05:00:00,125.0,800,960
510,2018-01-22 06:00:00,125.0,800,960
511,2018-01-22 07:00:00,150.0,800,960
512,2018-01-22 08:00:00,175.0,800,960
513,2018-01-22 09:00:00,225.0,800,960
514,2018-01-22 10:00:00,240.0,800,960
515,2018-01-22 11:00:00,290.0,800,960
516,2018-01-22 12:00:00,285.0,800,960
517,2018-01-22 13:00:00,290.0,800,960
518,2018-01-22 14:00:00,275.0,800,960
519,2018-01-22 15:00:00,275.0,800,960
520,2018-01-22 16:00:00,275.0,800,960
521,2018-01-22 17:00:00,285.0,800,960
522,2018-01-22 18:00:00,290.0,800,960
523,2018-01-22 19:00:00,300.0,800,960
524,2018-01-22 20:00:00,285.0,800,960
525,2018-01-22 21:00:00,175.0,800,960
526,2018-01-22 22:00:00,165.0,800,960
527,2018-01-22 23:00:00,140.0,800,960
528,2018-01-23 00:00:00,130.0,800,960
529,2018-01-23 01:00:00,125.0,800,960
530,2018-01-23 02:00:00,125.0,800,960
531,2018-01-23 03:00:00,115.0,800,960
532,2018-01-23 04:00:00,125.0,800,960
533,2018-01-23 05:00:00,120.0,800,960
534,2018-01-23 06:00:00,130.0,800,960
535,2018-01-23 07:00:00,145.0,800,960
536,2018-01-23 08:00:00,165.0,800,960
537,2018-01-23 09:00:00,220.0,800,960
538,2018-01-23 10:00:00,240.0,800,960
539,2018-01-23 11:00:00,300.0,800,960
540,2018-01-23 12:00:00,300.0,800,960
541,2018-01-23 13:00:00,280.0,800,960
542,2018-01-23 14:00:00,285.0,800,960
543,2018-01-23 15:00:00,280.0,800,960
544,2018-01-23 16:00:00,275.0,800,960
545,2018-01-23 17:00:00,280.0,800,960
546,2018-01-23 18:00:00,290.0,800,960
547,2018-01-23 19:00:00,305.0,800,960
548,2018-01-23 20:00:00,300.0,800,960
549,2018-01-23 21:00:00,190.0,800,960
550,2018-01-23 22:00:00,160.0,800,960
551,2018-01-23 23:00:00,145.0,800,960
552,2018-01-24 00:00:00,135.0,800,960
553,2018-01-24 01:00:00,115.0,800,960
554,2018-01-24 02:00:00,115.0,800,960
555,2018-01-24 03:00:00,110.0,800,960
556,2018-01-24 04:00:00,120.0,800,960
557,2018-01-24 05:00:00,110.0,800,960
558,2018-01-24 06:00:00,115.0,800,960
559,2018-01-24 07:00:00,145.0,800,960
560,2018-01-24 08:00:00,175.0,800,960
561,2018-01-24 09:00:00,210.0,800,960
562,2018-01-24 10:00:00,225.0,800,960
563,2018-01-24 11:00:00,280.0,800,960
564,2018-01-24 12:00:00,280.0,800,960
565,2018-01-24 13:00:00,250.0,800,960
566,2018-01-24 14:00:00,255.0,800,960
567,2018-01-24 15:00:00,250.0,800,960
568,2018-01-24 16:00:00,260.0,800,960
569,2018-01-24 17:00:00,265.0,800,960
570,2018-01-24 18:00:00,270.0,800,960
571,2018-01-24 19:00:00,285.0,800,960
572,2018-01-24 20:00:00,285.0,800,960
573,2018-01-24 21:00:00,175.0,800,960
574,2018-01-24 22:00:00,150.0,800,960
575,2018-01-24 23:00:00,140.0,800,960
576,2018-01-25 00:00:00,120.0,800,960
577,2018-01-25 01:00:00,120.0,800,960
578,2018-01-25 02:00:00,120.0,800,960
579,2018-01-25 03:00:00,110.0,800,960
580,2018-01-25 04:00:00,115.0,800,960
581,2018-01-25 05:00:00,115.0,800,960
582,2018-01-25 06:00:00,115.0,800,960
583,2018-01-25 07:00:00,145.0,800,960
584,2018-01-25 08:00:00,165.0,800,960
585,2018-01-25 09:00:00,210.0,800,960
586,2018-01-25 10:00:00,250.0,800,960
587,2018-01-25 11:00:00,290.0,800,960
588,2018-01-25 12:00:00,285.0,800,960
589,2018-01-25 13:00:00,265.0,800,960
590,2018-01-25 14:00:00,265.0,800,960
591,2018-01-25 15:00:00,260.0,800,960
592,2018-01-25 16:00:00,260.0,800,960
593,2018-01-25 17:00:00,265.0,800,960
594,2018-01-25 18:00:00,280.0,800,960
595,2018-01-25 19:00:00,290.0,800,960
596,2018-01-25 20:00:00,275.0,800,960
597,2018-01-25 21:00:00,165.0,800,960
598,2018-01-25 22:00:00,145.0,800,960
599,2018-01-25 23:00:00,140.0,800,960
600,2018-01-26 00:00:00,125.0,800,960
601,2018-01-26 01:00:00,125.0,800,960
602,2018-01-26 02:00:00,125.0,800,960
