,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT
09-03-19,14 - 15,"39,37","38,00","38,00","38,00","38,00","38,00","-0,08","-0,08","43,23","43,23","43,23","43,23","43,23","43,23","38,00","38,00","38,00"
09-03-19,15 - 16,"39,30","37,84","37,84","37,84","37,84","37,84","-0,82","-0,82","43,19","43,19","43,19","43,19","43,19","43,19","37,84","37,84","37,84"
09-03-19,16 - 17,"39,99","38,45","38,45","38,45","38,45","38,45","0,08","0,08","43,34","43,34","43,34","43,34","43,34","43,34","38,45","38,45","38,45"
09-03-19,17 - 18,"41,60","39,59","39,59","39,59","39,59","39,59","10,96","11,96","43,72","43,72","43,72","43,72","43,72","43,72","39,59","39,59","39,59"
09-03-19,18 - 19,"42,59","40,79","40,79","40,79","40,79","40,79","22,80","33,90","44,12","44,12","44,12","44,12","44,12","44,12","40,79","40,79","40,79"
09-03-19,19 - 20,"42,28","39,61","39,61","39,61","39,61","39,61","25,08","25,08","44,93","44,93","44,93","44,23","44,23","44,23","39,61","39,61","39,61"
09-03-19,20 - 21,"40,50","38,27","38,27","38,27","38,27","38,27","21,62","21,62","44,07","44,07","44,07","44,04","44,04","44,04","38,27","38,27","38,27"
09-03-19,21 - 22,"40,49","37,25","37,25","37,25","37,25","37,25","11,96","11,96","44,47","44,47","44,47","43,79","43,79","43,79","37,25","37,25","37,25"
09-03-19,22 - 23,"40,41","36,40","36,40","36,40","36,40","36,40","13,37","13,37","44,33","44,33","44,33","43,64","43,64","43,64","36,40","36,40","36,40"
09-03-19,23 - 00,"39,98","35,23","35,23","35,23","35,23","35,23","0,72","0,72","44,27","44,27","44,27","43,55","43,55","43,55","35,23","35,23","26,90"
10-03-19,00 - 01,"39,98","35,71","35,71","35,71","35,71","35,71","-4,97","-4,97","43,86","43,86","43,86","42,97","42,97","42,97","35,71","35,71","28,89"
10-03-19,01 - 02,"39,71","33,92","33,92","33,92","33,92","33,92","-11,15","-11,15","43,79","43,79","43,79","42,83","42,83","42,83","33,92","33,92","27,10"
10-03-19,02 - 03,"39,54","33,14","33,14","33,14","33,14","33,14","-12,55","-12,55","43,73","43,73","43,73","42,80","42,80","42,80","33,14","33,14","16,46"
10-03-19,03 - 04,"39,85","34,08","34,08","34,08","34,08","34,08","-2,89","-2,89","43,73","43,73","43,73","42,79","42,79","42,79","34,08","34,08","32,01"
10-03-19,04 - 05,"39,95","35,72","35,72","35,72","35,72","35,72","-2,60","-2,60","43,79","43,79","43,79","42,84","42,84","42,84","35,72","35,72","32,09"
10-03-19,05 - 06,"40,10","37,24","37,24","37,24","37,24","37,24","0,07","0,07","43,50","43,50","43,50","42,96","42,96","42,96","37,24","37,24","37,24"
10-03-19,06 - 07,"40,36","37,00","37,00","37,00","37,00","37,00","13,78","13,78","43,27","43,27","43,27","43,23","43,23","43,23","37,00","37,00","37,00"
10-03-19,07 - 08,"40,95","38,96","38,96","38,96","38,96","38,96","38,96","38,96","43,04","43,04","43,04","43,04","43,04","43,04","38,96","38,96","38,96"
10-03-19,08 - 09,"41,37","38,35","38,35","38,35","38,35","38,35","38,35","38,35","43,18","43,18","43,18","43,18","43,18","43,18","38,35","38,35","38,35"
10-03-19,09 - 10,"42,08","39,09","39,09","39,09","39,09","39,09","39,09","39,09","43,70","43,70","43,70","43,70","43,70","43,70","39,09","39,09","39,09"
10-03-19,10 - 11,"42,08","39,90","39,90","39,90","39,90","39,90","39,90","39,90","43,58","43,58","43,58","43,58","43,58","43,58","39,90","39,90","39,90"
10-03-19,11 - 12,"42,22","40,17","40,17","40,17","40,17","40,17","40,17","40,17","43,65","43,65","43,65","43,65","43,65","43,65","40,17","40,17","40,17"
10-03-19,12 - 13,"42,02","38,76","38,76","38,76","38,76","38,76","38,76","38,76","43,53","43,53","43,53","43,53","43,53","43,53","38,76","38,76","38,76"
10-03-19,13 - 14,"41,65","39,75","39,75","39,75","39,75","39,75","39,75","39,75","43,04","43,04","43,04","43,04","43,04","43,04","39,75","39,75","39,75"
10-03-19,14 - 15,"41,61","39,91","39,91","39,91","39,91","39,91","39,91","39,91","42,96","42,96","42,96","42,96","42,96","42,96","39,91","39,91","39,91"
10-03-19,15 - 16,"41,49","39,27","39,27","39,27","39,27","39,27","39,27","39,27","42,88","42,88","42,88","42,88","42,88","42,88","39,27","39,27","39,27"
10-03-19,16 - 17,"42,13","41,34","41,34","41,34","41,34","41,34","41,34","41,34","42,99","42,99","42,99","42,99","42,99","42,99","41,34","41,34","41,34"
10-03-19,17 - 18,"43,38","43,51","43,51","43,51","43,51","43,51","43,51","43,51","43,51","43,51","43,51","43,51","43,51","43,51","43,51","43,51","43,51"
10-03-19,18 - 19,"44,43","44,36","44,36","44,36","44,36","44,36","44,36","44,36","44,36","44,36","44,36","44,36","44,36","44,36","44,36","44,36","44,36"
10-03-19,19 - 20,"44,15","44,08","44,08","44,08","44,08","44,08","44,08","44,08","44,08","44,08","44,08","44,08","44,08","44,08","44,08","44,08","44,08"
10-03-19,20 - 21,"43,27","42,89","42,89","42,89","42,89","42,89","42,89","42,89","43,27","43,27","43,27","43,65","43,65","43,65","42,89","42,89","42,89"
10-03-19,21 - 22,"42,68","41,57","41,57","41,57","41,57","41,57","41,57","41,57","43,36","43,36","43,36","43,56","43,56","43,56","41,57","41,57","41,57"
10-03-19,22 - 23,"42,45","41,24","41,24","41,24","41,24","41,24","41,24","41,24","43,17","43,17","43,17","43,45","43,45","43,45","41,24","41,24","41,24"
10-03-19,23 - 00,"41,30","38,11","38,11","38,11","38,11","38,11","38,11","38,11","42,73","42,73","42,73","42,97","42,97","42,97","38,11","38,11","38,11"
11-03-19,00 - 01,"42,05","40,78","40,78","40,78","40,78","40,78","40,78","40,78","42,81","42,81","42,81","42,81","42,81","42,81","40,78","40,78","40,78"
11-03-19,01 - 02,"41,33","39,35","39,35","39,35","39,35","39,35","39,35","39,35","42,57","42,57","42,57","42,58","42,58","42,58","39,35","39,35","39,35"
11-03-19,02 - 03,"41,51","39,52","39,52","39,52","39,52","39,52","39,52","39,52","42,75","42,75","42,75","42,75","42,75","42,75","39,52","38,72","38,72"
11-03-19,03 - 04,"41,51","40,32","40,32","40,32","40,32","40,32","40,32","40,32","42,48","42,48","42,48","42,48","42,48","42,48","40,32","39,44","39,44"
11-03-19,04 - 05,"42,24","42,16","42,16","42,16","42,16","42,16","42,16","42,16","42,31","42,31","42,31","42,51","42,51","42,51","42,16","42,16","42,16"
11-03-19,05 - 06,"43,91","43,96","43,96","43,96","43,96","43,96","43,96","43,96","43,96","43,96","43,96","43,96","43,96","43,96","43,96","43,96","43,96"
11-03-19,06 - 07,"45,63","45,63","45,63","45,63","45,63","45,63","45,63","45,63","45,63","45,63","45,63","45,63","45,63","45,63","45,63","45,63","45,63"
11-03-19,07 - 08,"47,96","47,96","47,96","47,96","47,96","47,96","47,96","47,96","47,96","47,96","47,96","47,96","47,96","47,96","47,96","47,96","47,96"
11-03-19,08 - 09,"49,11","49,11","49,11","49,11","49,11","49,11","49,11","49,11","49,11","49,11","49,11","49,11","49,11","49,11","49,11","49,11","49,11"
11-03-19,09 - 10,"48,09","48,09","48,09","48,09","48,09","48,09","48,09","48,09","48,09","48,09","48,09","48,09","48,09","48,09","48,09","48,09","48,09"
11-03-19,10 - 11,"47,05","47,05","47,05","47,05","47,05","47,05","47,05","47,05","47,05","47,05","47,05","47,05","47,05","47,05","47,05","47,05","47,05"
11-03-19,11 - 12,"46,30","46,30","46,30","46,30","46,30","46,30","46,30","46,30","46,30","46,30","46,30","46,30","46,30","46,30","46,30","46,30","46,30"
11-03-19,12 - 13,"45,70","45,70","45,70","45,70","45,70","45,70","45,70","45,70","45,70","45,70","45,70","45,70","45,70","45,70","45,70","45,70","45,70"
11-03-19,13 - 14,"45,38","45,43","45,43","45,43","45,43","45,43","45,43","45,43","45,43","45,43","45,43","45,43","45,43","45,43","45,43","45,43","45,43"
11-03-19,14 - 15,"45,01","45,05","45,05","45,05","45,05","45,05","45,05","45,05","45,05","45,05","45,05","45,05","45,05","45,05","45,05","45,05","45,05"
11-03-19,15 - 16,"44,80","44,87","44,87","44,87","44,87","44,87","44,87","44,87","44,87","44,87","44,87","44,87","44,87","44,87","44,87","44,87","44,87"
11-03-19,16 - 17,"44,98","45,00","45,00","45,00","45,00","45,00","44,07","45,00","45,00","45,00","45,00","45,00","45,00","45,00","45,00","45,00","45,00"
11-03-19,17 - 18,"46,49","46,56","46,56","46,56","46,56","46,56","46,28","46,56","46,56","46,56","46,56","46,56","46,56","46,56","46,56","46,56","46,56"
11-03-19,18 - 19,"49,03","49,08","49,08","49,08","49,08","49,08","50,29","50,02","49,08","49,08","49,08","49,08","49,08","49,08","49,08","49,08","49,08"
11-03-19,19 - 20,"48,85","48,94","48,94","48,94","48,94","48,94","48,94","48,94","48,94","48,94","48,94","48,94","48,94","48,94","48,94","48,94","48,94"
11-03-19,20 - 21,"47,69","47,73","47,73","47,73","47,73","47,73","47,73","47,73","47,73","47,73","47,73","47,73","47,73","47,73","47,73","47,73","47,73"
11-03-19,21 - 22,"46,38","46,38","46,38","46,38","46,38","46,38","46,38","46,38","46,38","46,38","46,38","46,38","46,38","46,38","46,38","46,38","46,38"
11-03-19,22 - 23,"46,08","46,08","46,08","46,08","46,08","46,08","46,08","46,08","46,08","46,08","46,08","46,08","46,08","46,08","46,08","46,08","46,08"
11-03-19,23 - 00,"44,01","44,01","44,01","44,01","44,01","44,01","44,01","44,01","44,01","44,01","44,01","44,01","44,01","44,01","44,01","44,01","44,01"
12-03-19,00 - 01,"42,78","42,69","42,69","42,69","42,69","42,69","40,98","42,69","42,82","42,82","42,82","42,82","42,82","42,82","42,69","42,69","42,69"
12-03-19,01 - 02,"42,28","42,23","42,23","42,23","42,23","42,23","42,23","42,23","42,23","42,23","42,23","42,35","42,35","42,35","42,23","42,23","42,23"
12-03-19,02 - 03,"42,20","42,16","42,16","42,16","42,16","42,16","42,16","42,16","42,16","42,16","42,16","42,25","42,25","42,25","42,16","42,16","42,16"
12-03-19,03 - 04,"42,03","41,99","41,99","41,99","41,99","41,99","41,99","41,99","41,99","41,99","41,99","42,15","42,15","42,15","41,99","41,99","41,99"
12-03-19,04 - 05,"42,81","42,81","42,81","42,81","42,81","42,81","42,81","42,81","42,81","42,81","42,81","42,81","42,81","42,81","42,81","42,81","42,81"
12-03-19,05 - 06,"44,20","44,19","44,19","44,19","44,19","44,19","44,19","44,19","44,19","44,19","44,19","44,19","44,19","44,19","44,19","44,19","44,19"
12-03-19,06 - 07,"46,85","46,83","46,83","46,83","46,83","46,83","46,83","46,83","46,83","46,83","46,83","46,83","46,83","46,83","46,83","46,83","46,83"
12-03-19,07 - 08,"52,10","52,05","52,05","52,05","52,05","52,05","52,05","52,05","52,05","52,05","52,05","52,05","52,05","52,05","52,05","52,05","52,05"
12-03-19,08 - 09,"51,85","52,07","52,07","52,07","52,07","52,07","51,37","52,07","52,07","49,73","52,07","52,07","52,07","52,07","52,07","52,07","52,07"
12-03-19,09 - 10,"48,29","49,80","49,80","49,80","49,80","49,80","48,02","49,80","49,80","47,68","49,80","49,80","49,80","49,80","49,80","49,80","49,80"
12-03-19,10 - 11,"47,58","48,66","48,66","48,66","48,66","48,66","46,78","48,66","48,66","47,02","48,66","48,66","48,66","48,66","48,66","48,66","48,66"
12-03-19,11 - 12,"46,81","47,33","47,33","47,33","47,33","47,89","44,05","47,33","47,33","45,80","47,33","47,33","47,33","47,33","47,89","47,89","47,89"
12-03-19,12 - 13,"45,53","46,18","46,18","46,18","46,18","47,74","39,14","46,18","46,18","45,27","46,18","46,18","46,18","46,18","47,74","47,74","47,74"
12-03-19,13 - 14,"44,97","45,28","45,28","45,28","45,28","45,28","35,52","45,28","45,28","45,28","45,28","45,28","45,28","45,28","45,28","45,28","45,28"
12-03-19,14 - 15,"44,59","44,96","44,96","44,96","44,96","44,96","31,06","44,96","44,96","44,96","44,96","44,96","44,96","44,96","44,96","44,96","44,96"
12-03-19,15 - 16,"44,35","44,69","44,69","44,69","44,69","44,69","32,93","44,69","44,69","44,62","44,69","44,69","44,69","44,69","44,69","44,69","44,69"
12-03-19,16 - 17,"44,27","44,55","44,55","44,55","44,55","45,97","35,26","44,55","44,55","44,14","44,55","44,55","44,55","44,55","45,97","45,97","45,97"
12-03-19,17 - 18,"44,79","44,76","44,76","44,76","44,76","52,07","40,06","44,76","44,76","44,76","44,76","44,76","44,76","44,76","52,07","52,07","52,07"
12-03-19,18 - 19,"45,29","45,10","45,10","45,10","45,10","53,27","44,02","45,10","45,10","45,10","45,10","45,10","45,10","45,10","53,27","53,27","53,27"
12-03-19,19 - 20,"44,82","44,93","44,93","44,93","44,93","44,93","41,57","44,93","44,93","44,93","44,93","44,93","44,93","44,93","44,93","44,93","44,93"
12-03-19,20 - 21,"43,42","43,93","43,93","43,93","43,93","43,93","33,01","33,01","43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93"
12-03-19,21 - 22,"43,19","43,57","43,57","43,57","43,57","43,57","26,49","37,00","43,57","43,57","43,57","43,57","43,57","43,57","43,57","43,57","43,57"
12-03-19,22 - 23,"42,21","41,51","41,51","41,51","41,51","41,51","23,87","23,87","42,58","42,58","42,58","42,89","42,89","42,89","41,51","41,51","41,51"
12-03-19,23 - 00,"40,58","37,81","37,81","37,81","37,81","37,81","0,36","0,36","42,01","42,01","42,01","42,68","42,68","42,68","37,81","37,81","37,81"
13-03-19,00 - 01,"39,71","37,05","37,05","37,05","37,05","37,05","10,05","10,05","41,54","41,54","41,54","41,54","41,54","41,54","37,05","37,05","37,05"
13-03-19,01 - 02,"39,13","35,40","35,40","35,40","35,40","35,40","22,54","22,54","40,78","40,78","40,78","40,78","40,78","40,78","35,40","35,40","35,40"
13-03-19,02 - 03,"38,97","35,07","35,07","35,07","35,07","35,07","26,40","26,40","40,58","40,58","40,58","40,58","40,58","40,58","35,07","35,07","35,07"
13-03-19,03 - 04,"39,41","35,42","35,42","35,42","35,42","35,42","34,03","34,03","40,34","40,34","40,34","40,34","40,34","40,34","35,42","35,42","35,42"
13-03-19,04 - 05,"39,81","38,31","38,31","38,31","38,31","38,31","37,01","37,01","40,16","40,16","40,16","40,16","40,16","40,16","38,31","38,31","38,31"
13-03-19,05 - 06,"41,03","40,30","40,30","40,30","40,30","56,04","36,91","40,30","40,45","40,45","40,45","40,45","40,45","40,45","56,04","40,30","40,30"
13-03-19,06 - 07,"42,27","42,13","42,13","42,13","42,13","46,01","38,70","42,13","42,13","42,13","42,13","42,13","42,13","42,13","46,01","42,13","42,13"
13-03-19,07 - 08,"43,80","43,69","43,69","43,69","43,69","47,58","41,87","43,69","43,69","43,69","43,69","43,69","43,69","43,69","47,58","46,12","46,12"
13-03-19,08 - 09,"44,36","44,34","44,34","44,34","44,34","48,62","41,30","44,34","44,34","44,34","44,34","44,34","44,34","44,34","48,62","48,62","48,62"
13-03-19,09 - 10,"44,12","44,18","44,18","44,18","44,18","48,37","39,01","44,18","44,18","44,18","44,18","44,18","44,18","44,18","48,37","48,37","48,37"
13-03-19,10 - 11,"43,71","43,82","43,82","43,82","43,82","47,82","39,26","43,82","43,82","43,82","43,82","43,82","43,82","43,82","47,82","47,82","47,82"
13-03-19,11 - 12,"43,38","43,47","43,47","43,47","43,47","46,05","39,95","43,47","43,47","43,47","43,47","43,47","43,47","43,47","46,05","46,05","46,05"
13-03-19,12 - 13,"43,03","43,16","43,16","43,16","43,16","43,16","41,43","43,16","43,16","43,16","43,16","43,16","43,16","43,16","43,16","43,16","43,16"
13-03-19,13 - 14,"42,95","42,96","42,96","42,96","42,96","42,96","41,95","42,96","42,96","42,96","42,96","42,96","42,96","42,96","42,96","42,96","42,96"
13-03-19,14 - 15,"42,91","42,90","42,90","42,90","42,90","42,90","42,90","42,90","42,90","42,90","42,90","42,90","42,90","42,90","42,90","42,90","42,90"
13-03-19,15 - 16,"42,91","42,90","42,90","42,90","42,90","42,90","42,90","42,90","42,90","42,90","42,90","42,90","42,90","42,90","42,90","42,90","42,90"
13-03-19,16 - 17,"43,15","43,13","43,13","43,13","43,13","43,13","43,13","43,13","43,13","43,13","43,13","43,13","43,13","43,13","43,13","43,13","43,13"
13-03-19,17 - 18,"44,00","43,94","43,94","43,94","43,94","46,33","43,94","43,94","43,94","43,94","43,94","43,94","43,94","43,94","46,33","46,33","46,33"
13-03-19,18 - 19,"44,41","44,35","44,35","44,35","44,35","47,93","44,35","44,35","44,35","44,35","44,35","44,35","44,35","44,35","47,93","47,93","47,93"
13-03-19,19 - 20,"43,92","43,98","43,98","43,98","43,98","43,98","43,98","43,98","43,98","43,98","43,98","43,98","43,98","43,98","43,98","43,98","43,98"
13-03-19,20 - 21,"42,52","42,38","42,38","42,38","42,38","42,38","42,38","42,38","42,76","42,76","42,76","42,44","42,44","42,44","42,38","42,38","42,38"
13-03-19,21 - 22,"41,95","41,27","41,27","41,27","41,27","41,27","41,27","41,27","42,36","42,36","42,36","42,36","42,36","42,36","41,27","41,27","41,27"
13-03-19,22 - 23,"40,89","39,16","39,16","39,16","39,16","39,16","39,16","39,16","41,90","41,90","41,90","42,02","42,02","42,02","39,16","39,16","39,16"
13-03-19,23 - 00,"39,97","37,70","37,70","37,70","37,70","37,70","37,70","37,70","41,30","41,30","41,30","41,75","41,75","41,75","37,70","37,70","37,70"
14-03-19,00 - 01,"39,46","35,18","35,18","35,18","35,18","35,18","24,17","24,17","40,97","40,97","40,97","40,96","40,96","40,96","35,18","35,18","35,18"
14-03-19,01 - 02,"39,01","34,10","34,10","34,10","34,10","34,10","22,25","22,25","40,71","40,71","40,71","40,65","40,65","40,65","34,10","34,10","34,10"
14-03-19,02 - 03,"39,00","34,42","34,42","34,42","34,42","34,42","25,00","25,00","40,64","40,64","40,64","40,54","40,54","40,54","34,42","34,42","34,42"
14-03-19,03 - 04,"39,25","35,03","35,03","35,03","35,03","35,03","35,03","35,03","40,72","40,72","40,72","40,54","40,54","40,54","35,03","35,03","35,03"
14-03-19,04 - 05,"40,08","37,55","37,55","37,55","37,55","37,55","37,55","37,55","40,87","40,87","40,87","40,61","40,61","40,61","37,55","37,55","37,55"
14-03-19,05 - 06,"40,85","41,00","41,00","41,00","41,00","41,00","41,00","41,00","41,00","41,00","41,00","41,00","41,00","41,00","41,00","41,00","41,00"
14-03-19,06 - 07,"41,91","41,89","41,89","41,89","41,89","41,89","41,89","41,89","41,89","41,89","41,89","41,89","41,89","41,89","41,89","41,89","41,89"
14-03-19,07 - 08,"43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93","43,93"
14-03-19,08 - 09,"45,03","45,03","45,03","45,03","45,03","45,03","45,03","45,03","45,03","45,03","45,03","45,03","45,03","45,03","45,03","45,03","45,03"
14-03-19,09 - 10,"44,70","44,70","44,70","44,70","44,70","44,70","44,70","44,70","44,70","44,70","44,70","44,70","44,70","44,70","44,70","44,70","44,70"
14-03-19,10 - 11,"44,25","44,25","44,25","44,25","44,25","44,25","44,25","44,25","44,25","44,25","44,25","44,25","44,25","44,25","44,25","44,25","44,25"
14-03-19,11 - 12,"43,62","43,62","43,62","43,62","43,62","43,62","43,62","43,62","43,62","43,62","43,62","43,62","43,62","43,62","43,62","43,62","43,62"
14-03-19,12 - 13,"43,44","43,44","43,44","43,44","43,44","43,44","43,44","43,44","43,44","43,44","43,44","43,44","43,44","43,44","43,44","43,44","43,44"
14-03-19,13 - 14,"43,06","43,06","43,06","43,06","43,06","43,06","43,06","43,06","43,06","43,06","43,06","43,06","43,06","43,06","43,06","43,06","43,06"
14-03-19,14 - 15,"42,94","42,94","42,94","42,94","42,94","42,94","42,94","42,94","42,94","42,94","42,94","42,94","42,94","42,94","42,94","42,94","42,94"
14-03-19,15 - 16,"42,92","42,92","42,92","42,92","42,92","42,92","42,92","42,92","42,92","42,92","42,92","42,92","42,92","42,92","42,92","42,92","42,92"
14-03-19,16 - 17,"42,94","42,94","42,94","42,94","42,94","42,94","42,94","42,94","42,94","42,94","42,94","42,94","42,94","42,94","42,94","42,94","42,94"
14-03-19,17 - 18,"43,72","43,72","43,72","43,72","43,72","43,72","43,72","43,72","43,72","43,72","43,72","43,72","43,72","43,72","43,72","43,72","43,72"
14-03-19,18 - 19,"44,30","44,30","44,30","44,30","44,30","44,30","44,30","44,30","44,30","44,30","44,30","44,30","44,30","44,30","44,30","44,30","44,30"
14-03-19,19 - 20,"43,65","43,65","43,65","43,65","43,65","43,65","43,65","43,65","43,65","43,65","43,65","43,65","43,65","43,65","43,65","43,65","43,65"
14-03-19,20 - 21,"42,93","42,93","42,93","42,93","42,93","42,93","42,93","42,93","42,93","42,93","42,93","42,93","42,93","42,93","42,93","42,93","42,93"
14-03-19,21 - 22,"42,07","42,07","42,07","42,07","42,07","42,07","42,07","42,07","42,07","42,07","42,07","42,07","42,07","42,07","42,07","42,07","42,07"
14-03-19,22 - 23,"41,36","41,32","41,32","41,32","41,32","41,32","41,32","41,32","41,32","41,32","41,32","41,58","41,58","41,58","41,32","41,32","41,32"
14-03-19,23 - 00,"40,92","40,40","40,40","40,40","40,40","40,40","40,40","40,40","41,15","41,15","41,15","41,30","41,30","41,30","40,40","40,40","40,40"
15-03-19,00 - 01,"41,14","41,06","41,06","41,06","41,06","41,06","41,06","41,06","41,21","41,21","41,21","41,06","41,06","41,06","41,06","41,06","41,06"
15-03-19,01 - 02,"40,63","40,31","40,31","40,31","40,31","40,31","40,31","40,31","40,92","40,92","40,92","40,68","40,68","40,68","40,31","40,31","40,31"
15-03-19,02 - 03,"40,57","40,43","40,43","40,43","40,43","40,43","40,43","40,43","40,74","40,74","40,74","40,60","40,60","40,60","40,43","40,43","40,43"
15-03-19,03 - 04,"40,84","40,89","40,89","40,89","40,89","40,89","40,89","40,89","40,89","40,89","40,89","40,89","40,89","40,89","40,89","40,89","40,89"
15-03-19,04 - 05,"41,21","41,23","41,23","41,23","41,23","41,23","41,23","41,23","41,23","41,23","41,23","41,23","41,23","41,23","41,23","41,23","41,23"
15-03-19,05 - 06,"42,07","42,09","42,09","42,09","42,09","42,09","42,09","42,09","42,09","42,09","42,09","42,09","42,09","42,09","42,09","42,09","42,09"
15-03-19,06 - 07,"43,13","43,12","43,12","43,12","43,12","43,12","43,12","43,12","43,12","43,12","43,12","43,12","43,12","43,12","43,12","43,12","43,12"
15-03-19,07 - 08,"44,97","44,99","44,99","44,99","44,99","44,99","44,99","44,99","44,99","44,99","44,99","44,99","44,99","44,99","44,99","44,99","44,99"
15-03-19,08 - 09,"45,15","45,17","45,17","45,17","45,17","45,17","45,17","45,17","45,17","45,17","45,17","45,17","45,17","45,17","45,17","45,17","45,17"
15-03-19,09 - 10,"44,93","44,95","44,95","44,95","44,95","44,95","44,95","44,95","44,95","44,95","44,95","44,95","44,95","44,95","44,95","44,95","44,95"
15-03-19,10 - 11,"44,63","44,65","44,65","44,65","44,65","44,65","44,65","44,65","44,65","44,65","44,65","44,65","44,65","44,65","44,65","44,65","44,65"
15-03-19,11 - 12,"44,22","44,23","44,23","44,23","44,23","44,23","44,23","44,23","44,23","44,23","44,23","44,23","44,23","44,23","44,23","44,23","44,23"
15-03-19,12 - 13,"43,87","43,88","43,88","43,88","43,88","43,88","43,88","43,88","43,88","43,88","43,88","43,88","43,88","43,88","43,88","43,88","43,88"
15-03-19,13 - 14,"43,49","43,50","43,50","43,50","43,50","43,50","43,50","43,50","43,50","43,50","43,50","43,50","43,50","43,50","43,50","43,50","43,50"
15-03-19,14 - 15,"43,16","43,14","43,14","43,14","43,14","44,24","43,14","43,14","43,14","43,14","43,14","43,14","43,14","43,14","44,24","44,24","44,24"
15-03-19,15 - 16,"43,04","43,02","43,02","43,02","43,02","43,94","43,02","43,02","43,02","43,02","43,02","43,02","43,02","43,02","43,94","43,94","43,94"
15-03-19,16 - 17,"43,16","43,12","43,12","43,12","43,12","43,94","43,12","43,12","43,12","43,12","43,12","43,12","43,12","43,12","43,94","43,94","43,94"
15-03-19,17 - 18,"43,47","43,35","43,35","43,35","43,35","45,90","43,35","43,35","43,35","43,35","43,35","43,35","43,35","43,35","45,90","45,90","45,90"
15-03-19,18 - 19,"43,83","43,71","43,71","43,71","43,71","46,61","43,71","43,71","43,71","43,71","43,71","43,71","43,71","43,71","46,61","46,61","46,61"
15-03-19,19 - 20,"42,83","42,94","42,94","42,94","42,94","42,94","41,35","42,94","42,94","42,94","42,94","42,94","42,94","42,94","42,94","42,94","42,94"
15-03-19,20 - 21,"42,10","42,24","42,24","42,24","42,24","42,24","32,06","32,06","42,24","42,24","42,24","42,24","42,24","42,24","42,24","42,24","42,24"
15-03-19,21 - 22,"41,54","41,53","41,53","41,53","41,53","41,53","17,19","17,19","41,78","41,78","41,78","41,78","41,78","41,78","41,53","41,53","41,53"
15-03-19,22 - 23,"41,03","41,37","41,37","41,37","41,37","41,37","0,07","0,07","41,50","41,50","41,50","41,50","41,50","41,50","41,37","41,37","41,37"
15-03-19,23 - 00,"40,75","40,74","40,74","40,74","40,74","40,74","10,79","10,79","41,20","41,20","41,20","41,20","41,20","41,20","40,74","40,74","40,74"
16-03-19,00 - 01,"40,26","40,88","40,88","40,88","40,88","40,88","-1,00","5,07","41,30","41,30","41,30","41,21","41,21","41,21","40,88","40,88","40,88"
16-03-19,01 - 02,"39,61","40,30","40,30","40,30","40,30","40,30","-2,68","-2,36","41,18","41,18","41,18","41,07","41,07","41,07","40,30","40,30","40,30"
16-03-19,02 - 03,"39,80","40,09","40,09","40,09","40,09","40,09","0,01","0,01","41,22","41,22","41,22","41,02","41,02","41,02","40,09","40,09","40,09"
16-03-19,03 - 04,"39,35","39,99","39,99","39,99","39,99","39,99","-1,96","-1,96","40,73","40,73","40,73","40,73","40,73","40,73","39,99","39,99","39,99"
16-03-19,04 - 05,"40,07","40,66","40,66","40,66","40,66","40,66","2,02","2,02","40,84","40,84","40,84","40,84","40,84","40,84","40,66","40,66","40,66"
16-03-19,05 - 06,"40,13","40,41","40,41","40,41","40,41","40,41","2,33","2,33","40,96","40,96","40,96","40,96","40,96","40,96","40,41","40,41","40,41"
16-03-19,06 - 07,"40,33","40,40","40,40","40,40","40,40","40,40","9,97","9,97","41,37","41,37","41,37","40,84","40,84","40,84","40,40","40,40","40,40"
16-03-19,07 - 08,"40,73","40,81","40,81","40,81","40,81","40,81","21,59","21,59","41,15","41,15","41,15","41,02","41,02","41,02","40,81","40,81","40,81"
16-03-19,08 - 09,"41,01","40,79","40,79","40,79","40,79","40,79","27,93","27,93","41,33","41,33","41,33","41,24","41,24","41,24","40,79","40,79","40,79"
16-03-19,09 - 10,"41,44","41,48","41,48","41,48","41,48","41,48","34,18","34,18","41,70","41,70","41,70","41,48","41,48","41,48","41,48","41,48","41,48"
16-03-19,10 - 11,"41,55","41,80","41,80","41,80","41,80","41,80","34,14","41,80","41,80","41,80","41,80","41,80","41,80","41,80","41,80","41,80","41,80"
16-03-19,11 - 12,"41,44","41,41","41,41","41,41","41,41","41,41","31,91","41,41","41,77","41,77","41,77","41,41","41,41","41,41","41,41","41,41","41,41"
16-03-19,12 - 13,"40,92","40,14","40,14","40,14","40,14","40,14","31,86","40,14","41,33","41,33","41,33","41,05","41,05","41,05","40,14","40,14","40,14"
16-03-19,13 - 14,"40,14","38,57","38,57","38,57","38,57","38,57","34,08","38,57","41,08","41,08","41,08","40,84","40,84","40,84","38,57","38,57","38,57"
16-03-19,14 - 15,"40,01","38,57","38,57","38,57","38,57","38,57","38,57","38,57","40,91","40,91","40,91","40,68","40,68","40,68","38,57","38,57","38,57"
