,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT
29-01-20,04 - 05,"19,97","19,97","19,97","19,97","19,97","19,97","19,97","19,97","19,97","19,97","19,97","19,97","19,97","19,97","28,04","28,04","28,04"
29-01-20,05 - 06,"20,43","20,29","20,29","20,29","20,29","28,54","20,29","20,29","20,29","20,29","20,29","20,29","20,29","20,29","28,54","28,54","28,54"
29-01-20,06 - 07,"21,12","21,01","21,01","21,01","21,01","42,06","21,01","21,01","21,01","21,01","21,01","21,01","21,01","21,01","42,06","42,06","42,06"
29-01-20,07 - 08,"21,79","21,52","21,52","21,52","21,52","45,52","21,52","21,52","21,52","21,52","21,52","21,52","21,52","21,52","45,52","45,52","45,52"
29-01-20,08 - 09,"22,11","21,89","21,89","21,89","21,89","46,81","21,89","21,89","21,89","21,89","21,89","21,89","21,89","21,89","46,81","46,81","46,81"
29-01-20,09 - 10,"21,96","21,75","21,75","21,75","21,75","43,24","21,75","21,75","21,75","21,75","21,75","21,75","21,75","21,75","43,24","43,24","43,24"
29-01-20,10 - 11,"21,92","21,72","21,72","21,72","21,72","40,22","21,72","21,72","21,72","21,72","21,72","21,72","21,72","21,72","42,81","42,81","42,81"
29-01-20,11 - 12,"21,84","21,69","21,69","21,69","21,69","35,65","21,69","21,69","21,69","21,69","21,69","21,69","21,69","21,69","46,72","46,72","46,72"
29-01-20,12 - 13,"21,64","21,49","21,49","21,49","21,49","32,91","21,49","21,49","21,49","21,49","21,49","21,49","21,49","21,49","46,74","46,74","46,74"
29-01-20,13 - 14,"21,56","21,44","21,44","21,44","21,44","33,39","21,44","21,44","21,44","21,44","21,44","21,44","21,44","21,44","46,41","46,41","46,41"
29-01-20,14 - 15,"21,53","21,43","21,43","21,43","21,43","32,38","21,43","21,43","21,43","21,43","21,43","21,43","21,43","21,43","46,35","46,35","46,35"
29-01-20,15 - 16,"21,75","21,48","21,48","21,48","21,48","43,29","21,48","21,48","21,48","21,48","21,48","21,48","21,48","21,48","46,75","46,75","46,75"
29-01-20,16 - 17,"22,13","21,82","21,82","21,82","21,82","54,88","21,82","21,82","21,82","21,82","21,82","21,82","21,82","21,82","54,88","54,88","54,88"
29-01-20,17 - 18,"22,42","22,11","22,11","22,11","22,11","53,50","22,11","22,11","22,11","22,11","22,11","22,11","22,11","22,11","53,50","53,50","53,50"
29-01-20,18 - 19,"22,20","21,86","21,86","21,86","21,86","46,78","21,86","21,86","21,86","21,86","21,86","21,86","21,86","21,86","46,78","46,78","46,78"
29-01-20,19 - 20,"21,73","21,59","21,59","21,59","21,59","26,40","21,59","21,59","21,59","21,59","21,59","21,59","21,59","21,59","29,05","29,05","29,05"
29-01-20,20 - 21,"21,30","21,30","21,30","21,30","21,30","21,30","21,30","21,30","21,30","21,30","21,30","21,30","21,30","21,30","36,78","36,78","36,78"
29-01-20,21 - 22,"21,11","21,11","21,11","21,11","21,11","21,11","21,11","21,11","21,11","21,11","21,11","21,11","21,11","21,11","29,05","29,05","29,05"
29-01-20,22 - 23,"20,61","20,61","20,61","20,61","20,61","20,61","20,61","20,61","20,61","20,61","20,61","20,61","20,61","20,61","21,00","21,00","21,00"
29-01-20,23 - 00,"20,03","20,03","20,03","20,03","20,03","20,03","20,03","20,03","20,03","20,03","20,03","20,03","20,03","20,03","20,03","20,03","20,03"
30-01-20,00 - 01,"19,77","19,77","19,77","19,77","19,77","19,77","19,77","19,77","19,77","19,77","19,77","19,77","19,77","19,77","19,77","19,77","19,77"
30-01-20,01 - 02,"19,66","19,66","19,66","19,66","19,66","19,66","19,66","19,66","19,66","19,66","19,66","19,66","19,66","19,66","19,66","19,66","19,66"
30-01-20,02 - 03,"19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68"
30-01-20,03 - 04,"19,76","19,76","19,76","19,76","19,76","19,76","19,76","19,76","19,76","19,76","19,76","19,76","19,76","19,76","19,76","19,76","19,76"
30-01-20,04 - 05,"19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","28,02","28,02","28,02"
30-01-20,05 - 06,"20,69","20,61","20,61","20,61","20,61","28,56","20,61","20,61","20,61","20,61","20,61","20,61","20,61","20,61","28,56","28,56","28,56"
30-01-20,06 - 07,"21,32","21,18","21,18","21,18","21,18","45,01","21,18","21,18","21,18","21,18","21,18","21,18","21,18","21,18","45,01","45,01","45,01"
30-01-20,07 - 08,"22,21","22,03","22,03","22,03","22,03","46,89","22,03","22,03","21,87","21,87","21,87","22,03","22,03","22,03","46,89","46,89","46,89"
30-01-20,08 - 09,"22,57","22,43","22,43","22,43","22,43","43,28","22,43","22,43","22,00","22,00","22,00","22,43","22,43","22,43","46,74","46,74","46,74"
30-01-20,09 - 10,"22,43","22,33","22,33","22,33","22,33","43,26","22,33","22,33","21,97","21,97","21,97","22,33","22,33","22,33","58,43","58,43","58,43"
30-01-20,10 - 11,"22,59","22,45","22,45","22,45","22,45","43,28","22,45","22,45","21,99","21,99","21,99","22,45","22,45","22,45","46,75","46,75","46,75"
30-01-20,11 - 12,"22,44","22,41","22,41","22,41","22,41","43,25","22,41","22,41","21,88","21,88","21,88","22,41","22,41","22,41","46,76","46,76","46,76"
30-01-20,12 - 13,"22,43","22,39","22,39","22,39","22,39","35,74","22,39","22,39","21,89","21,89","21,89","22,39","22,39","22,39","46,74","46,74","46,74"
30-01-20,13 - 14,"22,22","22,32","22,32","22,32","22,32","32,39","22,32","22,32","21,73","21,73","21,73","22,32","22,32","22,32","46,72","46,72","46,72"
30-01-20,14 - 15,"22,13","22,22","22,22","22,22","22,22","33,71","22,22","22,22","21,69","21,69","21,69","22,22","22,22","22,22","46,73","46,73","46,73"
30-01-20,15 - 16,"22,07","22,33","22,33","22,33","22,33","43,20","22,33","22,33","21,56","21,56","21,56","22,33","22,33","22,33","43,20","43,20","43,20"
30-01-20,16 - 17,"22,26","22,47","22,47","22,47","22,47","46,35","22,47","22,47","21,64","21,64","21,64","22,47","22,47","22,47","58,41","58,41","58,41"
30-01-20,17 - 18,"22,36","22,57","22,57","24,25","24,25","43,30","24,25","24,25","21,62","21,62","21,62","22,57","22,57","22,57","46,75","46,75","46,75"
30-01-20,18 - 19,"21,94","22,16","22,16","22,16","22,16","40,78","22,16","22,16","21,48","21,48","21,48","22,16","22,16","22,16","46,72","46,72","46,72"
30-01-20,19 - 20,"21,36","21,44","21,44","21,44","21,44","21,44","21,34","21,44","21,34","21,34","21,34","21,44","21,44","21,44","29,08","29,08","29,08"
30-01-20,20 - 21,"21,02","21,02","21,02","21,02","21,02","21,02","21,02","21,02","21,02","21,02","21,02","21,02","21,02","21,02","36,77","36,77","36,77"
30-01-20,21 - 22,"20,74","20,74","20,74","20,74","20,74","20,74","20,74","20,74","20,74","20,74","20,74","20,74","20,74","20,74","29,09","29,09","29,09"
30-01-20,22 - 23,"20,27","20,27","20,27","20,27","20,27","20,27","20,27","20,27","20,27","20,27","20,27","20,27","20,27","20,27","21,03","21,03","21,03"
30-01-20,23 - 00,"19,56","19,56","19,56","19,56","19,56","19,56","19,56","19,56","19,56","19,56","19,56","19,56","19,56","19,56","21,03","21,03","21,03"
31-01-20,00 - 01,"16,90","17,47","17,47","17,47","17,47","17,47","-0,04","17,47","17,47","17,47","17,47","17,47","17,47","17,47","17,47","17,47","17,47"
31-01-20,01 - 02,"15,66","15,98","15,98","15,98","15,98","15,98","0,02","15,59","16,94","16,94","16,94","15,98","15,98","15,98","15,98","15,98","15,98"
31-01-20,02 - 03,"15,00","15,62","15,62","15,62","15,62","15,62","-0,02","15,34","16,71","16,71","16,71","15,62","15,62","15,62","15,62","15,62","15,62"
31-01-20,03 - 04,"14,98","15,74","15,74","15,74","15,74","15,74","-0,03","15,39","16,63","16,63","16,63","15,74","15,74","15,74","15,74","15,74","15,74"
31-01-20,04 - 05,"15,98","16,75","16,75","16,75","16,75","16,75","0,01","16,75","16,75","16,75","16,75","16,75","16,75","16,75","27,41","27,41","27,41"
31-01-20,05 - 06,"17,89","17,83","17,83","17,83","17,83","25,09","13,04","17,83","17,83","17,83","17,83","17,83","17,83","17,83","25,09","25,09","25,09"
31-01-20,06 - 07,"19,41","19,22","19,22","19,22","19,22","32,56","19,22","19,22","19,22","19,22","19,22","19,22","19,22","19,22","32,56","32,56","32,56"
31-01-20,07 - 08,"19,94","19,93","19,93","19,93","19,93","42,52","19,74","19,93","19,74","19,74","19,74","19,93","19,93","19,93","42,52","42,52","42,52"
31-01-20,08 - 09,"20,06","20,14","20,14","20,14","20,14","34,41","19,86","20,14","19,86","19,86","19,86","20,14","20,14","20,14","48,22","48,22","48,22"
31-01-20,09 - 10,"19,99","20,00","20,00","20,00","20,00","30,01","19,87","20,00","19,87","19,87","19,87","20,00","20,00","20,00","46,71","46,71","46,71"
31-01-20,10 - 11,"19,98","19,92","19,92","19,92","19,92","31,17","19,91","19,92","19,91","19,91","19,91","19,92","19,92","19,92","39,89","39,89","39,89"
31-01-20,11 - 12,"19,92","19,81","19,81","19,81","19,81","30,03","19,81","19,81","19,81","19,81","19,81","19,81","19,81","19,81","36,70","36,70","36,70"
31-01-20,12 - 13,"19,81","19,68","19,68","19,68","19,68","30,10","19,68","19,68","19,68","19,68","19,68","19,68","19,68","19,68","46,70","46,70","46,70"
31-01-20,13 - 14,"19,73","19,61","19,61","19,61","19,61","27,69","19,61","19,61","19,61","19,61","19,61","19,61","19,61","19,61","37,05","37,05","37,05"
31-01-20,14 - 15,"19,62","19,55","19,55","19,55","19,55","24,23","19,55","19,55","19,55","19,55","19,55","19,55","19,55","19,55","39,55","39,55","39,55"
31-01-20,15 - 16,"19,62","19,55","19,55","19,55","19,55","26,10","19,55","19,55","19,55","19,55","19,55","19,55","19,55","19,55","27,50","27,50","27,50"
31-01-20,16 - 17,"19,91","19,82","19,82","19,82","19,82","30,05","19,82","19,82","19,82","19,82","19,82","19,82","19,82","19,82","46,73","46,73","46,73"
31-01-20,17 - 18,"20,03","19,96","19,96","19,96","19,96","30,09","19,96","19,96","19,96","19,96","19,96","19,96","19,96","19,96","30,09","30,09","30,09"
31-01-20,18 - 19,"19,93","19,82","19,82","19,82","19,82","31,38","19,82","19,82","19,82","19,82","19,82","19,82","19,82","19,82","46,70","46,70","46,70"
31-01-20,19 - 20,"19,62","19,58","19,58","19,58","19,58","21,72","19,58","19,58","19,58","19,58","19,58","19,58","19,58","19,58","24,28","24,28","24,28"
31-01-20,20 - 21,"19,09","19,09","19,09","19,09","19,09","19,09","19,09","19,09","19,09","19,09","19,09","19,09","19,09","19,09","19,09","19,09","19,09"
31-01-20,21 - 22,"18,71","18,71","18,71","18,71","18,71","18,71","18,71","18,71","18,71","18,71","18,71","18,71","18,71","18,71","36,72","36,72","36,72"
31-01-20,22 - 23,"18,30","18,30","18,30","18,30","18,30","18,30","18,30","18,30","18,30","18,30","18,30","18,30","18,30","18,30","21,03","21,03","21,03"
31-01-20,23 - 00,"17,09","17,09","17,09","17,09","17,09","17,09","17,09","17,09","17,09","17,09","17,09","17,09","17,09","17,09","19,06","19,06","19,06"
01-02-20,00 - 01,"15,07","14,87","14,87","14,87","14,87","14,87","0,07","0,09","16,05","16,05","16,05","15,12","15,12","14,87","26,78","26,78","26,78"
01-02-20,01 - 02,"14,50","14,33","14,33","14,33","14,33","14,33","0,02","0,02","16,10","16,10","16,10","15,21","15,21","14,74","22,00","22,00","22,00"
01-02-20,02 - 03,"14,12","14,21","14,21","14,21","14,21","14,21","-0,70","-0,70","16,04","16,04","16,04","15,20","15,20","14,47","14,21","14,21","14,21"
01-02-20,03 - 04,"13,76","13,61","13,61","13,61","13,61","13,61","-1,94","-1,94","16,03","16,03","16,03","15,36","15,36","14,23","13,61","13,61","13,61"
01-02-20,04 - 05,"13,01","12,69","12,69","12,69","12,69","12,69","-1,67","-1,67","15,75","15,75","15,75","15,57","15,57","14,68","12,69","12,69","12,69"
01-02-20,05 - 06,"13,16","12,14","12,14","12,14","12,14","12,14","-2,40","-2,40","16,01","16,01","16,01","15,82","15,82","14,51","18,01","18,01","18,01"
01-02-20,06 - 07,"14,26","10,37","10,37","10,37","10,37","10,37","0,04","0,04","16,08","16,08","16,08","16,07","16,07","14,64","10,37","10,37","10,37"
01-02-20,07 - 08,"14,65","10,36","10,36","10,36","10,36","10,36","8,52","10,04","16,01","16,01","16,01","16,01","16,01","14,57","10,36","10,36","10,36"
01-02-20,08 - 09,"15,31","14,10","14,10","14,10","14,10","14,10","14,10","14,10","16,07","16,07","16,07","16,07","16,07","14,14","27,02","27,02","27,02"
01-02-20,09 - 10,"15,79","14,70","14,70","14,70","14,70","14,70","14,70","14,70","16,29","16,29","16,29","16,29","16,29","14,77","27,02","27,02","27,02"
01-02-20,10 - 11,"15,92","14,74","14,74","14,74","14,74","14,74","14,74","14,74","16,36","16,36","16,36","16,36","16,36","14,91","27,02","27,02","27,02"
01-02-20,11 - 12,"15,73","14,47","14,47","14,47","14,47","14,47","14,47","14,47","16,30","16,30","16,30","16,30","16,30","14,94","26,88","26,88","26,88"
01-02-20,12 - 13,"15,43","14,07","14,07","14,07","14,07","14,07","14,07","14,07","16,18","16,18","16,18","16,18","16,18","14,82","14,07","14,07","14,07"
01-02-20,13 - 14,"15,43","14,45","14,45","14,45","14,45","14,45","14,45","14,45","16,09","16,09","16,09","16,09","16,09","14,80","14,45","14,45","14,45"
01-02-20,14 - 15,"15,11","13,18","13,18","13,18","13,18","13,18","13,18","13,18","16,05","16,05","16,05","16,05","16,05","14,79","13,18","13,18","13,18"
01-02-20,15 - 16,"15,57","14,98","14,98","14,98","14,98","14,98","11,11","14,98","16,08","16,08","16,08","16,08","16,08","14,98","14,98","14,98","14,98"
01-02-20,16 - 17,"16,25","16,30","16,30","16,30","16,30","16,30","13,07","16,30","16,30","16,30","16,30","16,30","16,30","16,30","26,88","26,88","26,88"
01-02-20,17 - 18,"16,79","16,79","16,79","16,79","16,79","16,79","16,79","16,79","16,79","16,79","16,79","16,79","16,79","16,79","26,89","26,89","26,89"
01-02-20,18 - 19,"16,98","16,97","16,97","16,97","16,97","16,97","16,97","16,97","16,97","16,97","16,97","16,97","16,97","16,97","26,89","26,89","26,89"
01-02-20,19 - 20,"16,10","15,99","15,99","15,99","15,99","15,99","15,99","15,99","16,18","16,18","16,18","15,99","15,99","15,99","26,83","26,83","26,83"
01-02-20,20 - 21,"15,01","13,85","13,85","13,85","13,85","13,85","0,42","13,85","16,04","16,04","16,04","15,44","15,44","13,85","13,85","13,85","13,85"
01-02-20,21 - 22,"13,83","13,30","13,30","13,30","13,30","13,30","-0,80","8,00","16,07","16,07","16,07","14,86","14,86","13,66","13,30","13,30","13,30"
01-02-20,22 - 23,"13,81","13,61","13,61","13,61","13,61","13,61","0,00","0,00","16,02","16,02","16,02","13,62","13,62","13,62","13,61","13,61","13,61"
01-02-20,23 - 00,"11,21","13,55","13,55","13,55","13,55","13,55","-11,16","-7,90","15,92","15,92","15,92","13,55","13,55","13,55","13,55","13,55","13,55"
02-02-20,00 - 01,"13,23","12,08","12,08","12,08","12,08","12,08","-4,97","-4,97","15,87","15,87","15,87","13,78","13,78","13,78","14,02","14,02","14,02"
02-02-20,01 - 02,"11,84","11,44","11,44","11,44","11,44","11,44","-9,99","-9,99","15,40","15,40","15,40","13,67","13,67","13,67","11,44","11,44","11,44"
02-02-20,02 - 03,"11,03","10,97","10,97","10,97","10,97","10,97","-11,02","-11,02","15,37","15,37","15,37","13,55","13,55","13,55","10,97","10,97","10,97"
02-02-20,03 - 04,"12,22","9,82","9,82","9,82","9,82","9,82","-11,07","-11,07","16,02","16,02","16,02","13,53","13,53","13,53","9,82","9,82","9,82"
02-02-20,04 - 05,"12,90","7,64","7,64","7,64","7,64","7,64","-5,98","-5,98","16,08","16,08","16,08","13,61","13,61","13,61","7,64","7,64","7,64"
02-02-20,05 - 06,"13,43","11,53","11,53","11,53","11,53","11,53","-5,21","-5,21","16,14","16,14","16,14","14,04","14,04","14,04","11,53","11,53","11,53"
02-02-20,06 - 07,"13,78","10,20","10,20","10,20","10,20","10,20","-4,96","-4,96","16,30","16,30","16,30","14,19","14,19","14,19","10,20","10,20","10,20"
02-02-20,07 - 08,"14,49","10,02","10,02","10,02","10,02","10,02","0,09","0,09","16,24","16,24","16,24","14,21","14,21","14,21","10,02","10,02","10,02"
02-02-20,08 - 09,"15,63","14,86","14,86","14,86","14,86","14,86","13,06","14,86","16,27","16,27","16,27","14,86","14,86","14,86","14,86","14,86","14,86"
02-02-20,09 - 10,"16,81","16,79","16,79","16,79","16,79","16,79","24,50","16,79","16,79","16,79","16,79","16,79","16,79","16,79","16,79","16,79","16,79"
02-02-20,10 - 11,"17,01","17,01","17,01","17,01","17,01","17,01","17,01","17,01","17,01","17,01","17,01","17,01","17,01","17,01","17,01","17,01","17,01"
02-02-20,11 - 12,"17,01","17,01","17,01","17,01","17,01","17,01","17,01","17,01","17,01","17,01","17,01","17,01","17,01","17,01","17,01","17,01","17,01"
02-02-20,12 - 13,"16,96","16,96","16,96","16,96","16,96","16,96","16,96","16,96","16,96","16,96","16,96","16,96","16,96","16,96","16,96","16,96","16,96"
02-02-20,13 - 14,"16,94","16,94","16,94","16,94","16,94","16,94","16,94","16,94","16,94","16,94","16,94","16,94","16,94","16,94","16,94","16,94","16,94"
02-02-20,14 - 15,"16,99","16,99","16,99","16,99","16,99","16,99","16,99","16,99","16,99","16,99","16,99","16,99","16,99","16,99","16,99","16,99","16,99"
02-02-20,15 - 16,"17,42","17,41","17,41","17,41","17,41","17,41","17,41","17,41","17,41","17,41","17,41","17,41","17,41","17,41","17,41","17,41","17,41"
02-02-20,16 - 17,"18,13","18,00","18,00","18,00","18,00","18,00","28,08","28,08","18,00","18,00","18,00","18,00","18,00","18,00","18,00","18,00","18,00"
02-02-20,17 - 18,"19,15","18,91","18,91","18,91","18,91","18,91","38,41","38,41","18,91","18,91","18,91","18,91","18,91","18,91","27,04","27,04","27,04"
02-02-20,18 - 19,"19,17","18,86","18,86","18,86","18,86","18,86","40,05","40,05","18,86","18,86","18,86","18,86","18,86","18,86","27,02","27,02","27,02"
02-02-20,19 - 20,"18,90","18,42","18,42","18,42","18,42","18,42","36,93","36,93","18,42","18,42","18,42","18,42","18,42","18,42","18,42","18,42","18,42"
02-02-20,20 - 21,"17,91","17,83","17,83","17,83","17,83","17,83","27,05","27,05","17,83","17,83","17,83","17,83","17,83","17,83","17,83","17,83","17,83"
02-02-20,21 - 22,"17,74","17,73","17,73","17,73","17,73","17,73","21,99","21,99","17,73","17,73","17,73","17,73","17,73","17,73","17,73","17,73","17,73"
02-02-20,22 - 23,"17,59","17,57","17,57","17,57","17,57","17,57","23,87","23,87","17,57","17,57","17,57","17,57","17,57","17,57","17,57","17,57","17,57"
02-02-20,23 - 00,"16,96","16,96","16,96","16,96","16,96","16,96","17,38","17,38","16,96","16,96","16,96","16,96","16,96","16,96","16,96","16,96","16,96"
03-02-20,00 - 01,"16,37","16,31","16,31","16,31","16,31","16,31","15,92","16,31","16,44","16,44","16,44","16,31","16,31","16,31","16,31","16,31","16,31"
03-02-20,01 - 02,"15,87","15,65","15,65","15,65","15,65","15,65","15,55","15,65","16,06","16,06","16,06","15,65","15,65","15,65","15,65","15,65","15,65"
03-02-20,02 - 03,"15,34","15,35","15,35","15,35","15,35","15,35","14,38","15,35","15,35","15,35","15,35","15,35","15,35","15,35","15,35","15,35","15,35"
03-02-20,03 - 04,"15,27","15,35","15,35","15,35","15,35","15,35","9,32","15,35","15,35","15,35","15,35","15,35","15,35","15,35","15,35","15,35","15,35"
03-02-20,04 - 05,"16,29","16,31","16,31","16,31","16,31","16,31","13,26","16,31","16,31","16,31","16,31","16,31","16,31","16,31","16,31","16,31","16,31"
03-02-20,05 - 06,"17,56","17,58","17,58","17,58","17,58","17,58","14,03","17,58","17,58","17,58","17,58","17,58","17,58","17,58","17,58","17,58","17,58"
03-02-20,06 - 07,"19,65","19,49","19,49","19,49","19,49","34,04","27,06","23,51","19,49","19,49","19,49","19,49","19,49","19,49","40,02","40,02","40,02"
03-02-20,07 - 08,"20,90","20,09","20,09","36,49","36,49","36,49","36,49","36,49","20,09","20,09","20,09","20,09","20,09","20,09","36,49","36,49","36,49"
03-02-20,08 - 09,"21,15","20,41","20,41","39,97","39,97","39,97","39,97","39,97","20,37","20,37","20,37","20,41","20,41","20,41","40,10","40,10","40,10"
03-02-20,09 - 10,"21,19","20,51","20,51","39,26","39,26","39,26","39,26","39,26","20,17","20,17","20,17","20,51","20,51","20,51","39,26","39,26","39,26"
03-02-20,10 - 11,"21,08","20,67","20,67","35,52","35,52","35,52","35,52","35,52","19,97","19,97","19,97","20,67","20,67","20,67","35,52","35,52","35,52"
03-02-20,11 - 12,"20,81","20,80","20,80","32,18","32,18","32,18","32,97","32,97","19,67","19,67","19,67","20,80","20,80","20,80","32,18","32,18","32,18"
03-02-20,12 - 13,"20,55","20,95","20,95","25,99","28,39","25,99","29,08","29,08","19,48","19,48","19,48","20,95","20,95","20,95","29,03","29,03","29,03"
03-02-20,13 - 14,"20,48","21,03","21,03","28,38","28,38","28,38","28,38","28,38","19,39","19,39","19,39","21,03","21,03","21,03","29,03","29,03","29,03"
03-02-20,14 - 15,"20,49","21,08","21,08","28,73","28,73","28,73","28,73","28,73","19,39","19,39","19,39","21,08","21,08","21,08","35,06","35,06","35,06"
03-02-20,15 - 16,"20,66","21,11","21,11","27,62","27,62","27,62","27,62","27,62","19,57","19,57","19,57","21,11","21,11","21,11","35,04","35,04","35,04"
03-02-20,16 - 17,"20,97","21,27","21,27","32,47","32,47","32,47","32,47","32,47","19,75","19,75","19,75","21,27","21,27","21,27","38,63","38,63","38,63"
03-02-20,17 - 18,"21,33","21,30","21,30","37,62","37,62","37,62","37,62","37,62","19,89","19,89","19,89","21,30","21,30","21,30","37,62","37,62","37,62"
03-02-20,18 - 19,"21,12","21,16","21,16","37,08","37,08","37,08","37,08","37,08","19,82","19,82","19,82","21,16","21,16","21,16","37,08","37,08","37,08"
03-02-20,19 - 20,"20,64","21,15","21,15","23,81","23,81","23,81","23,81","23,81","19,70","19,70","19,70","21,15","21,15","21,15","29,05","29,05","29,05"
03-02-20,20 - 21,"19,75","19,95","19,95","19,95","19,95","19,95","19,95","19,95","19,55","19,55","19,55","19,95","19,95","19,95","29,02","29,02","29,02"
03-02-20,21 - 22,"19,27","19,27","19,27","19,27","19,27","19,27","19,27","19,27","19,27","19,27","19,27","19,27","19,27","19,27","19,27","19,27","19,27"
03-02-20,22 - 23,"18,72","18,72","18,72","18,72","18,72","18,72","18,72","18,72","18,72","18,72","18,72","18,72","18,72","18,72","21,41","21,41","21,41"
03-02-20,23 - 00,"17,98","17,98","17,98","17,98","17,98","17,98","17,98","17,98","17,98","17,98","17,98","17,98","17,98","17,98","20,53","20,53","20,53"
04-02-20,00 - 01,"17,69","17,70","17,70","17,70","17,70","17,70","17,70","17,70","17,70","17,70","17,70","17,70","17,70","17,70","17,70","17,70","17,70"
04-02-20,01 - 02,"17,10","17,13","17,13","17,13","17,13","17,13","17,41","17,13","17,13","17,13","17,13","17,13","17,13","17,13","17,13","17,13","17,13"
04-02-20,02 - 03,"16,49","16,51","16,51","16,51","16,51","16,51","16,24","16,51","16,51","16,51","16,51","16,51","16,51","16,51","16,51","16,51","16,51"
04-02-20,03 - 04,"16,04","16,07","16,07","16,07","16,07","16,07","12,96","16,07","16,07","16,07","16,07","16,07","16,07","16,07","16,07","16,07","16,07"
04-02-20,04 - 05,"16,74","16,77","16,77","16,77","16,77","16,77","13,42","16,77","16,77","16,77","16,77","16,77","16,77","16,77","27,00","27,00","27,00"
04-02-20,05 - 06,"18,04","18,04","18,04","18,04","18,04","33,16","15,88","18,04","17,76","17,76","17,76","18,04","18,04","18,04","33,16","33,16","33,16"
04-02-20,06 - 07,"20,59","20,48","20,48","20,48","20,48","49,51","24,88","22,72","19,32","19,32","19,32","20,48","20,48","20,48","49,51","49,51","49,51"
04-02-20,07 - 08,"23,84","23,64","23,64","28,99","28,99","54,62","29,70","29,70","19,78","19,78","19,78","23,64","23,64","23,08","54,62","54,62","54,62"
04-02-20,08 - 09,"27,66","24,56","24,56","34,17","34,17","56,19","34,17","34,17","20,44","20,44","20,44","24,56","24,56","23,48","56,19","56,19","56,19"
04-02-20,09 - 10,"25,39","24,05","24,05","33,48","33,48","56,94","33,48","33,48","20,17","20,17","20,17","24,05","24,05","24,05","56,94","56,94","56,94"
04-02-20,10 - 11,"24,45","23,44","23,44","29,90","29,90","56,21","29,90","29,90","19,95","19,95","19,95","23,44","23,44","23,36","56,21","56,21","56,21"
04-02-20,11 - 12,"22,43","22,48","22,48","29,03","29,03","33,92","29,03","29,03","19,63","19,63","19,63","22,48","22,48","22,48","33,92","33,92","33,92"
04-02-20,12 - 13,"21,76","22,07","22,07","27,07","27,07","31,10","27,07","27,07","19,45","19,45","19,45","22,07","22,07","22,07","31,10","31,10","31,10"
04-02-20,13 - 14,"21,48","21,71","21,71","26,43","26,43","36,07","26,43","26,43","19,37","19,37","19,37","21,71","21,71","21,71","36,07","36,07","36,07"
04-02-20,14 - 15,"21,20","20,98","20,98","27,02","27,02","55,06","27,02","27,02","19,36","19,36","19,36","20,98","20,98","20,98","55,06","55,06","55,06"
04-02-20,15 - 16,"20,84","20,59","20,59","29,05","29,05","42,10","29,05","29,05","19,46","19,46","19,46","20,59","20,59","20,59","42,10","42,10","42,10"
04-02-20,16 - 17,"20,86","20,39","20,39","31,42","31,42","51,13","31,42","31,42","19,70","19,70","19,70","20,39","20,39","20,39","51,13","51,13","51,13"
04-02-20,17 - 18,"20,95","19,97","19,97","39,92","39,92","53,91","39,92","39,92","19,77","19,77","19,77","19,97","19,97","19,97","53,91","53,91","53,91"
04-02-20,18 - 19,"20,64","19,59","19,59","41,30","41,30","49,74","41,30","41,30","19,59","19,59","19,59","19,59","19,59","19,59","49,74","49,74","49,74"
04-02-20,19 - 20,"20,39","19,45","19,45","40,92","40,92","40,92","40,92","40,92","19,45","19,45","19,45","19,45","19,45","19,45","40,92","40,92","40,92"
04-02-20,20 - 21,"19,76","19,33","19,33","27,03","27,03","27,03","32,82","32,82","19,33","19,33","19,33","19,33","19,33","19,33","27,03","27,03","27,03"
04-02-20,21 - 22,"19,22","19,12","19,12","19,12","19,12","19,12","30,13","30,13","19,12","19,12","19,12","19,12","19,12","19,12","19,12","19,12","19,12"
04-02-20,22 - 23,"18,72","18,59","18,59","18,59","18,59","18,59","30,36","30,36","18,59","18,59","18,59","18,59","18,59","18,59","20,08","20,08","20,08"
04-02-20,23 - 00,"17,91","17,86","17,86","17,86","17,86","17,86","26,94","26,94","17,86","17,86","17,86","17,86","17,86","17,86","22,92","22,92","22,92"
05-02-20,00 - 01,"16,27","16,29","16,29","16,29","16,29","16,29","16,29","16,29","16,29","16,29","16,29","16,29","16,29","16,29","16,29","16,29","16,29"
05-02-20,01 - 02,"16,07","16,08","16,08","16,08","16,08","16,08","16,08","16,08","16,08","16,08","16,08","16,08","16,08","16,08","16,08","16,08","16,08"
05-02-20,02 - 03,"16,01","16,03","16,03","16,03","16,03","16,03","16,03","16,03","16,03","16,03","16,03","16,03","16,03","16,03","16,03","16,03","16,03"
05-02-20,03 - 04,"16,09","16,11","16,11","16,11","16,11","16,11","16,11","16,11","16,11","16,11","16,11","16,11","16,11","16,11","16,11","16,11","16,11"
05-02-20,04 - 05,"16,54","16,55","16,55","16,55","16,55","16,55","16,55","16,55","16,55","16,55","16,55","16,55","16,55","16,55","16,55","16,55","16,55"
