,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT
01-01-20,00 - 01,"30,84","28,78","28,78","28,78","28,78","28,78","33,42","33,42","31,82","31,82","31,82","28,78","28,78","28,78","28,78","28,78","28,78"
01-01-20,01 - 02,"30,63","28,45","28,45","28,45","28,45","28,45","31,77","31,77","31,77","31,77","31,77","28,45","28,45","28,45","28,45","28,45","28,45"
01-01-20,02 - 03,"30,38","27,90","27,90","27,90","27,90","27,90","31,57","31,57","31,57","31,57","31,57","27,90","27,90","27,90","27,90","27,90","27,90"
01-01-20,03 - 04,"30,04","27,52","27,52","27,52","27,52","27,52","31,28","31,28","31,28","31,28","31,28","27,52","27,52","27,52","27,52","27,52","27,52"
01-01-20,04 - 05,"29,56","27,54","27,54","27,54","27,54","27,54","30,85","30,85","30,72","30,72","30,72","27,54","27,54","27,54","27,54","27,54","27,54"
01-01-20,05 - 06,"28,10","26,55","26,55","26,55","26,55","26,55","30,14","30,14","30,27","30,27","30,27","26,55","26,55","26,55","26,55","26,55","26,55"
01-01-20,06 - 07,"27,57","25,83","25,83","25,83","25,83","25,83","30,17","30,17","30,17","30,17","30,17","25,83","25,83","25,83","25,83","25,83","25,83"
01-01-20,07 - 08,"27,35","25,07","25,07","25,07","25,07","25,07","30,00","30,00","30,14","30,14","30,14","25,07","25,07","25,07","25,07","25,07","25,07"
01-01-20,08 - 09,"27,99","25,65","25,65","25,65","25,65","25,65","30,63","30,63","30,49","30,49","30,49","25,65","25,65","25,65","25,65","25,65","25,65"
01-01-20,09 - 10,"28,36","26,15","26,15","26,15","26,15","26,15","30,59","30,59","30,59","30,59","30,59","26,15","26,15","26,15","26,15","26,15","26,15"
01-01-20,10 - 11,"28,45","26,77","26,77","26,77","26,77","26,77","30,27","30,27","30,27","30,27","30,27","26,77","26,77","26,77","26,77","26,77","26,77"
01-01-20,11 - 12,"29,02","27,40","27,40","27,40","27,40","27,40","30,34","30,34","30,34","30,34","30,34","27,40","27,40","27,40","27,40","27,40","27,40"
01-01-20,12 - 13,"29,40","28,08","28,08","28,08","28,08","28,08","30,59","30,59","30,59","30,59","30,59","28,08","28,08","28,08","28,08","28,08","28,08"
01-01-20,13 - 14,"29,41","28,69","28,69","28,69","28,69","28,69","30,04","30,04","30,38","30,38","30,38","28,69","28,69","28,69","28,69","28,69","28,69"
01-01-20,14 - 15,"29,92","29,37","29,37","29,37","29,37","29,37","30,60","30,60","30,60","30,60","30,60","29,37","29,37","29,37","29,37","29,37","29,37"
01-01-20,15 - 16,"30,36","29,97","29,97","29,97","29,97","29,97","31,09","31,09","31,09","31,09","31,09","29,97","29,97","29,97","29,97","29,97","29,97"
01-01-20,16 - 17,"30,83","30,46","30,46","30,46","30,46","30,46","31,53","31,53","31,53","31,53","31,53","30,46","30,46","30,46","30,46","30,46","30,46"
01-01-20,17 - 18,"30,91","30,39","30,39","30,39","30,39","30,39","31,78","31,78","31,78","31,78","31,78","30,39","30,39","30,39","30,39","30,39","30,39"
01-01-20,18 - 19,"30,79","30,06","30,06","30,06","30,06","30,06","31,64","31,64","31,64","31,64","31,64","30,06","30,06","30,06","30,06","30,06","30,06"
01-01-20,19 - 20,"30,47","29,38","29,38","29,38","29,38","29,38","31,44","31,44","31,44","31,44","31,44","29,38","29,38","29,38","29,38","29,38","29,38"
01-01-20,20 - 21,"30,02","27,65","27,65","27,65","27,65","27,65","31,35","31,35","31,35","31,35","31,35","27,65","27,65","27,65","27,65","27,65","27,65"
01-01-20,21 - 22,"29,52","27,33","27,33","27,33","27,33","27,33","31,07","31,07","31,07","31,07","31,07","27,33","27,33","27,33","27,33","27,33","27,33"
01-01-20,22 - 23,"28,28","25,88","25,88","25,88","25,88","25,88","30,96","30,96","30,96","30,96","30,96","25,88","25,88","25,88","25,88","25,88","25,88"
01-01-20,23 - 00,"27,79","24,81","24,81","24,81","24,81","24,81","30,61","30,61","30,61","30,61","30,61","24,81","24,81","24,81","24,81","24,81","24,81"
02-01-20,00 - 01,"26,96","12,07","12,07","12,07","12,07","12,07","30,78","30,78","30,78","30,78","30,78","12,07","12,07","12,07","12,07","12,07","12,07"
02-01-20,01 - 02,"27,04","13,13","13,13","13,13","13,13","13,13","30,64","30,64","30,64","30,64","30,64","13,13","13,13","13,13","13,13","13,13","13,13"
02-01-20,02 - 03,"27,03","19,07","19,07","19,07","19,07","19,07","30,43","30,43","30,43","30,43","30,43","19,07","19,07","19,07","19,07","19,07","19,07"
02-01-20,03 - 04,"26,54","21,12","21,12","21,12","21,12","21,12","28,79","28,79","29,84","29,84","29,84","21,12","21,12","21,12","21,12","21,12","21,12"
02-01-20,04 - 05,"27,14","24,29","24,29","24,29","24,29","24,29","28,42","28,42","29,90","29,90","29,90","24,29","24,29","24,29","24,29","24,29","24,29"
02-01-20,05 - 06,"28,20","26,27","26,27","26,27","26,27","26,27","28,75","28,75","30,44","30,44","30,44","26,27","26,27","26,27","26,27","26,27","26,27"
02-01-20,06 - 07,"30,24","27,74","27,74","27,74","27,74","27,74","33,38","34,16","31,68","31,68","31,68","27,74","27,74","27,74","27,74","27,74","27,74"
02-01-20,07 - 08,"30,63","28,39","28,39","28,39","28,39","28,39","31,79","42,07","31,79","31,79","31,79","28,39","28,39","28,39","28,39","28,39","28,39"
02-01-20,08 - 09,"30,92","29,37","29,37","29,37","29,37","29,37","31,83","44,89","31,83","31,83","31,83","29,37","29,37","29,37","29,37","29,37","29,37"
02-01-20,09 - 10,"30,99","29,95","29,95","29,95","29,95","29,95","31,74","45,26","31,74","31,74","31,74","29,95","29,95","29,95","29,95","29,95","29,95"
02-01-20,10 - 11,"30,87","29,91","29,91","29,91","29,91","29,91","31,63","45,57","31,63","31,63","31,63","29,91","29,91","29,91","29,91","29,91","29,91"
02-01-20,11 - 12,"30,75","29,96","29,96","29,96","29,96","29,96","31,32","45,09","31,32","31,32","31,32","29,96","29,96","29,96","29,96","29,96","29,96"
02-01-20,12 - 13,"30,67","29,94","29,94","29,94","29,94","29,94","31,07","45,16","31,07","31,07","31,07","29,94","29,94","29,94","29,94","29,94","29,94"
02-01-20,13 - 14,"30,65","29,94","29,94","29,94","29,94","29,94","31,06","44,90","31,06","31,06","31,06","29,94","29,94","29,94","29,94","29,94","29,94"
02-01-20,14 - 15,"30,76","30,18","30,18","30,18","30,18","30,18","31,07","44,06","31,07","31,07","31,07","30,18","30,18","30,18","30,18","30,18","30,18"
02-01-20,15 - 16,"31,08","30,96","30,96","30,96","30,96","30,96","31,26","44,84","31,26","31,26","31,26","30,96","30,96","30,96","30,96","30,96","30,96"
02-01-20,16 - 17,"31,25","31,20","31,20","31,20","31,20","31,20","31,41","44,40","31,41","31,41","31,41","31,20","31,20","31,20","31,20","31,20","31,20"
02-01-20,17 - 18,"31,18","30,98","30,98","30,98","30,98","30,98","31,40","46,05","31,40","31,40","31,40","30,98","30,98","30,98","30,98","30,98","30,98"
02-01-20,18 - 19,"30,78","30,35","30,35","30,35","30,35","30,35","31,10","46,72","31,10","31,10","31,10","30,35","30,35","30,35","30,35","30,35","30,35"
02-01-20,19 - 20,"30,21","29,27","29,27","29,27","29,27","29,27","30,75","45,26","30,75","30,75","30,75","29,27","29,27","29,27","29,27","29,27","29,27"
02-01-20,20 - 21,"29,47","28,17","28,17","28,17","28,17","28,17","30,47","39,32","30,47","30,47","30,47","28,17","28,17","28,17","28,17","28,17","28,17"
02-01-20,21 - 22,"28,91","28,02","28,02","28,02","28,02","28,02","30,10","30,10","30,10","30,10","30,10","28,02","28,02","28,02","28,02","28,02","28,02"
02-01-20,22 - 23,"28,39","27,69","27,69","27,69","27,69","27,69","29,71","29,71","29,71","29,71","29,71","27,69","27,69","27,69","27,69","27,69","27,69"
02-01-20,23 - 00,"25,90","24,39","24,39","24,39","24,39","24,39","24,99","24,99","28,32","28,32","28,32","24,39","24,39","24,39","24,39","24,39","24,39"
03-01-20,00 - 01,"24,26","18,93","18,93","18,93","18,93","18,93","18,93","18,93","28,35","28,35","28,35","18,93","18,93","18,93","18,93","18,93","18,93"
03-01-20,01 - 02,"23,00","9,98","9,98","9,98","9,98","9,98","9,98","9,98","28,25","28,25","28,25","9,98","9,98","9,98","9,98","9,98","9,98"
03-01-20,02 - 03,"20,04","1,53","1,53","1,53","1,53","1,53","1,53","1,53","28,24","28,24","28,24","1,53","1,53","1,53","1,53","1,53","1,53"
03-01-20,03 - 04,"14,34","0,14","0,14","0,14","0,14","0,14","0,14","0,14","27,72","27,72","27,72","1,04","1,04","1,04","0,14","0,14","0,14"
03-01-20,04 - 05,"17,06","0,85","0,85","0,85","0,85","0,85","0,85","0,85","27,71","27,71","27,71","1,06","1,06","1,06","0,85","0,85","0,85"
03-01-20,05 - 06,"20,96","9,92","9,92","9,92","9,92","9,92","9,92","9,92","28,09","28,09","28,09","9,92","9,92","9,92","9,92","9,92","9,92"
03-01-20,06 - 07,"26,69","24,48","24,48","24,48","24,48","24,48","24,48","24,48","28,78","28,78","28,78","24,48","24,48","24,48","30,01","30,01","30,01"
03-01-20,07 - 08,"27,65","26,68","26,68","26,68","26,68","26,68","26,68","26,68","28,82","28,82","28,82","26,68","26,68","26,68","38,89","38,89","38,89"
03-01-20,08 - 09,"28,81","28,12","28,12","28,12","28,12","28,12","28,81","28,81","29,26","29,26","29,26","28,12","28,12","28,12","28,12","28,12","28,12"
03-01-20,09 - 10,"29,22","28,58","28,58","28,58","28,58","28,58","29,28","29,28","29,66","29,66","29,66","28,58","28,58","28,58","28,58","28,58","28,58"
03-01-20,10 - 11,"29,34","28,16","28,16","28,16","28,16","28,16","28,85","28,85","29,92","29,92","29,92","28,16","28,16","28,16","30,04","30,04","30,04"
03-01-20,11 - 12,"29,81","28,78","28,78","28,78","28,78","28,78","31,80","31,80","30,36","30,36","30,36","28,78","28,78","28,78","30,02","30,02","30,02"
03-01-20,12 - 13,"29,72","28,31","28,31","28,31","28,31","28,31","30,39","37,94","30,39","30,39","30,39","28,31","28,31","28,31","30,03","30,03","30,03"
03-01-20,13 - 14,"29,67","28,44","28,44","28,44","28,44","28,44","30,24","37,90","30,24","30,24","30,24","28,44","28,44","28,44","30,02","30,02","30,02"
03-01-20,14 - 15,"29,80","28,96","28,96","28,96","28,96","28,96","30,19","38,11","30,19","30,19","30,19","28,96","28,96","28,96","28,96","28,96","28,96"
03-01-20,15 - 16,"30,14","29,86","29,86","29,86","29,86","29,86","30,40","37,91","30,40","30,40","30,40","29,86","29,86","29,86","29,86","29,86","29,86"
03-01-20,16 - 17,"30,32","30,15","30,15","30,15","30,15","30,15","30,48","38,44","30,48","30,48","30,48","30,15","30,15","30,15","30,15","30,15","30,15"
03-01-20,17 - 18,"30,26","30,07","30,07","30,07","30,07","30,07","30,44","40,47","30,44","30,44","30,44","30,07","30,07","30,07","30,07","30,07","30,07"
03-01-20,18 - 19,"29,89","29,54","29,54","29,54","29,54","29,54","30,16","41,35","30,16","30,16","30,16","29,54","29,54","29,54","29,54","29,54","29,54"
03-01-20,19 - 20,"29,40","29,11","29,11","29,11","29,11","29,11","29,83","33,37","29,75","29,75","29,75","29,11","29,11","29,11","29,11","29,11","29,11"
03-01-20,20 - 21,"28,41","27,91","27,91","27,91","27,91","27,91","28,89","28,89","28,98","28,98","28,98","27,91","27,91","27,91","36,76","36,76","36,76"
03-01-20,21 - 22,"27,41","27,03","27,03","27,03","27,03","27,03","27,70","27,70","28,26","28,26","28,26","27,03","27,03","27,03","27,03","27,03","27,03"
03-01-20,22 - 23,"26,30","25,70","25,70","25,70","25,70","25,70","25,70","25,70","28,17","28,17","28,17","25,70","25,70","25,70","25,70","25,70","25,70"
03-01-20,23 - 00,"24,94","22,04","22,04","22,04","22,04","22,04","22,04","22,04","28,36","28,36","28,36","22,04","22,04","22,04","22,04","22,04","22,04"
04-01-20,00 - 01,"25,58","21,73","21,73","21,73","21,73","21,73","21,73","21,73","28,67","28,67","28,67","21,73","21,73","21,73","21,73","21,73","21,73"
04-01-20,01 - 02,"25,29","15,95","15,95","15,95","15,95","15,95","15,95","15,95","28,66","28,66","28,66","20,44","20,44","20,44","15,95","15,95","15,95"
04-01-20,02 - 03,"25,12","16,23","16,23","16,23","16,23","16,23","16,23","16,23","28,61","28,61","28,61","20,16","20,16","20,16","16,23","16,23","16,23"
04-01-20,03 - 04,"23,33","6,45","6,45","6,45","6,45","6,45","6,45","6,45","27,94","27,94","27,94","19,62","19,62","19,62","20,00","20,00","20,00"
04-01-20,04 - 05,"22,37","3,83","3,83","3,83","3,83","3,83","3,83","3,83","27,57","27,57","27,57","19,03","19,03","19,03","4,04","4,04","4,04"
04-01-20,05 - 06,"21,91","4,03","4,03","4,03","4,03","4,03","0,12","0,12","27,47","27,47","27,47","18,90","18,90","18,90","4,03","4,03","4,03"
04-01-20,06 - 07,"21,95","4,04","4,04","4,04","4,04","4,04","0,07","0,07","27,76","27,76","27,76","19,74","19,74","19,74","4,04","4,04","4,04"
04-01-20,07 - 08,"24,99","19,07","19,07","19,07","19,07","19,07","19,07","19,07","28,09","28,09","28,09","21,55","21,55","21,55","19,07","19,07","19,07"
04-01-20,08 - 09,"25,29","17,49","17,49","17,49","17,49","17,49","17,49","17,49","28,57","28,57","28,57","22,34","22,34","22,34","17,49","17,49","17,49"
04-01-20,09 - 10,"26,56","24,18","24,18","24,18","24,18","24,18","23,98","23,98","28,71","28,71","28,71","24,18","24,18","24,18","24,18","24,18","24,18"
04-01-20,10 - 11,"26,69","24,94","24,94","24,94","24,94","24,94","8,80","8,80","28,82","28,82","28,82","24,94","24,94","24,94","24,94","24,94","24,94"
04-01-20,11 - 12,"27,01","25,11","25,11","25,11","25,11","25,11","17,95","17,95","28,84","28,84","28,84","25,11","25,11","25,11","25,11","25,11","25,11"
04-01-20,12 - 13,"26,67","24,94","24,94","24,94","24,94","24,94","19,50","19,50","28,79","28,79","28,79","24,94","24,94","24,94","24,94","24,94","24,94"
04-01-20,13 - 14,"26,58","24,95","24,95","24,95","24,95","24,95","13,74","13,74","28,76","28,76","28,76","24,95","24,95","24,95","29,80","29,80","29,80"
04-01-20,14 - 15,"26,80","25,25","25,25","25,25","25,25","25,25","17,42","17,42","28,79","28,79","28,79","25,25","25,25","25,25","25,25","25,25","25,25"
04-01-20,15 - 16,"27,40","26,33","26,33","26,33","26,33","26,33","20,38","20,38","28,90","28,90","28,90","26,33","26,33","26,33","43,14","43,14","43,14"
04-01-20,16 - 17,"28,36","27,36","27,36","27,36","27,36","27,36","25,08","25,08","29,01","29,01","29,01","27,36","27,36","27,36","41,10","41,10","41,10"
04-01-20,17 - 18,"28,91","28,88","28,88","28,88","28,88","28,88","28,88","28,88","29,06","29,06","29,06","28,88","28,88","28,88","38,00","38,00","38,00"
04-01-20,18 - 19,"29,47","29,58","29,58","29,58","29,58","29,58","32,02","32,02","29,58","29,58","29,58","29,58","29,58","29,09","37,96","37,96","37,96"
04-01-20,19 - 20,"29,51","29,42","29,42","29,42","29,42","29,42","35,35","35,35","29,58","29,58","29,58","29,42","29,42","29,01","29,85","29,85","29,85"
04-01-20,20 - 21,"29,24","27,71","27,71","27,71","27,71","27,71","29,98","29,98","29,96","29,96","29,96","27,71","27,71","27,71","27,71","27,71","27,71"
04-01-20,21 - 22,"29,21","27,40","27,40","27,40","27,40","27,40","30,05","34,46","30,05","30,05","30,05","27,40","27,40","27,40","27,40","27,40","27,40"
04-01-20,22 - 23,"29,07","27,37","27,37","27,37","27,37","27,37","30,09","30,09","30,09","30,09","30,09","27,37","27,37","27,37","27,37","27,37","27,37"
04-01-20,23 - 00,"28,74","25,77","25,77","25,77","25,77","25,77","37,95","37,95","30,83","30,83","30,83","25,77","25,77","25,77","25,77","25,77","25,77"
05-01-20,00 - 01,"29,43","26,65","26,65","26,65","26,65","26,65","33,10","33,10","32,04","32,04","32,04","26,65","26,65","26,65","26,65","26,65","26,65"
05-01-20,01 - 02,"29,39","27,13","27,13","27,13","27,13","27,13","32,28","32,28","31,25","31,25","31,25","27,13","27,13","27,13","27,13","27,13","27,13"
05-01-20,02 - 03,"29,28","27,11","27,11","27,11","27,11","27,11","31,18","31,18","30,96","30,96","30,96","27,11","27,11","27,11","27,11","27,11","27,11"
05-01-20,03 - 04,"29,21","27,42","27,42","27,42","27,42","27,42","30,10","30,10","30,24","30,24","30,24","27,42","27,42","27,42","27,42","27,42","27,42"
05-01-20,04 - 05,"29,31","28,06","28,06","28,06","28,06","28,06","29,96","29,96","29,96","29,96","29,96","28,06","28,06","27,84","28,06","28,06","28,06"
05-01-20,05 - 06,"29,41","28,85","28,85","28,85","28,85","28,85","29,88","29,88","29,89","29,89","29,89","28,85","28,85","27,88","28,85","28,85","28,85"
05-01-20,06 - 07,"29,83","29,26","29,26","29,26","29,26","29,26","30,38","30,38","30,38","30,38","30,38","29,26","29,26","27,94","29,26","29,26","29,26"
05-01-20,07 - 08,"30,20","29,98","29,98","29,98","29,98","29,98","31,15","31,15","30,34","30,34","30,34","29,98","29,98","27,94","29,98","29,98","29,98"
05-01-20,08 - 09,"30,95","31,06","31,06","31,06","31,06","31,06","32,09","32,09","31,06","31,06","31,06","31,06","31,06","27,98","31,06","31,06","31,06"
05-01-20,09 - 10,"31,10","31,18","31,18","31,18","31,18","31,18","31,18","34,27","31,18","31,18","31,18","31,18","31,18","28,93","31,18","31,18","31,18"
05-01-20,10 - 11,"31,40","31,60","31,60","31,60","31,60","31,60","31,60","37,53","31,60","31,60","31,60","31,60","31,60","29,51","31,60","31,60","31,60"
05-01-20,11 - 12,"31,37","31,55","31,55","31,55","31,55","31,55","31,55","38,99","31,55","31,55","31,55","31,55","31,55","29,59","37,14","37,14","37,14"
05-01-20,12 - 13,"31,17","31,22","31,22","31,22","31,22","31,22","31,22","38,15","31,22","31,22","31,22","31,22","31,22","29,75","37,71","37,71","37,71"
05-01-20,13 - 14,"30,86","30,93","30,93","30,93","30,93","30,93","30,93","35,37","30,93","30,93","30,93","30,93","30,93","29,86","37,81","37,81","37,81"
05-01-20,14 - 15,"30,61","30,67","30,67","30,67","30,67","30,67","30,67","34,44","30,67","30,67","30,67","30,67","30,67","29,92","37,73","37,73","37,73"
05-01-20,15 - 16,"30,74","30,79","30,79","30,79","30,79","30,79","30,79","36,10","30,79","30,79","30,79","30,79","30,79","29,99","37,69","37,69","37,69"
05-01-20,16 - 17,"31,15","31,16","31,16","31,16","31,16","31,16","31,16","40,59","31,16","31,16","31,16","31,16","31,16","29,95","39,83","39,83","39,83"
05-01-20,17 - 18,"31,48","31,53","31,53","31,53","31,53","31,53","31,53","31,53","31,53","31,53","31,53","31,53","31,53","29,92","40,07","40,07","40,07"
05-01-20,18 - 19,"30,99","31,10","31,10","31,10","31,10","31,10","31,10","31,10","31,10","31,10","31,10","31,10","31,10","29,76","40,05","40,05","40,05"
05-01-20,19 - 20,"30,33","30,42","30,42","30,42","30,42","30,42","30,42","30,42","30,42","30,42","30,42","30,42","30,42","29,73","42,33","42,33","42,33"
05-01-20,20 - 21,"29,85","29,87","29,87","29,87","29,87","29,87","29,87","29,87","29,87","29,87","29,87","29,87","29,87","29,80","36,77","36,77","36,77"
05-01-20,21 - 22,"29,47","29,24","29,24","29,24","29,24","29,24","29,61","29,61","29,61","29,61","29,61","29,24","29,24","29,24","33,09","33,09","33,09"
05-01-20,22 - 23,"28,81","28,16","28,16","28,16","28,16","28,16","29,46","29,46","29,46","29,46","29,46","28,16","28,16","28,16","28,16","28,16","28,16"
05-01-20,23 - 00,"28,00","26,68","26,68","26,68","26,68","26,68","26,68","26,68","29,52","29,52","29,52","26,68","26,68","26,68","26,68","26,68","26,68"
06-01-20,00 - 01,"27,89","26,42","26,42","26,42","26,42","26,42","29,16","26,42","29,16","29,16","29,16","26,42","26,42","26,42","26,42","26,42","26,42"
06-01-20,01 - 02,"27,82","26,50","26,50","26,50","26,50","26,50","29,00","26,50","29,07","29,07","29,07","26,50","26,50","26,50","26,50","26,50","26,50"
06-01-20,02 - 03,"28,02","27,01","27,01","27,01","27,01","27,01","29,08","29,08","29,08","29,08","29,08","27,01","27,01","27,01","27,01","27,01","27,01"
06-01-20,03 - 04,"27,81","27,06","27,06","27,06","27,06","27,06","27,72","27,72","28,66","28,66","28,66","27,06","27,06","27,06","27,06","27,06","27,06"
06-01-20,04 - 05,"28,01","27,03","27,03","27,03","27,03","27,03","27,03","27,03","29,08","29,08","29,08","27,03","27,03","27,03","27,03","27,03","27,03"
06-01-20,05 - 06,"28,89","27,62","27,62","27,62","27,62","27,62","27,62","27,62","29,65","29,65","29,65","27,62","27,62","27,62","27,62","27,62","27,62"
06-01-20,06 - 07,"29,62","28,16","28,16","28,16","28,16","28,16","33,18","33,18","30,71","30,71","30,71","28,16","28,16","28,16","28,16","28,16","28,16"
06-01-20,07 - 08,"30,04","29,08","29,08","29,08","29,08","29,08","34,21","34,21","30,92","30,92","30,92","29,08","29,08","29,08","29,08","29,08","29,08"
06-01-20,08 - 09,"30,44","29,73","29,73","29,73","29,73","29,73","35,75","35,75","30,90","30,90","30,90","29,73","29,73","29,73","29,73","29,73","29,73"
06-01-20,09 - 10,"30,73","30,52","30,52","30,52","30,52","30,52","32,52","32,52","30,88","30,88","30,88","30,52","30,52","30,52","30,52","30,52","30,52"
06-01-20,10 - 11,"31,00","31,12","31,12","31,12","31,12","31,12","32,01","32,01","31,12","31,12","31,12","31,12","31,12","31,12","31,12","31,12","31,12"
06-01-20,11 - 12,"31,13","31,23","31,23","31,23","31,23","31,23","31,23","31,23","31,23","31,23","31,23","31,23","31,23","31,23","31,23","31,23","31,23"
06-01-20,12 - 13,"31,15","31,19","31,19","31,19","31,19","31,19","31,19","31,19","31,19","31,19","31,19","31,19","31,19","31,19","31,19","31,19","31,19"
06-01-20,13 - 14,"31,08","31,08","31,08","31,08","31,08","31,08","31,08","31,08","31,08","31,08","31,08","31,08","31,08","31,08","31,08","31,08","31,08"
06-01-20,14 - 15,"31,20","31,21","31,21","31,21","31,21","31,21","31,21","31,21","31,21","31,21","31,21","31,21","31,21","31,21","31,21","31,21","31,21"
06-01-20,15 - 16,"31,29","31,30","31,30","31,30","31,30","31,30","31,30","31,30","31,30","31,30","31,30","31,30","31,30","31,30","34,01","34,01","34,01"
06-01-20,16 - 17,"31,75","31,76","31,76","31,76","33,58","31,76","33,58","33,58","31,76","31,76","31,76","31,76","31,76","31,76","33,58","33,58","33,58"
06-01-20,17 - 18,"31,77","31,74","31,74","31,74","34,05","31,74","34,05","34,05","31,74","31,74","31,74","31,74","31,74","31,74","34,05","34,05","34,05"
06-01-20,18 - 19,"31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31","31,31"
06-01-20,19 - 20,"30,97","30,95","30,95","30,95","30,95","30,95","30,95","30,95","30,95","30,95","30,95","30,95","30,95","30,95","34,05","34,05","34,05"
06-01-20,20 - 21,"30,59","30,58","30,58","30,58","30,58","30,58","30,58","30,58","30,58","30,58","30,58","30,58","30,58","30,58","34,00","34,00","34,00"
06-01-20,21 - 22,"30,30","30,28","30,28","30,28","30,28","30,28","30,28","30,28","30,28","30,28","30,28","30,28","30,28","30,28","30,28","30,28","30,28"
06-01-20,22 - 23,"29,48","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46"
06-01-20,23 - 00,"28,78","28,19","28,19","28,19","28,19","28,19","29,07","29,07","29,07","29,07","29,07","28,19","28,19","28,19","28,19","28,19","28,19"
07-01-20,00 - 01,"27,82","27,16","27,16","27,16","27,16","27,16","28,28","28,28","28,28","28,28","28,28","27,16","27,16","27,16","27,16","27,16","27,16"
07-01-20,01 - 02,"27,82","27,08","27,08","27,08","27,08","27,08","28,34","28,34","28,34","28,34","28,34","27,08","27,08","27,08","27,08","27,08","27,08"
07-01-20,02 - 03,"27,83","27,02","27,02","27,02","27,02","27,02","28,47","28,47","28,47","28,47","28,47","27,02","27,02","27,02","27,02","27,02","27,02"
07-01-20,03 - 04,"27,67","26,98","26,98","26,98","26,98","26,98","28,11","28,11","28,11","28,11","28,11","26,98","26,98","26,98","26,98","26,98","26,98"
07-01-20,04 - 05,"27,99","27,18","27,18","27,18","27,18","27,18","28,70","28,70","28,70","28,70","28,70","27,18","27,18","27,18","27,18","27,18","27,18"
07-01-20,05 - 06,"29,03","28,80","28,80","28,80","28,80","28,80","28,80","28,80","29,46","29,46","29,46","28,13","28,13","28,13","28,80","28,80","28,80"
07-01-20,06 - 07,"29,79","29,96","29,96","29,96","29,96","29,96","30,62","30,62","29,96","29,96","29,96","28,21","28,21","28,21","29,96","29,96","29,96"
07-01-20,07 - 08,"30,74","29,82","29,82","30,96","37,60","30,96","37,60","37,60","30,96","30,96","30,96","29,55","29,55","29,55","37,60","37,60","37,60"
07-01-20,08 - 09,"31,12","29,78","29,78","31,15","46,99","31,15","46,99","46,99","31,15","31,15","31,15","29,78","29,78","29,78","46,99","46,99","46,99"
07-01-20,09 - 10,"31,05","29,83","29,83","30,95","44,05","30,95","47,07","47,07","30,95","30,95","30,95","29,83","29,83","29,83","44,05","44,05","44,05"
07-01-20,10 - 11,"30,93","29,92","29,92","30,70","47,06","30,70","47,06","47,06","30,70","30,70","30,70","29,92","29,92","29,92","47,06","47,06","47,06"
07-01-20,11 - 12,"30,75","29,96","29,96","30,57","44,08","30,57","46,98","46,98","30,57","30,57","30,57","29,96","29,96","29,96","44,08","44,08","44,08"
07-01-20,12 - 13,"30,57","30,15","30,15","30,48","42,03","30,48","42,03","42,03","30,48","30,48","30,48","30,15","30,15","30,15","42,03","42,03","42,03"
07-01-20,13 - 14,"30,59","30,36","30,36","30,49","42,37","30,49","42,37","42,37","30,49","30,49","30,49","30,36","30,36","30,36","42,37","42,37","42,37"
07-01-20,14 - 15,"30,50","30,33","30,33","30,50","33,05","30,50","33,05","33,05","30,50","30,50","30,50","30,33","30,33","30,33","33,05","33,05","33,05"
07-01-20,15 - 16,"30,63","29,97","29,97","30,84","33,05","30,84","30,84","33,05","30,84","30,84","30,84","29,97","29,97","29,97","33,05","33,05","33,05"
07-01-20,16 - 17,"30,54","29,90","29,90","30,71","37,00","30,71","30,71","37,00","30,71","30,71","30,71","29,90","29,90","29,90","37,00","37,00","37,00"
07-01-20,17 - 18,"30,33","29,75","29,75","30,54","33,04","30,54","30,54","33,04","30,54","30,54","30,54","29,75","29,75","29,75","33,04","33,04","33,04"
07-01-20,18 - 19,"30,01","29,80","29,80","30,18","30,18","30,18","30,18","30,18","30,18","30,18","30,18","29,80","29,80","29,80","30,18","30,18","30,18"
07-01-20,19 - 20,"29,45","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46","29,46"
07-01-20,20 - 21,"28,62","28,63","28,63","28,63","28,63","28,63","28,63","28,63","28,63","28,63","28,63","28,63","28,63","28,63","28,63","28,63","28,63"
07-01-20,21 - 22,"27,96","27,98","27,98","27,98","27,98","27,98","27,98","27,98","27,98","27,98","27,98","27,98","27,98","27,98","27,98","27,98","27,98"
07-01-20,22 - 23,"27,05","26,93","26,93","26,93","26,93","26,93","26,93","26,93","27,41","27,41","27,41","26,93","26,93","26,93","26,93","26,93","26,93"
07-01-20,23 - 00,"25,88","24,21","24,21","24,21","24,21","24,21","24,21","24,21","27,61","27,61","27,61","24,21","24,21","24,21","24,21","24,21","24,21"
08-01-20,00 - 01,"20,47","18,95","18,95","18,95","18,95","18,95","18,95","18,95","24,46","24,46","24,46","19,29","19,29","19,29","22,07","22,07","22,07"
