,Tid (Cet),Tilsynelatende energi (kVAh),Merkeytelse (kVA),Merkeytelse + 20% (kVA),loc_id
2,2018-04-05 17:00:00,0,200,240,8
3,2018-04-05 18:00:00,73.6,200,240,8
4,2018-04-05 19:00:00,70.4,200,240,8
5,2018-04-05 20:00:00,62.4,200,240,8
6,2018-04-05 21:00:00,75.2,200,240,8
7,2018-04-05 22:00:00,73.6,200,240,8
8,2018-04-05 23:00:00,70.4,200,240,8
9,2018-04-06 00:00:00,64,200,240,8
10,2018-04-06 01:00:00,68.8,200,240,8
11,2018-04-06 02:00:00,65.6,200,240,8
12,2018-04-06 03:00:00,65.6,200,240,8
13,2018-04-06 04:00:00,64,200,240,8
14,2018-04-06 05:00:00,67.2,200,240,8
15,2018-04-06 06:00:00,72,200,240,8
16,2018-04-06 07:00:00,73.6,200,240,8
17,2018-04-06 08:00:00,70.4,200,240,8
18,2018-04-06 09:00:00,78.4,200,240,8
19,2018-04-06 10:00:00,78.4,200,240,8
20,2018-04-06 11:00:00,72,200,240,8
21,2018-04-06 12:00:00,68.8,200,240,8
22,2018-04-06 13:00:00,62.4,200,240,8
23,2018-04-06 14:00:00,59.2,200,240,8
24,2018-04-06 15:00:00,56,200,240,8
25,2018-04-06 16:00:00,51.2,200,240,8
26,2018-04-06 17:00:00,49.6,200,240,8
27,2018-04-06 18:00:00,59.2,200,240,8
28,2018-04-06 19:00:00,64,200,240,8
29,2018-04-06 20:00:00,57.6,200,240,8
30,2018-04-06 21:00:00,72,200,240,8
31,2018-04-06 22:00:00,72,200,240,8
32,2018-04-06 23:00:00,70.4,200,240,8
33,2018-04-07 00:00:00,65.6,200,240,8
34,2018-04-07 01:00:00,60.8,200,240,8
35,2018-04-07 02:00:00,62.4,200,240,8
36,2018-04-07 03:00:00,62.4,200,240,8
37,2018-04-07 04:00:00,62.4,200,240,8
38,2018-04-07 05:00:00,64,200,240,8
39,2018-04-07 06:00:00,62.4,200,240,8
40,2018-04-07 07:00:00,59.2,200,240,8
41,2018-04-07 08:00:00,64,200,240,8
42,2018-04-07 09:00:00,62.4,200,240,8
43,2018-04-07 10:00:00,68.8,200,240,8
44,2018-04-07 11:00:00,70.4,200,240,8
45,2018-04-07 12:00:00,75.2,200,240,8
46,2018-04-07 13:00:00,70.4,200,240,8
47,2018-04-07 14:00:00,65.6,200,240,8
48,2018-04-07 15:00:00,62.4,200,240,8
49,2018-04-07 16:00:00,60.8,200,240,8
50,2018-04-07 17:00:00,73.6,200,240,8
51,2018-04-07 18:00:00,65.6,200,240,8
52,2018-04-07 19:00:00,68.8,200,240,8
53,2018-04-07 20:00:00,75.2,200,240,8
