,Tid (Cet),Tilsynelatende energi (kVAh),Merkeytelse (kVA),Merkeytelse + 20% (kVA),loc_id
0,2018-01-01 00:00:00,59.2,315,378,18
1,2018-01-01 01:00:00,60.8,315,378,18
2,2018-01-01 02:00:00,60.8,315,378,18
3,2018-01-01 03:00:00,67.2,315,378,18
4,2018-01-01 04:00:00,62.4,315,378,18
5,2018-01-01 05:00:00,57.6,315,378,18
6,2018-01-01 06:00:00,59.2,315,378,18
7,2018-01-01 07:00:00,56.0,315,378,18
8,2018-01-01 08:00:00,56.0,315,378,18
9,2018-01-01 09:00:00,56.0,315,378,18
10,2018-01-01 10:00:00,57.6,315,378,18
11,2018-01-01 11:00:00,60.8,315,378,18
12,2018-01-01 12:00:00,62.4,315,378,18
13,2018-01-01 13:00:00,60.8,315,378,18
14,2018-01-01 14:00:00,65.6,315,378,18
15,2018-01-01 15:00:00,65.6,315,378,18
16,2018-01-01 16:00:00,70.4,315,378,18
17,2018-01-01 17:00:00,73.6,315,378,18
18,2018-01-01 18:00:00,75.2,315,378,18
19,2018-01-01 19:00:00,80.0,315,378,18
20,2018-01-01 20:00:00,80.0,315,378,18
21,2018-01-01 21:00:00,70.4,315,378,18
22,2018-01-01 22:00:00,68.8,315,378,18
23,2018-01-01 23:00:00,64.0,315,378,18
24,2018-01-02 00:00:00,64.0,315,378,18
25,2018-01-02 01:00:00,56.0,315,378,18
26,2018-01-02 02:00:00,54.4,315,378,18
27,2018-01-02 03:00:00,56.0,315,378,18
28,2018-01-02 04:00:00,57.6,315,378,18
29,2018-01-02 05:00:00,59.2,315,378,18
30,2018-01-02 06:00:00,60.8,315,378,18
31,2018-01-02 07:00:00,67.2,315,378,18
32,2018-01-02 08:00:00,68.8,315,378,18
33,2018-01-02 09:00:00,67.2,315,378,18
34,2018-01-02 10:00:00,65.6,315,378,18
35,2018-01-02 11:00:00,64.0,315,378,18
36,2018-01-02 12:00:00,65.6,315,378,18
37,2018-01-02 13:00:00,67.2,315,378,18
38,2018-01-02 14:00:00,59.2,315,378,18
39,2018-01-02 15:00:00,64.0,315,378,18
40,2018-01-02 16:00:00,65.6,315,378,18
41,2018-01-02 17:00:00,70.4,315,378,18
42,2018-01-02 18:00:00,81.6,315,378,18
43,2018-01-02 19:00:00,80.0,315,378,18
44,2018-01-02 20:00:00,84.8,315,378,18
45,2018-01-02 21:00:00,75.2,315,378,18
46,2018-01-02 22:00:00,70.4,315,378,18
47,2018-01-02 23:00:00,70.4,315,378,18
48,2018-01-03 00:00:00,65.6,315,378,18
49,2018-01-03 01:00:00,64.0,315,378,18
50,2018-01-03 02:00:00,57.6,315,378,18
51,2018-01-03 03:00:00,59.2,315,378,18
52,2018-01-03 04:00:00,57.6,315,378,18
53,2018-01-03 05:00:00,56.0,315,378,18
54,2018-01-03 06:00:00,62.4,315,378,18
55,2018-01-03 07:00:00,67.2,315,378,18
56,2018-01-03 08:00:00,73.6,315,378,18
57,2018-01-03 09:00:00,72.0,315,378,18
58,2018-01-03 10:00:00,68.8,315,378,18
59,2018-01-03 11:00:00,73.6,315,378,18
60,2018-01-03 12:00:00,62.4,315,378,18
61,2018-01-03 13:00:00,65.6,315,378,18
62,2018-01-03 14:00:00,72.0,315,378,18
63,2018-01-03 15:00:00,70.4,315,378,18
64,2018-01-03 16:00:00,72.0,315,378,18
65,2018-01-03 17:00:00,84.8,315,378,18
66,2018-01-03 18:00:00,86.4,315,378,18
67,2018-01-03 19:00:00,84.8,315,378,18
68,2018-01-03 20:00:00,81.6,315,378,18
69,2018-01-03 21:00:00,80.0,315,378,18
70,2018-01-03 22:00:00,75.2,315,378,18
71,2018-01-03 23:00:00,70.4,315,378,18
72,2018-01-04 00:00:00,72.0,315,378,18
73,2018-01-04 01:00:00,68.8,315,378,18
74,2018-01-04 02:00:00,68.8,315,378,18
75,2018-01-04 03:00:00,67.2,315,378,18
76,2018-01-04 04:00:00,62.4,315,378,18
77,2018-01-04 05:00:00,64.0,315,378,18
78,2018-01-04 06:00:00,72.0,315,378,18
79,2018-01-04 07:00:00,65.6,315,378,18
80,2018-01-04 08:00:00,73.6,315,378,18
81,2018-01-04 09:00:00,70.4,315,378,18
82,2018-01-04 10:00:00,78.4,315,378,18
83,2018-01-04 11:00:00,68.8,315,378,18
84,2018-01-04 12:00:00,65.6,315,378,18
85,2018-01-04 13:00:00,67.2,315,378,18
86,2018-01-04 14:00:00,64.0,315,378,18
87,2018-01-04 15:00:00,70.4,315,378,18
