,Tid (Cet),Tilsynelatende energi (kVAh),Merkeytelse (kVA),Merkeytelse + 20% (kVA),loc_id
0,2018-01-01 00:00:00,120.0,500,600,4
1,2018-01-01 01:00:00,108.0,500,600,4
2,2018-01-01 02:00:00,117.0,500,600,4
3,2018-01-01 03:00:00,111.0,500,600,4
4,2018-01-01 04:00:00,108.0,500,600,4
5,2018-01-01 05:00:00,105.0,500,600,4
6,2018-01-01 06:00:00,93.0,500,600,4
7,2018-01-01 07:00:00,99.0,500,600,4
8,2018-01-01 08:00:00,111.0,500,600,4
9,2018-01-01 09:00:00,108.0,500,600,4
10,2018-01-01 10:00:00,123.0,500,600,4
11,2018-01-01 11:00:00,126.0,500,600,4
12,2018-01-01 12:00:00,120.0,500,600,4
13,2018-01-01 13:00:00,126.0,500,600,4
14,2018-01-01 14:00:00,108.0,500,600,4
15,2018-01-01 15:00:00,108.0,500,600,4
16,2018-01-01 16:00:00,99.0,500,600,4
17,2018-01-01 17:00:00,93.0,500,600,4
18,2018-01-01 18:00:00,84.0,500,600,4
19,2018-01-01 19:00:00,87.0,500,600,4
20,2018-01-01 20:00:00,81.0,500,600,4
21,2018-01-01 21:00:00,87.0,500,600,4
22,2018-01-01 22:00:00,84.0,500,600,4
23,2018-01-01 23:00:00,84.0,500,600,4
24,2018-01-02 00:00:00,84.0,500,600,4
25,2018-01-02 01:00:00,84.0,500,600,4
26,2018-01-02 02:00:00,81.0,500,600,4
27,2018-01-02 03:00:00,75.0,500,600,4
28,2018-01-02 04:00:00,78.0,500,600,4
29,2018-01-02 05:00:00,75.0,500,600,4
30,2018-01-02 06:00:00,72.0,500,600,4
31,2018-01-02 07:00:00,78.0,500,600,4
32,2018-01-02 08:00:00,78.0,500,600,4
33,2018-01-02 09:00:00,78.0,500,600,4
34,2018-01-02 10:00:00,84.0,500,600,4
35,2018-01-02 11:00:00,93.0,500,600,4
36,2018-01-02 12:00:00,93.0,500,600,4
37,2018-01-02 13:00:00,96.0,500,600,4
38,2018-01-02 14:00:00,87.0,500,600,4
39,2018-01-02 15:00:00,78.0,500,600,4
40,2018-01-02 16:00:00,75.0,500,600,4
41,2018-01-02 17:00:00,81.0,500,600,4
42,2018-01-02 18:00:00,81.0,500,600,4
43,2018-01-02 19:00:00,81.0,500,600,4
44,2018-01-02 20:00:00,81.0,500,600,4
45,2018-01-02 21:00:00,84.0,500,600,4
46,2018-01-02 22:00:00,84.0,500,600,4
47,2018-01-02 23:00:00,90.0,500,600,4
48,2018-01-03 00:00:00,96.0,500,600,4
49,2018-01-03 01:00:00,84.0,500,600,4
50,2018-01-03 02:00:00,78.0,500,600,4
51,2018-01-03 03:00:00,75.0,500,600,4
52,2018-01-03 04:00:00,75.0,500,600,4
53,2018-01-03 05:00:00,75.0,500,600,4
54,2018-01-03 06:00:00,78.0,500,600,4
55,2018-01-03 07:00:00,81.0,500,600,4
56,2018-01-03 08:00:00,84.0,500,600,4
57,2018-01-03 09:00:00,87.0,500,600,4
58,2018-01-03 10:00:00,84.0,500,600,4
59,2018-01-03 11:00:00,90.0,500,600,4
60,2018-01-03 12:00:00,87.0,500,600,4
61,2018-01-03 13:00:00,87.0,500,600,4
62,2018-01-03 14:00:00,84.0,500,600,4
63,2018-01-03 15:00:00,87.0,500,600,4
64,2018-01-03 16:00:00,87.0,500,600,4
65,2018-01-03 17:00:00,81.0,500,600,4
66,2018-01-03 18:00:00,90.0,500,600,4
67,2018-01-03 19:00:00,96.0,500,600,4
68,2018-01-03 20:00:00,96.0,500,600,4
69,2018-01-03 21:00:00,93.0,500,600,4
70,2018-01-03 22:00:00,87.0,500,600,4
71,2018-01-03 23:00:00,84.0,500,600,4
72,2018-01-04 00:00:00,81.0,500,600,4
73,2018-01-04 01:00:00,87.0,500,600,4
74,2018-01-04 02:00:00,81.0,500,600,4
75,2018-01-04 03:00:00,81.0,500,600,4
76,2018-01-04 04:00:00,84.0,500,600,4
77,2018-01-04 05:00:00,84.0,500,600,4
78,2018-01-04 06:00:00,96.0,500,600,4
79,2018-01-04 07:00:00,93.0,500,600,4
80,2018-01-04 08:00:00,87.0,500,600,4
81,2018-01-04 09:00:00,84.0,500,600,4
82,2018-01-04 10:00:00,90.0,500,600,4
83,2018-01-04 11:00:00,87.0,500,600,4
84,2018-01-04 12:00:00,93.0,500,600,4
85,2018-01-04 13:00:00,84.0,500,600,4
86,2018-01-04 14:00:00,90.0,500,600,4
87,2018-01-04 15:00:00,81.0,500,600,4
88,2018-01-04 16:00:00,114.0,500,600,4
89,2018-01-04 17:00:00,123.0,500,600,4
90,2018-01-04 18:00:00,114.0,500,600,4
91,2018-01-04 19:00:00,117.0,500,600,4
92,2018-01-04 20:00:00,117.0,500,600,4
93,2018-01-04 21:00:00,114.0,500,600,4
94,2018-01-04 22:00:00,123.0,500,600,4
95,2018-01-04 23:00:00,123.0,500,600,4
96,2018-01-05 00:00:00,132.0,500,600,4
97,2018-01-05 01:00:00,129.0,500,600,4
98,2018-01-05 02:00:00,123.0,500,600,4
99,2018-01-05 03:00:00,123.0,500,600,4
100,2018-01-05 04:00:00,126.0,500,600,4
101,2018-01-05 05:00:00,120.0,500,600,4
102,2018-01-05 06:00:00,123.0,500,600,4
103,2018-01-05 07:00:00,126.0,500,600,4
104,2018-01-05 08:00:00,123.0,500,600,4
105,2018-01-05 09:00:00,132.0,500,600,4
106,2018-01-05 10:00:00,141.0,500,600,4
107,2018-01-05 11:00:00,144.0,500,600,4
108,2018-01-05 12:00:00,135.0,500,600,4
109,2018-01-05 13:00:00,141.0,500,600,4
110,2018-01-05 14:00:00,138.0,500,600,4
111,2018-01-05 15:00:00,126.0,500,600,4
112,2018-01-05 16:00:00,132.0,500,600,4
113,2018-01-05 17:00:00,141.0,500,600,4
114,2018-01-05 18:00:00,138.0,500,600,4
115,2018-01-05 19:00:00,141.0,500,600,4
116,2018-01-05 20:00:00,156.0,500,600,4
117,2018-01-05 21:00:00,147.0,500,600,4
118,2018-01-05 22:00:00,156.0,500,600,4
119,2018-01-05 23:00:00,150.0,500,600,4
120,2018-01-06 00:00:00,147.0,500,600,4
121,2018-01-06 01:00:00,144.0,500,600,4
122,2018-01-06 02:00:00,150.0,500,600,4
123,2018-01-06 03:00:00,150.0,500,600,4
124,2018-01-06 04:00:00,150.0,500,600,4
125,2018-01-06 05:00:00,147.0,500,600,4
126,2018-01-06 06:00:00,147.0,500,600,4
127,2018-01-06 07:00:00,150.0,500,600,4
128,2018-01-06 08:00:00,156.0,500,600,4
129,2018-01-06 09:00:00,159.0,500,600,4
130,2018-01-06 10:00:00,162.0,500,600,4
131,2018-01-06 11:00:00,153.0,500,600,4
132,2018-01-06 12:00:00,159.0,500,600,4
133,2018-01-06 13:00:00,165.0,500,600,4
134,2018-01-06 14:00:00,147.0,500,600,4
135,2018-01-06 15:00:00,150.0,500,600,4
136,2018-01-06 16:00:00,153.0,500,600,4
137,2018-01-06 17:00:00,150.0,500,600,4
138,2018-01-06 18:00:00,168.0,500,600,4
139,2018-01-06 19:00:00,180.0,500,600,4
140,2018-01-06 20:00:00,171.0,500,600,4
141,2018-01-06 21:00:00,174.0,500,600,4
142,2018-01-06 22:00:00,186.0,500,600,4
143,2018-01-06 23:00:00,186.0,500,600,4
144,2018-01-07 00:00:00,168.0,500,600,4
145,2018-01-07 01:00:00,165.0,500,600,4
146,2018-01-07 02:00:00,156.0,500,600,4
147,2018-01-07 03:00:00,156.0,500,600,4
148,2018-01-07 04:00:00,159.0,500,600,4
149,2018-01-07 05:00:00,168.0,500,600,4
150,2018-01-07 06:00:00,165.0,500,600,4
151,2018-01-07 07:00:00,168.0,500,600,4
152,2018-01-07 08:00:00,171.0,500,600,4
153,2018-01-07 09:00:00,174.0,500,600,4
154,2018-01-07 10:00:00,177.0,500,600,4
155,2018-01-07 11:00:00,177.0,500,600,4
156,2018-01-07 12:00:00,162.0,500,600,4
157,2018-01-07 13:00:00,156.0,500,600,4
158,2018-01-07 14:00:00,144.0,500,600,4
159,2018-01-07 15:00:00,141.0,500,600,4
160,2018-01-07 16:00:00,129.0,500,600,4
161,2018-01-07 17:00:00,132.0,500,600,4
162,2018-01-07 18:00:00,132.0,500,600,4
163,2018-01-07 19:00:00,138.0,500,600,4
164,2018-01-07 20:00:00,132.0,500,600,4
165,2018-01-07 21:00:00,129.0,500,600,4
166,2018-01-07 22:00:00,129.0,500,600,4
167,2018-01-07 23:00:00,123.0,500,600,4
168,2018-01-08 00:00:00,120.0,500,600,4
169,2018-01-08 01:00:00,117.0,500,600,4
170,2018-01-08 02:00:00,111.0,500,600,4
171,2018-01-08 03:00:00,114.0,500,600,4
172,2018-01-08 04:00:00,123.0,500,600,4
173,2018-01-08 05:00:00,117.0,500,600,4
174,2018-01-08 06:00:00,123.0,500,600,4
175,2018-01-08 07:00:00,120.0,500,600,4
176,2018-01-08 08:00:00,126.0,500,600,4
177,2018-01-08 09:00:00,123.0,500,600,4
178,2018-01-08 10:00:00,120.0,500,600,4
179,2018-01-08 11:00:00,126.0,500,600,4
180,2018-01-08 12:00:00,123.0,500,600,4
181,2018-01-08 13:00:00,120.0,500,600,4
182,2018-01-08 14:00:00,129.0,500,600,4
183,2018-01-08 15:00:00,126.0,500,600,4
184,2018-01-08 16:00:00,126.0,500,600,4
185,2018-01-08 17:00:00,129.0,500,600,4
186,2018-01-08 18:00:00,129.0,500,600,4
187,2018-01-08 19:00:00,129.0,500,600,4
188,2018-01-08 20:00:00,138.0,500,600,4
189,2018-01-08 21:00:00,144.0,500,600,4
190,2018-01-08 22:00:00,153.0,500,600,4
191,2018-01-08 23:00:00,156.0,500,600,4
192,2018-01-09 00:00:00,165.0,500,600,4
193,2018-01-09 01:00:00,156.0,500,600,4
194,2018-01-09 02:00:00,153.0,500,600,4
195,2018-01-09 03:00:00,156.0,500,600,4
196,2018-01-09 04:00:00,147.0,500,600,4
197,2018-01-09 05:00:00,144.0,500,600,4
198,2018-01-09 06:00:00,156.0,500,600,4
199,2018-01-09 07:00:00,159.0,500,600,4
200,2018-01-09 08:00:00,159.0,500,600,4
201,2018-01-09 09:00:00,165.0,500,600,4
202,2018-01-09 10:00:00,156.0,500,600,4
203,2018-01-09 11:00:00,153.0,500,600,4
204,2018-01-09 12:00:00,153.0,500,600,4
205,2018-01-09 13:00:00,132.0,500,600,4
206,2018-01-09 14:00:00,126.0,500,600,4
207,2018-01-09 15:00:00,123.0,500,600,4
208,2018-01-09 16:00:00,102.0,500,600,4
209,2018-01-09 17:00:00,90.0,500,600,4
210,2018-01-09 18:00:00,93.0,500,600,4
211,2018-01-09 19:00:00,93.0,500,600,4
212,2018-01-09 20:00:00,102.0,500,600,4
213,2018-01-09 21:00:00,96.0,500,600,4
214,2018-01-09 22:00:00,93.0,500,600,4
