,Tid (Cet),Tilsynelatende energi (kVAh),Merkeytelse (kVA),Merkeytelse + 20% (kVA),loc_id
0,2018-01-01 00:00:00,145.0,800,960,12
1,2018-01-01 01:00:00,135.0,800,960,12
2,2018-01-01 02:00:00,130.0,800,960,12
3,2018-01-01 03:00:00,140.0,800,960,12
4,2018-01-01 04:00:00,130.0,800,960,12
5,2018-01-01 05:00:00,120.0,800,960,12
6,2018-01-01 06:00:00,115.0,800,960,12
7,2018-01-01 07:00:00,135.0,800,960,12
8,2018-01-01 08:00:00,140.0,800,960,12
9,2018-01-01 09:00:00,135.0,800,960,12
10,2018-01-01 10:00:00,125.0,800,960,12
11,2018-01-01 11:00:00,135.0,800,960,12
12,2018-01-01 12:00:00,150.0,800,960,12
13,2018-01-01 13:00:00,155.0,800,960,12
14,2018-01-01 14:00:00,155.0,800,960,12
15,2018-01-01 15:00:00,155.0,800,960,12
16,2018-01-01 16:00:00,160.0,800,960,12
17,2018-01-01 17:00:00,180.0,800,960,12
18,2018-01-01 18:00:00,180.0,800,960,12
19,2018-01-01 19:00:00,185.0,800,960,12
20,2018-01-01 20:00:00,170.0,800,960,12
21,2018-01-01 21:00:00,140.0,800,960,12
22,2018-01-01 22:00:00,145.0,800,960,12
23,2018-01-01 23:00:00,125.0,800,960,12
24,2018-01-02 00:00:00,105.0,800,960,12
25,2018-01-02 01:00:00,105.0,800,960,12
26,2018-01-02 02:00:00,100.0,800,960,12
27,2018-01-02 03:00:00,105.0,800,960,12
28,2018-01-02 04:00:00,100.0,800,960,12
29,2018-01-02 05:00:00,100.0,800,960,12
30,2018-01-02 06:00:00,110.0,800,960,12
31,2018-01-02 07:00:00,135.0,800,960,12
32,2018-01-02 08:00:00,145.0,800,960,12
33,2018-01-02 09:00:00,180.0,800,960,12
34,2018-01-02 10:00:00,190.0,800,960,12
35,2018-01-02 11:00:00,245.0,800,960,12
36,2018-01-02 12:00:00,250.0,800,960,12
37,2018-01-02 13:00:00,245.0,800,960,12
38,2018-01-02 14:00:00,245.0,800,960,12
39,2018-01-02 15:00:00,245.0,800,960,12
40,2018-01-02 16:00:00,245.0,800,960,12
41,2018-01-02 17:00:00,260.0,800,960,12
42,2018-01-02 18:00:00,265.0,800,960,12
43,2018-01-02 19:00:00,250.0,800,960,12
44,2018-01-02 20:00:00,240.0,800,960,12
45,2018-01-02 21:00:00,150.0,800,960,12
46,2018-01-02 22:00:00,120.0,800,960,12
47,2018-01-02 23:00:00,120.0,800,960,12
48,2018-01-03 00:00:00,115.0,800,960,12
49,2018-01-03 01:00:00,110.0,800,960,12
50,2018-01-03 02:00:00,105.0,800,960,12
51,2018-01-03 03:00:00,100.0,800,960,12
52,2018-01-03 04:00:00,105.0,800,960,12
